variant,n_runs,success_rate_tail_mean,success_rate_tail_std,found_ratio_tail_mean,found_ratio_tail_std,avg_reward_tail_mean,avg_reward_tail_std
ffnn_aux,1,0.505,0.0,0.8178988095238096,0.0,61.92556340529431,0.0
ffnn_no_aux,1,0.45,0.0,0.8005178571428572,0.0,51.09112234440522,0.0
lstm_aux,1,0.105,0.0,0.5155238095238094,0.0,2.4616877392725103,0.0
lstm_no_aux,1,0.065,0.0,0.41550595238095234,0.0,-7.121195120473808,0.0
