episode,avg_reward,avg_found_sources
1840,-4.222132,0.0000
1850,4.910746,0.2000
1860,6.396998,0.2000
1870,0.754654,0.1000
1880,0.915718,0.1000
1890,1.726635,0.1000
1900,-0.328536,0.1000
1910,4.340281,0.2000
1920,4.565492,0.2000
1930,5.259540,0.2000
1940,-5.228445,0.0000
1950,1.537125,0.1000
1960,3.866877,0.2000
1970,0.797118,0.1000
1980,-3.443124,0.0000
1990,4.084241,0.2000
2000,4.763004,0.2000
2010,4.081709,0.2000
2020,0.489908,0.1000
2030,-2.672243,0.0000
2040,-4.018607,0.0000
2050,5.999357,0.2000
2060,-5.006216,0.0000
2070,0.976417,0.1000
2080,-4.915428,0.0000
2090,4.517623,0.2000
2100,-0.547714,0.1000
2110,0.946037,0.1000
2120,5.216515,0.2000
2130,4.495440,0.2000
2140,-3.255519,0.0000
2150,1.149843,0.1000
2160,6.022406,0.2000
2170,6.271310,0.2000
2180,0.406295,0.1000
2190,5.599809,0.2000
2200,-3.560940,0.0000
2210,0.550879,0.1000
2220,9.355681,0.3000
2230,-4.844534,0.0000
2240,-2.425253,0.0000
2250,1.197994,0.1000
2260,-2.410567,0.0000
2270,-3.722842,0.0000
2280,-2.802745,0.0000
2290,1.637565,0.1000
2300,9.402188,0.3000
2310,9.777034,0.3000
2320,-3.170388,0.0000
2330,4.986438,0.2000
2340,0.339408,0.1000
2350,0.524096,0.1000
2360,18.381248,0.5000
2370,0.236352,0.1000
2380,1.469062,0.1000
2390,1.294197,0.1000
2400,0.127237,0.1000
2410,4.336264,0.2000
2420,6.050249,0.2000
2430,9.599713,0.3000
2440,-0.457937,0.1000
2450,9.617677,0.3000
2460,-3.824642,0.0000
2470,1.601300,0.1000
2480,5.255575,0.2000
2490,5.661154,0.2000
2500,-0.218801,0.1000
2510,-3.983313,0.0000
2520,-4.353251,0.0000
2530,-0.242626,0.1000
2540,-0.471451,0.1000
2550,-0.625038,0.1000
2560,2.069229,0.1000
2570,0.492128,0.1000
2580,2.137580,0.1000
2590,-3.745559,0.0000
2600,0.196674,0.1000
2610,0.342810,0.1000
2620,-4.269143,0.0000
2630,1.916033,0.1000
2640,4.782669,0.2000
2650,0.066019,0.1000
2660,0.047857,0.1000
2670,17.937839,0.5000
2680,0.857058,0.1000
2690,0.060948,0.1000
2700,2.124291,0.1000
2710,5.713732,0.2000
2720,-4.091771,0.0000
2730,9.493418,0.3000
2740,-3.094836,0.0000
2750,5.271966,0.2000
2760,6.439993,0.2000
2770,-0.059806,0.1000
2780,-3.747791,0.0000
2790,-0.057585,0.1000
2800,5.082242,0.2000
2810,-0.264778,0.1000
2820,4.125155,0.2000
2830,4.625342,0.2000
2840,0.184419,0.1000
2850,-0.543383,0.1000
2860,-0.736668,0.1000
2870,4.160748,0.2000
2880,-0.604408,0.1000
2890,8.430609,0.3000
2900,-3.890879,0.0000
2910,-0.370634,0.1000
2920,-5.249683,0.0000
2930,4.460629,0.2000
2940,4.745365,0.2000
2950,12.926390,0.4000
2960,-0.107675,0.1000
2970,3.932517,0.2000
2980,8.372359,0.3000
2990,-0.656734,0.1000
3000,-4.991474,0.0000
3010,1.150708,0.1000
3020,-0.475463,0.1000
3030,4.018218,0.2000
3040,-2.657765,0.0000
3050,0.857676,0.1000
3060,3.897518,0.2000
3070,-0.616656,0.1000
3080,1.085596,0.1000
3090,5.297282,0.2000
3100,10.127975,0.3000
3110,4.867142,0.2000
3120,-0.427700,0.1000
3130,4.187717,0.2000
3140,-5.238926,0.0000
3150,-0.109025,0.1000
3160,-0.186628,0.1000
3170,1.371964,0.1000
3180,3.888545,0.2000
3190,0.289966,0.1000
3200,0.035836,0.1000
3210,0.532153,0.1000
3220,1.216438,0.1000
3230,-0.537178,0.1000
3240,9.401558,0.3000
3250,9.643661,0.3000
3260,8.675068,0.3000
3270,8.377106,0.3000
3280,9.870704,0.3000
3290,9.029789,0.3000
3300,13.107318,0.4000
3310,9.590990,0.3000
3320,4.205369,0.2000
3330,0.349254,0.1000
3340,8.503593,0.3000
3350,5.551534,0.2000
3360,-3.160135,0.0000
3370,4.581767,0.2000
3380,4.364383,0.2000
3390,-0.252232,0.1000
3400,-3.539058,0.0000
3410,4.999501,0.2000
3420,-0.005426,0.1000
3430,3.968832,0.2000
3440,4.939173,0.2000
3450,-3.995071,0.0000
3460,8.427378,0.3000
3470,0.037148,0.1000
3480,4.950599,0.2000
3490,-4.787059,0.0000
3500,-4.519199,0.0000
3510,8.452191,0.3000
3520,1.619141,0.1000
3530,-0.614216,0.1000
3540,-0.644785,0.1000
3550,0.608423,0.1000
3560,5.311563,0.2000
3570,-0.612666,0.1000
3580,-0.671921,0.1000
3590,-0.596191,0.1000
3600,10.154926,0.3000
3610,-0.578411,0.1000
3620,-5.005896,0.0000
3630,4.653902,0.2000
3640,-3.850577,0.0000
3650,0.877147,0.1000
3660,5.817489,0.2000
3670,-4.410426,0.0000
3680,8.743400,0.3000
3690,-4.548053,0.0000
3700,9.364391,0.3000
3710,-0.386494,0.1000
3720,10.099231,0.3000
3730,3.826738,0.2000
3740,-3.962398,0.0000
3750,-4.190708,0.0000
3760,4.422114,0.2000
3770,-3.775346,0.0000
3780,4.857557,0.2000
3790,9.585628,0.3000
3800,8.456161,0.3000
3810,4.425307,0.2000
3820,3.947361,0.2000
