episode,avg_reward,avg_found_sources
10,18.284344,0.5000
20,14.541363,0.4000
30,14.368333,0.4000
40,19.805197,0.5000
50,4.465358,0.2000
60,14.332967,0.4000
70,13.802657,0.4000
80,4.546601,0.2000
90,13.539641,0.4000
100,14.323879,0.4000
110,13.276155,0.4000
120,14.794911,0.4000
130,18.266267,0.5000
140,17.872428,0.5000
150,27.102831,0.7000
160,13.577888,0.4000
170,13.573581,0.4000
180,8.917445,0.3000
190,14.040869,0.4000
200,4.709234,0.2000
210,4.723485,0.2000
220,13.872703,0.4000
230,8.985941,0.3000
240,4.529064,0.2000
250,4.667122,0.2000
260,4.738408,0.2000
270,9.542768,0.3000
280,9.469080,0.3000
290,23.289555,0.6000
300,14.053422,0.4000
310,6.028858,0.2000
320,6.248044,0.2000
330,4.819920,0.2000
340,4.541451,0.2000
350,10.843769,0.3000
360,23.636266,0.6000
370,14.200639,0.4000
380,10.562242,0.3000
390,-2.927490,0.0000
400,5.550047,0.2000
410,10.097243,0.3000
420,5.956302,0.2000
430,15.137789,0.4000
440,11.224739,0.3000
450,17.839118,0.5000
460,5.252373,0.2000
470,13.809271,0.4000
480,10.790509,0.3000
490,10.857026,0.3000
500,1.060794,0.1000
510,11.489011,0.3000
520,13.283134,0.4000
530,14.430433,0.4000
540,9.049202,0.3000
550,18.165031,0.5000
560,22.341882,0.6000
570,15.009387,0.4000
580,10.654237,0.3000
590,14.870062,0.4000
600,19.996651,0.5000
610,10.837305,0.3000
620,9.795052,0.3000
630,1.738555,0.1000
640,10.337274,0.3000
650,12.676350,0.3000
660,14.302041,0.4000
670,5.712668,0.2000
680,9.411603,0.3000
690,2.503501,0.1000
700,3.366910,0.1000
710,-4.344294,0.0000
720,9.955375,0.3000
730,15.417394,0.4000
740,0.522723,0.1000
750,18.218902,0.5000
760,24.194175,0.6000
770,20.598083,0.5000
780,10.800881,0.3000
790,2.302940,0.1000
800,14.183026,0.4000
810,-0.156021,0.1000
820,5.875318,0.2000
830,9.366323,0.3000
840,6.169950,0.2000
850,6.286021,0.2000
860,6.568095,0.2000
870,4.518305,0.2000
880,9.548354,0.3000
890,15.895935,0.4000
900,10.022568,0.3000
910,6.202280,0.2000
920,5.832425,0.2000
930,7.170773,0.2000
940,-4.360229,0.0000
950,-3.463267,0.0000
960,0.989802,0.1000
970,-3.835488,0.0000
980,-4.580324,0.0000
990,10.180257,0.3000
1000,-3.252839,0.0000
1010,3.023273,0.1000
1020,1.381164,0.1000
1030,0.391341,0.1000
1040,-3.691541,0.0000
1050,0.229306,0.1000
1060,8.912827,0.3000
1070,0.722646,0.1000
1080,1.713323,0.1000
1090,10.026865,0.3000
1100,0.954328,0.1000
1110,4.791963,0.2000
1120,-4.250759,0.0000
1130,0.281877,0.1000
1140,6.026333,0.2000
1150,4.784352,0.2000
1160,10.639560,0.3000
1170,1.652242,0.1000
1180,2.139092,0.1000
1190,5.043482,0.2000
1200,0.514266,0.1000
1210,1.561759,0.1000
1220,4.053237,0.2000
1230,-4.165652,0.0000
1240,9.977327,0.3000
1250,1.310827,0.1000
1260,-5.114775,0.0000
1270,4.641258,0.2000
1280,0.582384,0.1000
1290,-2.850140,0.0000
1300,1.102264,0.1000
1310,-4.525188,0.0000
1320,0.765078,0.1000
1330,1.280349,0.1000
1340,-4.689952,0.0000
1350,-3.005934,0.0000
1360,13.040072,0.4000
1370,0.626440,0.1000
1380,4.510921,0.2000
1390,0.620245,0.1000
1400,8.620483,0.3000
1410,-2.894502,0.0000
1420,5.987472,0.2000
1430,9.418625,0.3000
1440,4.933077,0.2000
1450,-0.373507,0.1000
1460,4.378992,0.2000
1470,-3.968733,0.0000
1480,0.447509,0.1000
1490,7.592113,0.2000
1500,-2.760049,0.0000
1510,0.681975,0.1000
1520,-2.815442,0.0000
1530,5.565169,0.2000
1540,14.210393,0.4000
1550,-4.108557,0.0000
1560,-4.725458,0.0000
1570,-5.141288,0.0000
1580,5.944933,0.2000
1590,0.609849,0.1000
1600,-0.508153,0.1000
1610,5.126697,0.2000
1620,-4.550203,0.0000
1630,9.529662,0.3000
1640,-3.077323,0.0000
1650,6.951270,0.2000
1660,-4.229495,0.0000
1670,1.615110,0.1000
1680,0.170093,0.1000
1690,9.734684,0.3000
1700,0.719502,0.1000
1710,-0.071844,0.1000
1720,-3.003467,0.0000
1730,5.703486,0.2000
1740,-2.041233,0.0000
1750,-3.623495,0.0000
1760,-0.797887,0.1000
1770,4.123199,0.2000
1780,-0.532028,0.1000
1790,-4.369796,0.0000
1800,6.236177,0.2000
1810,6.899354,0.2000
1820,0.603361,0.1000
1830,5.324029,0.2000
