episode,avg_reward,avg_found_sources
10,2.725419,0.4000
20,4.371845,0.6000
30,6.603863,0.5000
40,1.702637,0.3000
50,0.615156,0.3000
60,6.619067,0.8000
70,4.223783,0.7000
80,2.781503,0.6000
90,-1.962809,0.2000
100,12.621835,1.2000
110,8.200894,0.9000
120,5.971850,0.8000
130,8.156365,0.9000
140,10.640291,1.1000
150,13.126335,1.3000
160,4.008866,0.6000
170,6.907035,0.7000
180,12.398123,1.2000
190,22.743641,1.7000
200,13.030374,1.2000
210,14.781783,1.4000
220,13.810725,1.0000
230,11.401533,0.8000
240,11.082802,0.9000
250,15.436341,1.2000
260,11.868022,1.1000
270,7.717084,0.6000
280,11.667553,1.1000
290,11.081674,1.1000
300,9.254114,1.0000
310,21.066803,1.9000
320,15.586984,1.5000
330,11.997262,0.8000
340,18.344939,1.4000
350,22.271076,1.7000
360,13.684787,1.1000
370,18.635607,1.5000
380,18.474950,1.2000
390,11.607726,1.2000
400,16.662354,1.5000
410,10.193628,1.0000
420,12.100798,1.2000
430,7.419464,0.9000
440,7.937773,0.9000
450,9.928252,1.1000
460,19.366411,1.6000
470,13.749086,1.3000
480,11.145433,1.3000
490,19.790931,1.9000
500,27.726215,2.5000
510,19.982609,2.0000
520,24.073892,2.1000
530,27.831400,2.4000
540,29.947333,2.7000
550,31.470196,2.8000
560,55.222927,3.5000
570,38.518923,2.9000
580,45.117969,2.9000
590,27.891282,2.5000
600,27.304301,2.5000
610,24.531931,1.9000
620,25.827841,2.2000
630,23.478987,2.0000
640,36.099390,2.5000
650,29.479003,2.3000
660,22.506193,1.9000
670,27.783962,2.2000
680,19.335954,1.5000
690,29.663907,2.5000
700,22.297188,1.8000
710,24.586194,1.8000
720,28.745669,1.9000
730,21.218992,1.5000
740,33.667177,2.3000
750,25.825005,2.0000
760,36.875222,2.3000
770,29.989489,2.9000
780,30.821089,2.3000
790,41.111887,2.7000
800,27.791733,2.3000
810,21.917288,1.8000
820,32.786748,2.3000
830,29.570442,2.2000
840,24.060178,1.8000
850,41.727886,2.8000
860,28.675901,2.4000
870,25.655041,2.0000
880,17.353634,1.5000
890,30.171412,2.4000
900,37.909395,2.6000
910,36.858685,2.6000
920,34.683100,2.6000
930,39.486383,2.7000
940,41.415124,3.0000
950,30.077598,2.4000
960,51.307402,3.1000
970,44.167728,2.9000
980,42.811435,3.1000
990,36.574741,2.4000
1000,30.092858,2.4000
1010,39.878147,2.6000
1020,19.467099,1.5000
1030,31.687186,2.1000
1040,31.652816,2.4000
1050,48.467133,3.1000
1060,22.490582,1.9000
1070,33.620316,2.3000
1080,28.147883,2.4000
1090,29.645295,2.1000
1100,26.808503,2.3000
1110,36.064570,2.7000
1120,35.984280,2.8000
1130,24.705043,2.3000
1140,43.600205,3.1000
1150,44.042400,3.0000
1160,48.747891,3.3000
1170,37.990241,2.7000
1180,44.493487,3.3000
1190,54.848665,3.2000
1200,42.617262,2.9000
1210,34.494374,2.4000
1220,41.317159,2.8000
1230,52.070636,3.2000
1240,40.473108,2.8000
1250,38.590519,2.3000
1260,28.425499,2.2000
1270,34.636965,2.6000
1280,36.766105,2.8000
1290,26.309846,1.7000
1300,30.398144,2.2000
1310,33.002930,2.3000
1320,40.489909,2.3000
1330,50.789997,3.1000
1340,28.505836,2.2000
1350,28.903842,2.0000
1360,29.461704,2.1000
1370,33.136965,2.4000
1380,29.750872,2.3000
1390,29.825917,2.2000
1400,44.876130,2.9000
1410,24.108257,1.8000
1420,43.219812,2.5000
1430,31.397311,2.5000
1440,33.567700,2.6000
1450,45.259956,3.1000
1460,38.842548,2.8000
1470,40.514347,3.0000
1480,32.494327,2.6000
1490,38.142333,2.5000
1500,35.602960,2.5000
1510,30.793736,2.1000
1520,30.247447,2.1000
1530,34.102478,2.4000
1540,36.323048,2.6000
1550,39.541089,2.8000
1560,24.350180,2.1000
1570,28.474640,2.2000
1580,35.826622,2.7000
1590,42.385317,3.0000
1600,34.616148,2.7000
1610,32.840771,2.6000
1620,41.148033,2.8000
1630,42.631630,3.0000
1640,35.733037,2.6000
1650,43.283914,2.8000
1660,37.950994,2.5000
1670,40.830606,2.9000
1680,49.196573,3.2000
1690,35.896821,2.8000
1700,37.458813,2.8000
1710,39.295992,2.8000
1720,41.340506,2.9000
1730,40.961691,2.8000
1740,23.834484,2.0000
1750,26.107762,1.9000
1760,27.881627,2.0000
1770,40.609842,2.7000
1780,28.148127,2.1000
1790,36.704009,2.3000
1800,42.074692,2.5000
1810,30.807359,2.3000
1820,33.003926,2.4000
1830,38.451866,2.6000
1840,28.893640,2.1000
1850,37.486424,2.9000
1860,47.930173,3.2000
1870,49.391870,3.1000
1880,49.040164,3.2000
1890,32.956157,2.7000
1900,43.899389,3.1000
1910,38.156781,2.8000
1920,55.607522,3.4000
1930,38.772646,2.8000
1940,34.465812,2.6000
1950,43.593915,2.7000
1960,40.749848,3.0000
1970,36.567086,2.8000
1980,40.743700,2.9000
1990,25.151204,2.2000
2000,41.398438,2.9000
2010,28.887333,2.2000
2020,38.959611,2.7000
2030,39.646933,2.9000
2040,32.115649,2.3000
2050,41.032330,3.0000
2060,58.982943,3.5000
2070,25.466656,2.5000
2080,27.202622,2.2000
2090,41.568785,2.9000
2100,40.589955,3.0000
2110,36.464099,2.8000
2120,35.025212,2.7000
2130,35.139552,2.6000
2140,52.196700,3.2000
2150,53.166152,3.3000
2160,42.235294,3.0000
2170,33.407194,2.5000
2180,38.923534,3.1000
2190,32.875811,2.5000
2200,23.270520,2.1000
2210,34.049617,2.4000
2220,37.761472,2.7000
2230,34.575325,2.6000
2240,25.738990,2.4000
2250,22.760725,1.9000
2260,31.018662,2.8000
2270,37.607420,2.8000
2280,29.997124,2.3000
2290,29.055920,2.6000
2300,32.809970,2.3000
2310,40.126335,2.6000
2320,27.854058,2.1000
2330,33.326167,2.6000
2340,39.211694,2.8000
2350,40.966622,3.0000
2360,39.420200,3.0000
2370,26.878717,2.5000
2380,46.321555,3.3000
2390,28.487942,2.4000
2400,29.971619,2.8000
2410,39.660479,3.0000
2420,25.800282,2.1000
2430,24.562711,2.1000
2440,44.989530,2.7000
2450,31.153306,2.6000
2460,45.622985,3.0000
2470,30.496131,2.7000
2480,39.819340,2.9000
2490,27.069265,2.1000
2500,34.436893,2.7000
2510,14.939745,1.7000
2520,32.495337,2.5000
2530,28.508642,2.4000
2540,28.470921,2.2000
2550,34.908274,2.8000
2560,46.145415,3.1000
2570,39.396163,2.8000
2580,44.225198,2.9000
2590,40.164908,3.0000
2600,23.140366,1.9000
