episode,avg_reward,avg_found_sources
2610,20.964362,1.8000
2620,21.110458,2.0000
2630,35.523095,2.7000
2640,27.767833,2.4000
2650,16.949301,1.4000
2660,28.560964,2.1000
2670,26.509231,1.9000
2680,26.399483,2.2000
2690,33.403206,2.3000
2700,23.813847,1.7000
2710,21.532029,1.7000
2720,21.293532,2.0000
2730,16.580078,1.7000
2740,25.234017,2.3000
2750,27.126179,2.3000
2760,32.745719,2.4000
2770,34.256977,2.4000
2780,30.813104,2.1000
2790,20.485937,1.6000
2800,22.364860,1.7000
2810,23.481649,1.6000
2820,11.005759,0.7000
2830,17.046194,1.5000
2840,25.387250,1.9000
2850,23.618469,2.0000
2860,22.711101,1.5000
2870,33.775957,2.6000
2880,29.104350,2.3000
2890,24.083818,2.1000
2900,18.904911,1.7000
2910,25.465578,1.8000
2920,22.635804,1.9000
2930,17.697958,1.6000
2940,18.569712,1.7000
2950,15.877091,1.1000
2960,25.766237,2.0000
2970,21.839980,1.5000
2980,24.970918,1.9000
2990,29.721056,2.1000
3000,27.836181,2.4000
3010,27.594164,2.2000
3020,29.111279,2.2000
3030,22.822824,2.0000
3040,24.374329,1.8000
3050,31.863083,2.5000
3060,24.046505,2.2000
3070,33.236890,2.5000
3080,28.277637,2.3000
3090,19.623045,1.9000
3100,30.763375,2.4000
3110,20.453913,1.7000
3120,37.124981,2.6000
3130,41.283951,2.6000
3140,27.243812,1.9000
3150,27.939142,2.0000
3160,34.859501,2.6000
3170,30.369965,2.3000
3180,43.332322,2.9000
3190,38.520062,2.7000
3200,50.267905,3.3000
3210,41.036105,2.7000
3220,52.243223,3.3000
3230,44.918312,3.1000
3240,55.163609,3.3000
3250,46.368614,2.9000
3260,47.677675,3.1000
3270,35.571988,2.7000
3280,44.460380,3.1000
3290,27.352891,2.6000
3300,22.519004,2.0000
3310,27.404778,2.3000
3320,19.748650,2.0000
3330,31.059027,2.4000
3340,30.162787,2.1000
3350,30.171021,2.2000
3360,48.906984,3.2000
3370,31.639402,2.6000
3380,50.039248,3.3000
3390,36.875254,2.8000
3400,50.489915,3.2000
3410,32.786037,2.4000
3420,22.737536,2.0000
3430,37.674589,2.9000
3440,44.394507,2.9000
3450,33.638349,2.9000
3460,32.331313,2.3000
3470,28.570226,2.3000
3480,35.080700,2.3000
3490,42.412814,2.9000
3500,37.505975,2.7000
3510,36.023026,2.5000
3520,28.028793,2.2000
3530,36.448949,2.9000
3540,36.989179,2.8000
3550,34.881654,2.5000
3560,31.033566,2.0000
3570,24.163519,1.9000
3580,29.697743,2.3000
3590,22.925442,1.8000
3600,27.183470,2.2000
3610,31.208849,2.4000
3620,16.342412,1.6000
3630,34.552911,2.6000
3640,23.789022,2.1000
3650,22.691476,2.0000
3660,30.202813,2.5000
3670,33.657315,2.5000
3680,28.106459,2.3000
3690,21.704562,1.9000
3700,25.543915,2.3000
3710,21.317291,1.9000
3720,26.226766,2.3000
3730,26.776934,2.4000
3740,29.862035,2.3000
3750,33.736468,2.9000
3760,17.924177,1.8000
3770,22.114724,1.9000
3780,25.289835,2.2000
3790,36.455253,2.7000
3800,41.270469,2.7000
3810,29.270847,2.1000
3820,26.263254,2.1000
3830,24.187100,2.0000
3840,33.708659,2.2000
3850,27.643155,2.2000
3860,45.260113,3.0000
3870,39.672984,3.0000
3880,23.720308,2.0000
3890,28.319544,2.2000
3900,50.040473,3.2000
3910,31.083997,2.2000
3920,27.360468,2.0000
3930,29.587980,2.3000
3940,28.256392,2.3000
3950,29.911831,2.0000
3960,32.870884,2.4000
3970,56.242180,3.4000
3980,50.746376,2.9000
3990,32.738710,2.5000
4000,59.129495,3.5000
4010,44.397368,3.0000
4020,42.664836,3.0000
4030,50.551112,3.0000
4040,36.135185,3.0000
4050,43.848312,3.0000
4060,34.927317,2.8000
4070,29.539888,2.6000
4080,30.173744,2.6000
4090,36.021939,2.8000
4100,35.892434,2.9000
4110,33.653995,2.5000
4120,44.078493,2.9000
4130,27.530639,2.2000
4140,30.258618,2.9000
4150,32.003514,2.4000
4160,41.212321,2.8000
4170,27.395657,2.4000
4180,35.618831,2.5000
4190,32.089613,2.4000
4200,28.852670,2.4000
4210,27.929926,2.5000
4220,18.540612,1.7000
4230,36.560984,2.9000
4240,38.499896,3.0000
4250,25.569527,2.3000
4260,33.134330,2.7000
4270,30.490173,2.5000
4280,38.972000,2.9000
4290,29.180946,2.4000
4300,30.054532,2.4000
4310,37.147271,2.7000
4320,30.086218,2.4000
4330,26.923035,2.3000
4340,21.019210,2.1000
4350,35.565397,2.5000
4360,27.348566,2.5000
4370,39.713476,2.8000
4380,30.701437,2.5000
4390,36.405017,2.8000
4400,30.477076,2.4000
4410,39.181336,2.7000
4420,47.836320,2.9000
4430,27.254898,2.0000
4440,45.861397,2.8000
4450,29.957842,2.5000
4460,29.054377,2.0000
4470,41.633202,2.6000
4480,27.491580,2.0000
4490,20.846322,1.8000
4500,38.310252,2.4000
4510,41.868806,2.8000
4520,45.526243,3.0000
4530,30.675567,2.5000
4540,29.197030,2.3000
4550,24.061172,2.4000
4560,23.858921,2.0000
4570,18.285155,1.7000
4580,23.676104,2.1000
4590,26.555747,1.8000
4600,29.299389,2.4000
4610,25.759199,2.3000
4620,37.781524,3.0000
4630,30.337888,2.3000
4640,28.504826,2.3000
4650,19.568342,1.8000
4660,23.520423,2.1000
4670,20.070071,1.6000
4680,16.939360,1.8000
4690,21.836574,1.9000
4700,24.120790,2.2000
4710,23.079518,1.8000
4720,23.563675,2.0000
4730,19.236803,1.8000
4740,16.536232,1.6000
4750,27.181063,2.3000
4760,29.580153,2.5000
4770,22.455208,2.2000
4780,24.874881,2.0000
4790,20.864960,1.9000
4800,29.020344,2.6000
4810,25.867210,2.3000
4820,29.561042,2.3000
4830,31.583139,2.3000
4840,25.043410,2.0000
4850,33.464279,2.7000
4860,34.878642,2.9000
4870,28.704877,2.2000
4880,24.065955,2.2000
4890,26.062436,2.5000
4900,30.839737,2.7000
4910,12.827171,1.2000
4920,31.111263,2.4000
4930,27.648522,2.3000
4940,26.143771,2.1000
4950,21.821323,1.7000
4960,27.234972,2.5000
4970,23.421471,1.9000
4980,35.595010,2.6000
4990,36.996847,2.8000
5000,46.122283,3.1000
