episode,avg_reward,avg_found_sources,avg_found_ratio
10,11.558225,2.4000,0.664167
20,8.793448,3.0000,0.645833
30,10.534493,2.7000,0.746667
40,21.433474,3.0000,0.616667
50,28.350231,3.2000,0.638571
60,16.125362,2.2000,0.560000
70,-16.568715,1.9000,0.411667
80,57.756725,2.2000,0.651667
90,-10.811767,2.1000,0.492381
100,6.171645,2.4000,0.468452
110,-21.731021,2.2000,0.414286
120,-3.427795,3.1000,0.493571
130,-21.445974,2.1000,0.433333
140,14.286204,2.5000,0.617262
150,21.298976,2.7000,0.684524
160,40.241841,2.1000,0.512619
170,17.431110,2.9000,0.597024
180,19.098044,2.2000,0.384524
190,8.304765,1.5000,0.385000
200,5.463496,3.1000,0.636190
210,-1.641641,3.5000,0.588333
220,-9.669003,2.6000,0.500833
230,-7.458820,1.5000,0.303452
240,0.825081,2.7000,0.436905
250,13.050616,2.9000,0.523810
260,-5.115520,1.2000,0.290000
270,-18.744412,1.3000,0.298333
280,-17.875309,1.3000,0.211429
290,1.886588,1.2000,0.271905
300,-8.693365,1.1000,0.189286
310,6.287957,1.2000,0.220119
320,-11.719665,0.7000,0.151905
330,-3.282494,0.9000,0.205357
