episode,avg_reward,avg_found_sources,avg_found_ratio
10,79.811706,3.4000,0.880000
20,-0.607049,3.9000,0.718571
30,75.684539,3.1000,0.816190
40,35.884964,3.2000,0.738095
50,43.201286,3.6000,0.748690
60,4.721730,3.4000,0.634167
70,7.512247,2.5000,0.683333
80,23.958221,3.2000,0.692381
90,30.733200,3.5000,0.595833
10,52.079408,3.1000,0.763333
10,52.079408,3.1000,0.763333
20,22.786957,3.1000,0.677381
30,9.766386,3.1000,0.756667
40,28.491169,4.0000,0.690476
50,69.891259,3.3000,0.766190
60,32.099709,3.4000,0.784762
70,20.618828,2.8000,0.602976
80,-8.175162,3.5000,0.637143
90,36.600308,4.0000,0.790357
100,62.381864,3.5000,0.823095
110,-10.991393,3.6000,0.643333
120,52.143797,2.2000,0.646667
130,38.267928,3.1000,0.654643
140,31.587829,2.9000,0.592262
150,16.399323,2.7000,0.746667
160,71.940494,4.5000,0.827381
170,14.057566,3.8000,0.738095
180,50.272672,2.6000,0.686667
190,43.576095,2.3000,0.670238
200,41.062057,2.6000,0.596429
210,24.196765,2.5000,0.682857
10,52.174135,4.7000,0.771905
20,24.189262,3.5000,0.745476
30,-3.768552,2.6000,0.688333
40,18.046021,3.8000,0.779167
50,44.092490,3.1000,0.793333
60,53.123886,3.7000,0.791071
70,99.016117,3.7000,0.930000
80,91.195208,3.8000,0.912500
90,43.554311,3.6000,0.713690
100,76.414711,4.1000,0.840357
110,31.317798,3.0000,0.663333
120,-21.209103,3.7000,0.653810
130,6.176136,4.0000,0.668810
140,71.842192,4.6000,0.835000
150,67.044284,2.3000,0.864762
160,45.773974,3.4000,0.786905
170,27.543327,3.0000,0.624762
180,43.699645,3.8000,0.791667
190,23.301150,2.7000,0.634167
200,13.751557,3.1000,0.684524
210,28.716710,3.6000,0.790714
220,28.171580,3.2000,0.638571
230,44.853532,4.0000,0.833333
240,37.320142,2.1000,0.581667
250,13.073067,2.1000,0.481667
260,49.911209,3.0000,0.733929
270,33.738778,4.0000,0.728571
280,11.565210,3.8000,0.650000
290,44.606633,2.6000,0.726667
300,56.328668,3.9000,0.757619
310,72.778174,4.2000,0.776190
320,39.364864,3.8000,0.763333
330,17.295900,3.4000,0.741548
340,23.254456,3.3000,0.730952
350,-7.522749,3.9000,0.700833
360,38.355912,3.9000,0.818571
370,40.217377,2.0000,0.804762
380,54.526169,3.2000,0.813333
390,33.571870,4.1000,0.781786
400,6.137172,3.6000,0.702500
410,-4.950303,2.9000,0.541667
420,39.099478,2.9000,0.735714
430,37.810237,2.8000,0.788690
440,55.897107,2.7000,0.735000
450,55.992517,3.6000,0.850595
460,67.865272,4.2000,0.834762
470,56.029829,2.8000,0.819048
480,41.743052,3.5000,0.718333
490,53.773414,3.3000,0.883333
500,44.283228,3.0000,0.673214
510,11.985988,3.7000,0.705476
520,15.906758,4.2000,0.834167
530,56.414318,3.3000,0.829167
540,74.263503,4.1000,0.825000
550,21.697863,3.3000,0.677976
560,41.087183,3.6000,0.700000
