episode,avg_reward,avg_found_sources
10,4.617758,0.6000
20,5.490724,0.6000
30,0.566769,0.2000
40,0.665092,0.3000
50,3.609948,0.4000
60,5.377495,0.7000
70,13.424188,1.3000
80,20.146796,1.8000
90,26.983104,1.8000
100,30.426927,1.7000
110,7.414655,0.4000
120,6.952211,0.6000
130,14.071428,0.8000
140,13.763563,0.9000
150,11.497522,0.8000
160,7.949931,0.5000
170,7.406993,0.4000
180,7.187491,0.5000
190,17.884343,1.2000
200,12.701889,1.2000
210,16.056298,1.3000
220,17.157414,1.2000
230,18.972551,1.3000
240,23.068698,1.6000
250,23.213882,1.6000
260,19.289140,1.4000
270,17.278325,1.0000
280,8.008718,0.4000
290,17.300087,1.1000
300,8.501004,0.6000
310,13.847483,1.2000
320,7.091947,0.7000
330,6.600058,0.7000
340,17.064518,1.7000
350,28.732027,2.4000
360,26.151513,1.7000
370,29.433857,2.0000
380,24.923067,1.5000
390,12.620828,0.9000
400,25.883923,1.9000
410,34.758367,2.1000
420,35.787717,2.6000
430,30.653260,1.9000
440,28.528405,2.1000
450,31.339254,2.1000
460,31.796143,1.9000
470,33.651691,2.5000
480,38.399935,2.5000
490,31.848590,2.3000
500,15.027370,1.2000
510,23.383132,1.7000
520,18.828906,1.5000
530,32.623265,1.9000
540,22.382661,1.7000
550,22.523384,1.7000
560,12.533786,1.2000
570,16.697075,1.6000
580,21.218784,1.6000
590,24.645527,1.8000
600,22.193081,1.9000
610,31.123992,2.2000
620,22.476915,1.7000
630,42.301295,2.8000
640,31.704814,2.0000
650,22.165982,1.5000
660,33.847517,2.4000
670,34.951637,2.7000
680,31.046601,2.5000
690,23.829302,2.0000
700,30.561763,2.3000
710,34.739744,2.3000
720,31.691607,2.3000
730,36.221204,2.7000
740,26.269367,1.9000
750,25.971296,2.1000
760,22.740790,2.2000
770,31.287403,2.7000
780,45.160619,3.1000
790,26.141777,2.4000
800,25.712805,2.5000
810,28.153009,2.6000
820,25.331375,2.4000
830,36.831787,2.9000
840,36.022111,2.6000
850,34.039518,2.8000
860,34.881593,2.6000
870,44.093831,2.9000
880,42.195836,2.7000
890,35.765560,2.2000
900,40.534207,2.8000
910,37.096977,2.7000
920,41.981235,2.9000
930,30.584075,2.4000
940,39.054471,2.6000
950,41.706457,2.8000
960,30.003317,2.4000
970,39.988195,2.7000
980,34.487692,2.5000
990,57.767688,3.5000
1000,33.240381,2.6000
1010,47.363875,3.2000
1020,28.536221,2.6000
1030,25.685830,2.1000
1040,26.749712,2.3000
1050,29.118056,2.3000
1060,20.508144,1.8000
1070,31.647301,2.4000
1080,23.039767,2.3000
1090,28.880184,2.1000
1100,24.665177,2.0000
1110,25.024223,1.9000
1120,30.390793,2.0000
1130,25.860039,1.8000
1140,21.802982,1.2000
1150,41.646048,2.3000
1160,20.093694,1.4000
1170,21.747352,1.8000
1180,28.496370,1.6000
1190,25.261950,1.6000
1200,32.272435,2.3000
1210,32.484502,2.0000
1220,30.475751,2.2000
1230,20.530991,1.2000
1240,22.675042,1.5000
1250,24.325595,1.7000
1260,26.936442,2.0000
1270,29.132584,2.5000
1280,18.588248,1.4000
1290,19.711882,1.4000
1300,15.704308,1.3000
1310,24.594898,1.8000
1320,37.761308,2.4000
1330,27.694163,2.2000
1340,37.399454,2.6000
1350,23.944645,2.0000
1360,30.770196,2.3000
1370,26.306623,2.1000
1380,29.296928,2.4000
1390,33.548005,2.4000
1400,25.085390,2.2000
1410,27.771197,2.1000
1420,31.250732,2.6000
1430,35.140953,2.5000
1440,28.065524,2.5000
1450,36.111615,2.4000
1460,37.329161,2.7000
1470,36.535201,2.8000
1480,40.022126,2.7000
1490,37.249451,2.6000
1500,28.582715,2.4000
1510,28.029604,2.2000
1520,23.976663,2.3000
1530,33.449496,2.5000
1540,29.744391,2.4000
1550,36.058470,2.6000
1560,36.996792,2.8000
1570,23.127789,1.9000
1580,20.836569,1.8000
1590,40.859019,2.8000
1600,18.589591,1.7000
1610,17.769555,1.3000
1620,32.054940,2.2000
1630,31.721513,2.3000
1640,31.003864,2.6000
1650,17.360929,1.8000
1660,39.602740,2.8000
1670,35.628075,2.6000
1680,39.428042,2.8000
1690,36.799579,2.8000
1700,28.451595,2.6000
1710,36.589535,2.7000
1720,45.480780,3.1000
1730,46.187221,3.1000
1740,32.542392,2.6000
1750,29.091469,2.6000
1760,39.194907,3.0000
1770,37.094435,2.8000
1780,46.583585,3.0000
1790,30.639792,2.5000
1800,27.136812,2.3000
1810,23.004658,1.7000
1820,23.220380,1.8000
1830,36.618848,2.7000
1840,21.322719,1.9000
1850,18.852475,1.7000
1860,16.967264,1.9000
1870,21.555576,2.0000
1880,35.925154,2.9000
