episode,avg_reward,avg_found_sources,avg_found_ratio
10,11.722461,3.9000,0.663333
20,76.116806,4.1000,0.870476
30,26.745231,4.4000,0.725000
40,30.734257,2.9000,0.664524
50,51.151812,3.0000,0.749881
60,41.111787,3.1000,0.682262
70,31.059303,3.3000,0.664643
80,55.356040,3.7000,0.782143
90,64.005131,4.3000,0.825238
10,-33.188741,3.7000,0.603214
20,52.409158,3.5000,0.821429
30,-0.001038,4.7000,0.664286
40,35.323894,3.6000,0.660833
50,24.657789,3.4000,0.720714
60,-30.679622,3.6000,0.646310
70,4.595746,3.4000,0.775833
80,69.032666,4.6000,0.832381
90,51.056850,4.1000,0.828095
100,53.966477,3.0000,0.733333
110,28.605528,3.0000,0.687500
120,-7.555392,2.9000,0.680714
130,32.556322,3.8000,0.693810
140,20.034059,2.4000,0.540714
150,8.651058,3.9000,0.678571
160,21.566160,3.5000,0.666429
170,41.297113,3.3000,0.700476
180,-7.199958,3.4000,0.575000
190,38.769005,3.3000,0.662500
200,16.009362,1.7000,0.470000
10,26.478217,4.0000,0.731548
20,-29.329617,2.8000,0.603333
30,7.896020,3.7000,0.713333
40,42.628852,3.6000,0.782500
50,47.883944,2.3000,0.701190
60,13.598230,2.2000,0.561905
70,63.556985,3.7000,0.863095
80,35.686844,4.2000,0.754762
90,60.629824,2.6000,0.866667
100,28.859888,3.1000,0.710952
110,9.997072,3.2000,0.745714
120,36.395356,2.3000,0.755833
130,24.037622,3.5000,0.700476
140,63.672274,3.0000,0.778571
150,17.852644,3.1000,0.618095
160,32.029352,3.4000,0.656667
170,65.594115,3.1000,0.879762
180,14.587725,2.8000,0.643810
190,5.763687,3.2000,0.626190
200,6.257068,4.7000,0.861548
210,55.173595,3.3000,0.809524
220,11.037621,2.8000,0.732381
230,65.294491,3.9000,0.855833
240,8.711251,3.5000,0.720714
250,37.761313,3.3000,0.708333
260,19.766109,3.2000,0.679762
270,0.428416,3.3000,0.768333
280,24.652928,3.5000,0.704881
290,-14.583023,2.9000,0.595833
300,29.980070,2.6000,0.641667
310,46.173121,4.3000,0.766667
320,46.082166,2.9000,0.719643
330,37.780757,3.0000,0.771429
340,9.420338,2.8000,0.655833
350,36.576645,3.7000,0.773333
360,50.976164,4.1000,0.840476
370,27.844704,3.7000,0.647143
380,37.808796,2.9000,0.768333
390,51.101958,3.8000,0.802857
400,33.684694,3.6000,0.738095
410,14.400559,3.5000,0.701071
420,41.947990,3.0000,0.820833
430,49.915052,4.8000,0.811310
440,14.965078,3.7000,0.697024
450,49.031727,3.2000,0.723095
460,-8.546130,3.4000,0.657976
470,31.268693,3.3000,0.763095
480,79.904303,2.8000,0.803571
490,25.089828,3.6000,0.723452
500,-6.407580,2.9000,0.512976
510,37.156686,3.0000,0.705000
520,58.993130,3.5000,0.870000
530,-37.719310,3.2000,0.525000
540,56.486276,2.8000,0.750000
550,27.912391,3.0000,0.677381
