episode,avg_reward,avg_found_sources
2110,18.628137,1.6000
2120,26.482583,2.1000
2130,12.706621,1.4000
2140,25.010579,1.9000
2150,27.151053,2.2000
2160,22.439639,2.2000
2170,22.826655,2.1000
2180,20.876499,1.8000
2190,26.462518,2.1000
2200,29.681498,2.2000
2210,20.001063,1.7000
2220,29.679483,2.1000
2230,29.620613,2.5000
2240,13.932848,1.5000
2250,21.843365,2.1000
2260,18.927629,1.7000
2270,20.154556,1.9000
2280,31.805888,2.3000
2290,31.550825,2.7000
2300,41.542835,2.8000
2310,37.930632,2.7000
2320,19.505430,1.9000
2330,23.497740,1.9000
2340,26.232999,2.0000
2350,29.839644,2.0000
2360,36.625175,3.0000
2370,42.842685,3.0000
2380,41.837551,3.0000
2390,38.058315,2.8000
2400,28.241516,2.3000
2410,39.008477,2.7000
2420,32.260417,2.8000
2430,32.532994,2.8000
2440,34.038384,2.7000
2450,35.318779,2.7000
2460,32.173897,2.6000
2470,39.918398,3.0000
2480,32.957023,2.5000
2490,30.070438,2.1000
2500,34.341986,2.5000
2510,37.519656,2.9000
2520,34.922053,2.5000
2530,37.258409,2.7000
2540,40.171221,2.8000
2550,31.733175,2.7000
2560,34.651568,2.7000
2570,26.919562,1.9000
2580,33.080938,2.2000
2590,22.720211,2.0000
2600,21.752072,1.5000
2610,22.756688,1.7000
2620,22.467482,2.1000
2630,29.660504,2.3000
2640,36.791862,2.7000
2650,29.652927,2.2000
2660,37.510774,2.8000
2670,39.169135,2.8000
2680,35.578969,2.7000
2690,29.587429,2.3000
2700,28.774870,2.4000
2710,25.702201,2.1000
2720,28.647837,2.4000
2730,24.127874,2.3000
2740,44.240703,3.0000
2750,42.021198,3.0000
2760,40.977070,3.0000
2770,43.583494,2.9000
2780,38.448413,3.0000
2790,34.267106,2.6000
2800,47.639081,3.3000
2810,33.842850,2.8000
2820,33.753160,2.6000
2830,32.964737,2.5000
2840,31.107666,2.2000
2850,22.088080,1.6000
2860,23.120392,1.9000
2870,39.068993,2.9000
2880,35.304557,2.3000
2890,43.334580,2.9000
2900,18.533462,1.7000
2910,31.422329,2.0000
2920,25.704077,1.8000
2930,23.143497,2.0000
2940,18.585041,1.7000
2950,19.809868,1.7000
2960,15.200469,1.6000
2970,25.063568,1.9000
2980,28.693419,2.5000
2990,30.287017,2.3000
3000,32.244628,2.6000
3010,40.054706,2.9000
3020,25.093614,1.9000
3030,21.858814,1.8000
3040,24.628947,1.9000
3050,24.383383,2.0000
3060,24.886227,2.1000
3070,32.927579,2.4000
3080,19.842935,1.7000
3090,20.841159,2.1000
3100,44.774868,3.1000
3110,28.791366,2.0000
3120,25.413012,2.1000
3130,47.431302,2.8000
3140,34.857763,2.4000
3150,25.598342,2.2000
3160,27.082590,2.0000
3170,18.106788,1.4000
3180,31.941683,2.1000
3190,36.292463,2.3000
3200,25.107912,2.2000
3210,21.825288,1.7000
3220,30.751460,2.3000
3230,25.100883,2.1000
3240,16.940903,1.7000
3250,17.776947,1.6000
3260,22.061263,1.8000
3270,24.556930,2.1000
3280,33.106177,2.5000
3290,22.178783,1.7000
3300,26.928174,2.0000
3310,28.889760,2.3000
3320,28.052848,2.4000
3330,29.242734,2.2000
3340,31.083355,2.2000
3350,29.740917,2.1000
3360,44.294303,2.8000
3370,28.563341,2.2000
3380,26.656943,2.1000
3390,37.375817,2.7000
3400,32.040367,2.4000
3410,24.118965,1.9000
3420,27.075943,2.2000
3430,39.435903,2.6000
3440,27.432859,1.8000
3450,32.204137,2.2000
3460,41.105976,2.9000
3470,47.397034,3.0000
3480,40.993268,2.7000
3490,42.840974,2.6000
3500,35.365296,2.4000
3510,38.321387,2.6000
3520,30.159759,2.3000
3530,31.238402,2.3000
3540,25.611496,1.9000
3550,19.617058,1.5000
3560,23.248775,2.0000
3570,15.370961,1.5000
3580,20.706926,1.8000
3590,37.612724,2.6000
3600,30.231736,2.3000
3610,30.603478,2.1000
3620,33.051044,2.2000
3630,23.999741,1.9000
3640,30.900543,2.0000
3650,28.669194,2.4000
3660,22.942499,2.1000
3670,18.694830,1.7000
3680,8.028495,0.6000
3690,10.313352,0.9000
3700,6.878497,0.7000
3710,9.721948,0.7000
3720,16.479470,1.1000
3730,20.506523,1.6000
3740,18.174346,1.7000
3750,21.779201,1.7000
3760,27.416191,2.3000
3770,22.364826,1.7000
3780,13.373294,1.2000
3790,14.339819,1.2000
3800,17.655115,1.6000
3810,26.397992,2.0000
3820,28.926006,2.1000
3830,24.030918,2.0000
3840,26.218537,2.0000
3850,21.103008,1.7000
3860,32.152568,1.9000
3870,30.960271,2.3000
3880,21.760583,1.9000
3890,27.494369,2.2000
3900,22.703869,1.7000
3910,30.995292,2.1000
3920,25.600950,2.1000
3930,30.253206,1.9000
3940,15.480905,1.3000
3950,22.402172,2.0000
3960,26.477394,1.8000
3970,20.087418,1.8000
3980,19.087817,1.9000
3990,37.957352,2.8000
4000,24.664007,1.8000
4010,13.486968,1.5000
4020,24.461018,2.1000
4030,29.398305,2.4000
4040,21.949213,1.9000
4050,24.261208,2.1000
4060,31.306973,2.2000
4070,33.280155,2.2000
4080,22.231571,1.9000
4090,22.154040,1.7000
4100,18.247998,1.6000
4110,25.838280,1.9000
4120,20.773153,1.8000
4130,23.889937,2.0000
4140,25.334550,2.3000
4150,20.525969,2.1000
4160,22.395836,1.8000
4170,24.388316,2.0000
4180,36.774066,2.3000
4190,31.330966,2.3000
4200,29.217641,2.2000
4210,23.820639,2.1000
4220,15.698508,1.5000
4230,16.186391,1.3000
4240,15.940587,1.4000
4250,20.935461,1.9000
4260,7.180154,0.9000
4270,4.658217,0.6000
4280,8.675225,0.9000
4290,23.802594,1.8000
4300,18.813917,1.5000
4310,29.874178,2.2000
4320,32.727820,2.4000
4330,31.460409,2.6000
4340,20.799663,2.1000
4350,38.101859,2.7000
4360,23.076683,1.7000
4370,19.872257,1.6000
4380,26.317129,1.6000
4390,26.815425,2.4000
4400,20.474246,1.9000
4410,22.281259,2.0000
4420,31.030203,2.2000
4430,19.651810,1.8000
4440,29.916189,2.3000
4450,36.599671,2.7000
4460,28.288977,2.4000
4470,30.783438,2.6000
4480,47.435277,3.1000
4490,24.047902,2.1000
4500,35.869284,2.8000
4510,30.352226,2.2000
4520,27.769794,2.2000
4530,36.406033,2.6000
4540,35.239370,2.3000
4550,37.707028,2.8000
4560,28.802293,2.5000
4570,26.043850,2.1000
4580,33.557668,2.5000
4590,20.537526,1.8000
4600,24.480004,2.2000
4610,21.203254,2.0000
4620,24.970417,2.2000
4630,28.587293,2.4000
4640,31.263277,2.5000
4650,26.295719,2.4000
4660,22.639045,2.4000
4670,19.327228,2.1000
4680,23.473074,2.3000
4690,26.421537,2.3000
4700,27.608558,2.5000
4710,24.631693,2.2000
4720,21.635177,2.3000
4730,25.619498,2.2000
4740,24.613934,2.5000
4750,20.262016,2.1000
4760,19.992768,1.9000
4770,19.529972,2.1000
4780,19.941969,2.1000
4790,13.012902,1.4000
4800,13.969009,1.6000
4810,12.274437,1.4000
4820,12.979295,1.4000
4830,18.220919,1.9000
4840,14.266581,1.5000
4850,11.541502,1.3000
4860,9.904386,1.3000
4870,13.671871,1.4000
4880,6.987990,1.0000
4890,6.433679,1.0000
4900,9.670080,1.2000
4910,14.286214,1.5000
4920,17.754740,1.7000
4930,9.090319,1.2000
4940,14.034923,1.6000
4950,22.066404,2.0000
4960,29.422434,2.4000
4970,15.436574,1.6000
4980,24.818167,2.4000
4990,16.595138,1.7000
5000,12.701070,1.5000
