episode,avg_reward,avg_found_sources
10,5.651088,0.7000
20,10.516171,1.1000
30,5.084564,0.7000
40,6.449015,0.8000
50,13.491183,1.1000
60,18.661649,1.3000
70,13.700414,1.0000
80,15.389733,1.1000
90,26.017940,2.2000
100,17.303194,1.6000
110,35.739657,2.3000
120,19.470892,1.9000
130,38.825873,2.9000
140,26.238367,2.2000
150,18.872984,1.6000
160,16.414820,1.4000
170,19.754513,1.4000
180,17.489835,1.8000
190,44.381375,3.1000
200,25.497750,1.8000
210,19.009228,1.9000
220,21.969860,1.8000
230,23.256659,1.9000
240,6.629363,1.0000
250,18.908047,1.6000
260,21.383622,2.0000
270,23.521524,2.1000
280,17.060959,1.9000
290,21.699315,2.2000
300,20.917832,1.8000
310,29.493374,2.4000
320,31.473237,2.7000
330,39.341845,2.8000
340,38.204942,3.0000
350,35.564909,2.5000
360,25.124295,2.3000
370,33.055951,2.7000
380,34.661486,2.8000
390,31.666683,2.6000
400,31.655275,2.6000
410,29.157250,2.6000
420,26.500631,2.4000
430,30.036802,2.4000
440,28.537274,2.3000
450,30.626400,2.7000
460,31.033704,2.5000
470,40.629047,2.9000
480,31.021793,2.8000
490,25.576455,2.3000
500,40.431184,3.0000
510,15.022528,1.6000
520,23.277100,2.4000
530,32.186995,2.6000
540,26.503998,2.4000
550,39.175455,2.8000
560,47.543801,3.3000
570,40.423459,2.9000
580,35.533256,2.7000
590,53.631402,3.5000
600,40.666617,2.9000
610,26.441478,2.3000
620,26.714635,2.4000
630,34.436959,2.5000
640,26.337183,2.3000
650,20.784847,2.1000
660,17.978378,1.7000
670,18.877930,2.1000
680,16.765769,1.8000
690,14.755304,1.4000
700,28.158967,2.5000
710,32.503758,2.7000
720,20.216323,2.0000
730,39.977623,2.9000
740,44.055744,2.9000
750,22.993126,2.3000
760,15.779118,1.7000
770,38.479753,2.8000
780,24.647477,2.2000
790,35.641964,2.9000
800,26.846070,2.4000
810,31.827866,2.4000
820,26.919729,2.4000
830,36.463373,2.6000
840,47.910303,3.0000
850,41.573031,3.0000
860,39.337450,2.8000
870,28.260636,2.4000
880,32.090559,2.7000
890,18.061532,2.0000
900,37.256130,2.5000
910,25.298122,2.2000
920,21.016217,1.8000
930,25.384486,2.1000
940,27.837598,2.5000
950,43.162827,3.0000
960,46.370948,3.2000
970,48.104867,3.2000
980,36.808121,3.0000
990,40.916682,3.0000
1000,38.753258,2.9000
1010,38.018293,3.1000
1020,36.624962,2.9000
1030,43.502432,3.0000
1040,37.188874,2.8000
1050,42.832120,3.2000
1060,36.605655,2.9000
1070,52.857645,3.3000
1080,51.827010,3.4000
1090,44.723284,3.1000
1100,43.221884,2.9000
1110,31.794362,2.6000
1120,49.954309,3.3000
1130,27.048862,2.2000
1140,42.611531,3.1000
1150,41.491333,3.1000
1160,42.390791,3.0000
1170,35.297734,2.8000
1180,38.435463,2.7000
1190,34.972463,2.6000
1200,30.031004,2.5000
1210,33.869397,2.5000
1220,34.542556,2.6000
1230,52.237962,3.1000
1240,46.044702,3.2000
1250,27.260620,2.2000
1260,35.123467,2.7000
1270,39.386006,2.9000
1280,44.572062,3.1000
1290,37.369150,2.3000
1300,26.522461,2.0000
1310,47.826496,3.2000
1320,62.043392,3.6000
1330,42.238848,3.0000
1340,48.231925,3.2000
1350,45.079390,3.0000
1360,32.725331,2.9000
1370,34.975050,2.8000
1380,42.195747,3.1000
1390,42.391724,3.1000
1400,28.948312,2.3000
1410,35.956170,2.8000
1420,27.914138,2.3000
1430,27.111085,2.6000
1440,48.168251,3.0000
1450,41.599134,3.2000
1460,38.973690,2.9000
1470,24.237025,2.3000
1480,30.723017,2.7000
1490,29.036144,2.5000
1500,36.361501,2.7000
1510,33.156654,2.7000
1520,56.134376,3.4000
1530,31.969554,2.5000
1540,31.685208,2.5000
1550,26.764125,2.2000
1560,41.416865,2.7000
1570,34.295026,2.7000
1580,36.870263,2.8000
1590,32.333827,2.4000
1600,29.309122,2.4000
1610,23.937187,1.9000
1620,41.118696,2.8000
1630,31.589783,2.5000
1640,39.842830,2.8000
1650,34.386190,2.6000
1660,32.854849,2.5000
1670,42.780849,3.0000
1680,45.254854,3.2000
1690,42.837578,3.0000
1700,24.776941,2.3000
1710,32.170200,2.6000
1720,43.109113,2.9000
1730,41.046601,2.9000
1740,46.350903,3.1000
1750,28.024846,2.3000
1760,41.900372,3.0000
1770,35.988584,2.7000
1780,40.305478,3.0000
1790,41.931713,3.0000
1800,47.845768,2.9000
1810,36.221137,2.7000
1820,26.026620,2.2000
1830,40.373015,2.9000
1840,38.649460,2.9000
1850,54.057249,3.2000
1860,35.608748,2.6000
1870,40.467803,2.9000
1880,41.117871,3.0000
1890,27.631368,2.2000
1900,35.537060,2.9000
1910,30.762927,2.3000
1920,31.228228,2.6000
1930,33.596976,2.5000
1940,38.941542,2.9000
1950,44.256535,3.0000
1960,41.478148,3.0000
1970,45.667254,3.0000
1980,27.322105,2.5000
1990,31.660018,2.7000
2000,37.220639,3.0000
2010,39.609943,2.7000
2020,49.844645,3.0000
2030,30.150464,2.4000
2040,42.057651,2.9000
2050,48.036406,3.0000
2060,55.960034,3.4000
2070,43.108193,2.9000
2080,23.869214,2.1000
2090,31.826916,2.5000
2100,20.692642,1.6000
2110,26.356841,2.0000
2120,50.080077,3.2000
2130,31.005868,2.4000
2140,44.714540,2.5000
2150,38.740461,3.0000
2160,29.392886,2.5000
2170,41.163109,3.1000
2180,39.376513,2.8000
2190,36.099019,2.5000
2200,49.061871,3.2000
2210,42.303580,2.9000
2220,35.425980,2.7000
2230,44.539350,3.1000
2240,37.555564,2.8000
2250,46.252994,3.1000
2260,36.864899,2.8000
2270,27.136809,2.4000
2280,40.314036,2.9000
2290,26.629230,2.5000
2300,48.010341,3.3000
2310,44.400689,3.0000
2320,37.672626,2.7000
2330,34.914075,2.6000
2340,36.852816,2.7000
2350,48.623205,3.0000
2360,40.044441,3.0000
2370,29.326935,2.3000
2380,25.592921,2.3000
2390,36.442908,2.8000
2400,37.535177,2.8000
2410,34.968540,2.8000
2420,44.503207,3.1000
2430,33.826026,2.7000
2440,35.164450,2.8000
2450,45.910275,3.0000
2460,39.767442,2.8000
2470,41.269721,2.9000
2480,32.648604,2.8000
2490,54.376415,3.4000
2500,39.887506,3.0000
2510,44.758482,3.0000
2520,45.855031,3.0000
2530,39.058180,2.7000
2540,46.687051,3.3000
2550,35.937669,2.7000
2560,34.060294,2.6000
2570,39.440271,2.6000
2580,43.975682,2.9000
2590,43.363386,3.1000
2600,44.774346,3.2000
