episode,avg_reward,avg_found_sources
2610,53.764137,3.3000
2620,61.904999,3.6000
2630,52.820111,3.4000
2640,51.885935,3.3000
2650,43.336742,3.1000
2660,42.467772,2.9000
2670,52.733111,3.5000
2680,30.300251,2.4000
2690,40.446213,3.0000
2700,39.302553,2.9000
2710,40.250017,3.1000
2720,42.167629,3.0000
2730,37.772996,3.0000
2740,42.342193,3.1000
2750,55.116867,3.4000
2760,49.135786,3.3000
2770,31.434417,2.7000
2780,33.487010,2.6000
2790,22.551643,2.1000
2800,36.623737,2.8000
2810,29.197472,2.7000
2820,31.710618,2.5000
2830,21.960117,1.9000
2840,37.119101,2.8000
2850,42.964627,3.0000
2860,26.365824,2.2000
2870,39.293001,2.8000
2880,45.933454,3.2000
2890,29.371370,2.4000
2900,35.685715,2.8000
2910,48.190742,3.2000
2920,35.315667,2.6000
2930,19.091311,1.8000
2940,30.831740,2.4000
2950,20.462638,2.0000
2960,20.185889,2.1000
2970,31.217777,2.4000
2980,33.511325,2.6000
2990,33.945477,2.6000
3000,40.892933,2.9000
3010,40.056843,2.6000
3020,45.935014,2.9000
3030,36.709400,2.8000
3040,31.493189,2.7000
3050,37.984486,2.9000
3060,31.493077,2.7000
3070,36.053329,2.7000
3080,35.774956,2.7000
3090,30.348420,2.5000
3100,31.033195,2.5000
3110,28.583785,2.5000
3120,32.353589,2.8000
3130,37.545262,2.8000
3140,23.295845,2.1000
3150,27.137919,2.5000
3160,37.501116,2.7000
3170,38.899766,2.7000
3180,41.853211,3.0000
3190,35.025751,2.6000
3200,46.075482,3.1000
3210,41.880033,2.9000
3220,48.205064,3.2000
3230,42.705395,3.0000
3240,45.131002,3.1000
3250,42.709502,2.8000
3260,44.429596,2.9000
3270,43.374250,3.0000
3280,51.153390,3.3000
3290,24.409733,2.2000
3300,29.443786,2.4000
3310,40.299512,2.6000
3320,47.799444,3.0000
3330,32.457595,2.7000
3340,36.194990,2.9000
3350,35.463420,2.5000
3360,30.283204,2.6000
3370,30.096170,2.5000
3380,36.363790,2.6000
3390,51.022458,3.3000
3400,36.559313,2.8000
3410,47.620936,3.1000
3420,37.613544,2.8000
3430,59.295464,3.6000
3440,47.702341,3.0000
3450,50.751705,3.1000
3460,51.490043,3.3000
3470,44.459623,3.2000
3480,57.835317,3.6000
3490,48.496417,3.1000
3500,50.630777,3.2000
3510,29.457846,2.3000
3520,38.322735,2.8000
3530,36.840936,2.6000
3540,42.827102,3.0000
3550,49.703344,3.3000
3560,42.051847,2.9000
3570,48.702176,3.2000
3580,40.619263,2.8000
3590,58.005691,3.4000
3600,45.781408,3.1000
3610,62.212264,3.7000
3620,51.466412,3.3000
3630,44.829723,3.2000
3640,47.404174,3.2000
3650,39.533896,3.0000
3660,28.921533,2.6000
3670,57.784493,3.5000
3680,35.511563,2.7000
3690,48.637827,3.3000
3700,35.181666,2.8000
3710,42.642436,3.0000
3720,35.852988,2.7000
3730,41.617948,2.9000
3740,32.364530,2.5000
3750,57.846241,3.6000
3760,44.438274,3.0000
3770,40.334732,2.9000
3780,41.281420,2.9000
3790,44.084874,2.9000
3800,33.143748,3.0000
3810,33.764393,2.6000
3820,54.682896,3.2000
3830,39.687245,2.8000
3840,43.263654,3.0000
3850,20.156435,2.1000
3860,25.412353,2.2000
3870,25.350335,2.4000
3880,30.907465,2.6000
3890,35.900123,2.9000
3900,42.770771,2.8000
3910,31.537036,2.2000
3920,37.340563,2.8000
3930,33.818821,2.3000
3940,23.808538,2.0000
3950,34.510897,2.5000
3960,47.871441,3.2000
3970,30.540930,2.5000
3980,44.440175,3.1000
3990,41.161320,2.8000
4000,47.451757,3.1000
4010,34.684842,2.9000
4020,34.339929,2.6000
4030,23.743391,2.0000
4040,37.712511,2.8000
4050,34.897457,2.5000
4060,36.785657,2.7000
4070,45.761189,3.1000
4080,40.853002,2.9000
4090,34.469954,2.7000
4100,31.927095,2.4000
4110,47.883738,3.1000
4120,35.854964,2.5000
4130,28.908387,2.3000
4140,38.299779,2.9000
4150,36.798806,2.9000
4160,22.511679,2.1000
4170,23.748924,2.0000
4180,36.970209,2.7000
4190,35.072121,2.6000
4200,28.779083,2.4000
4210,40.001164,2.8000
4220,30.034048,2.7000
4230,32.053349,2.7000
4240,44.452919,3.1000
4250,28.638207,2.6000
4260,41.121832,2.9000
4270,44.970630,3.1000
4280,35.602788,2.6000
4290,35.157996,2.8000
4300,50.073974,3.1000
4310,41.492893,2.6000
4320,57.277242,3.5000
4330,51.733233,3.2000
4340,43.456831,2.9000
4350,35.359117,2.8000
4360,41.901655,3.1000
4370,27.926488,2.6000
4380,41.510223,2.9000
4390,41.038980,3.0000
4400,41.737644,2.8000
4410,36.845876,3.0000
4420,35.764772,2.9000
4430,38.464731,2.6000
4440,43.555192,3.0000
4450,32.376317,2.4000
4460,40.338255,2.6000
4470,36.839390,2.8000
4480,37.607887,2.8000
4490,39.320328,2.8000
4500,39.264178,3.0000
4510,39.765535,3.1000
4520,49.079036,3.3000
4530,33.332746,2.8000
4540,56.006830,3.4000
4550,52.782864,3.4000
4560,29.535532,2.6000
4570,62.803502,3.6000
4580,52.972528,3.3000
4590,40.889707,2.9000
4600,46.721183,3.1000
4610,43.033574,3.0000
4620,31.225181,2.8000
4630,36.842484,2.8000
4640,35.721079,2.8000
4650,42.937533,2.8000
4660,33.665950,2.9000
4670,44.492611,3.0000
4680,32.290671,2.8000
4690,31.684137,2.8000
4700,48.911349,3.2000
4710,45.786621,3.0000
4720,51.214089,3.3000
4730,43.469799,3.1000
4740,49.626682,3.3000
4750,57.520392,3.5000
4760,44.883839,3.1000
4770,47.847562,3.1000
4780,29.648942,2.5000
4790,42.281193,3.0000
4800,35.371094,2.5000
4810,27.926464,2.7000
4820,33.495460,2.6000
4830,35.123329,2.7000
4840,23.037987,2.1000
4850,35.953481,2.8000
4860,34.649317,2.9000
4870,38.618965,3.1000
4880,36.159327,2.8000
4890,22.235354,2.3000
4900,51.817301,3.1000
4910,44.812283,3.1000
4920,59.156335,3.5000
4930,46.579965,3.2000
4940,39.462121,2.9000
4950,39.628926,2.9000
4960,38.939718,2.9000
4970,43.322276,3.1000
4980,26.464826,2.4000
4990,39.413265,2.8000
5000,27.740301,2.2000
