2026-02-12 11:52:35,540 | INFO | Episode 10/5000 | Avg Reward: 15.79 | Avg Length: 267.00 | Avg Loss: 5.3745
2026-02-12 11:52:52,386 | INFO | Episode 20/5000 | Avg Reward: 13.65 | Avg Length: 224.90 | Avg Loss: 4.6259
2026-02-12 11:53:07,974 | INFO | Episode 30/5000 | Avg Reward: 20.68 | Avg Length: 208.50 | Avg Loss: 1.9744
2026-02-12 11:53:23,820 | INFO | Episode 40/5000 | Avg Reward: 20.70 | Avg Length: 212.00 | Avg Loss: 2.5857
2026-02-12 11:53:44,654 | INFO | Episode 50/5000 | Avg Reward: -21.50 | Avg Length: 276.40 | Avg Loss: 7.4889
2026-02-12 11:54:00,038 | INFO | Episode 60/5000 | Avg Reward: 21.41 | Avg Length: 204.70 | Avg Loss: 0.3369
2026-02-12 11:54:15,376 | INFO | Episode 70/5000 | Avg Reward: 23.59 | Avg Length: 204.80 | Avg Loss: 0.7240
2026-02-12 11:54:30,776 | INFO | Episode 80/5000 | Avg Reward: 25.07 | Avg Length: 203.90 | Avg Loss: 0.4689
2026-02-12 11:54:46,339 | INFO | Episode 90/5000 | Avg Reward: 19.43 | Avg Length: 206.50 | Avg Loss: 0.8933
2026-02-12 11:55:01,923 | INFO | Episode 100/5000 | Avg Reward: 23.01 | Avg Length: 205.70 | Avg Loss: 0.6461
2026-02-12 11:55:17,351 | INFO | Episode 110/5000 | Avg Reward: 19.48 | Avg Length: 205.70 | Avg Loss: 0.6997
2026-02-12 11:55:32,948 | INFO | Episode 120/5000 | Avg Reward: 19.75 | Avg Length: 207.10 | Avg Loss: 0.8943
2026-02-12 11:55:48,410 | INFO | Episode 130/5000 | Avg Reward: 25.23 | Avg Length: 203.80 | Avg Loss: 1.0575
2026-02-12 11:56:03,778 | INFO | Episode 140/5000 | Avg Reward: 25.62 | Avg Length: 206.40 | Avg Loss: 1.1353
2026-02-12 11:56:19,006 | INFO | Episode 150/5000 | Avg Reward: 21.93 | Avg Length: 204.90 | Avg Loss: 0.4873
2026-02-12 11:56:39,654 | INFO | Episode 160/5000 | Avg Reward: -23.44 | Avg Length: 276.70 | Avg Loss: 8.6469
2026-02-12 11:56:55,111 | INFO | Episode 170/5000 | Avg Reward: 19.62 | Avg Length: 208.10 | Avg Loss: 1.0865
2026-02-12 11:57:10,401 | INFO | Episode 180/5000 | Avg Reward: 21.87 | Avg Length: 204.30 | Avg Loss: 0.7219
2026-02-12 11:57:26,025 | INFO | Episode 190/5000 | Avg Reward: 19.86 | Avg Length: 207.60 | Avg Loss: 1.2719
2026-02-12 11:57:41,246 | INFO | Episode 200/5000 | Avg Reward: 20.34 | Avg Length: 203.80 | Avg Loss: 0.8213
2026-02-12 11:57:56,445 | INFO | Episode 210/5000 | Avg Reward: 18.53 | Avg Length: 204.80 | Avg Loss: 1.1986
2026-02-12 11:58:11,728 | INFO | Episode 220/5000 | Avg Reward: 19.93 | Avg Length: 204.40 | Avg Loss: 1.0249
2026-02-12 11:58:27,408 | INFO | Episode 230/5000 | Avg Reward: 19.52 | Avg Length: 206.70 | Avg Loss: 1.2956
2026-02-12 11:58:42,955 | INFO | Episode 240/5000 | Avg Reward: 19.90 | Avg Length: 207.60 | Avg Loss: 1.3061
2026-02-12 11:59:02,933 | INFO | Episode 250/5000 | Avg Reward: -17.91 | Avg Length: 272.80 | Avg Loss: 8.0224
2026-02-12 11:59:18,439 | INFO | Episode 260/5000 | Avg Reward: 21.71 | Avg Length: 206.30 | Avg Loss: 0.7934
2026-02-12 11:59:33,933 | INFO | Episode 270/5000 | Avg Reward: 19.70 | Avg Length: 206.40 | Avg Loss: 0.8974
2026-02-12 11:59:49,554 | INFO | Episode 280/5000 | Avg Reward: 19.10 | Avg Length: 209.50 | Avg Loss: 1.6800
2026-02-12 12:00:04,881 | INFO | Episode 290/5000 | Avg Reward: 25.10 | Avg Length: 203.60 | Avg Loss: 0.5799
2026-02-12 12:00:20,494 | INFO | Episode 300/5000 | Avg Reward: 19.04 | Avg Length: 209.20 | Avg Loss: 1.2642
2026-02-12 12:00:35,885 | INFO | Episode 310/5000 | Avg Reward: 21.68 | Avg Length: 206.50 | Avg Loss: 0.9391
2026-02-12 12:00:51,261 | INFO | Episode 320/5000 | Avg Reward: 20.67 | Avg Length: 203.40 | Avg Loss: 0.7253
2026-02-12 12:01:06,618 | INFO | Episode 330/5000 | Avg Reward: 23.00 | Avg Length: 205.90 | Avg Loss: 1.9097
2026-02-12 12:01:21,801 | INFO | Episode 340/5000 | Avg Reward: 21.34 | Avg Length: 204.00 | Avg Loss: 0.9820
2026-02-12 12:01:37,346 | INFO | Episode 350/5000 | Avg Reward: 21.15 | Avg Length: 206.20 | Avg Loss: 0.9386
2026-02-12 12:01:52,275 | INFO | Episode 360/5000 | Avg Reward: 28.04 | Avg Length: 202.00 | Avg Loss: 1.2111
2026-02-12 12:02:18,650 | INFO | Episode 370/5000 | Avg Reward: -73.11 | Avg Length: 356.70 | Avg Loss: 15.9462
2026-02-12 12:02:33,805 | INFO | Episode 380/5000 | Avg Reward: 24.80 | Avg Length: 202.90 | Avg Loss: 0.7319
2026-02-12 12:02:49,334 | INFO | Episode 390/5000 | Avg Reward: 19.85 | Avg Length: 206.80 | Avg Loss: 0.8119
2026-02-12 12:03:04,899 | INFO | Episode 400/5000 | Avg Reward: 23.06 | Avg Length: 206.50 | Avg Loss: 0.7817
2026-02-12 12:03:20,460 | INFO | Episode 410/5000 | Avg Reward: 21.02 | Avg Length: 205.10 | Avg Loss: 0.7066
2026-02-12 12:03:40,927 | INFO | Episode 420/5000 | Avg Reward: -23.07 | Avg Length: 275.90 | Avg Loss: 8.5626
2026-02-12 12:03:56,437 | INFO | Episode 430/5000 | Avg Reward: 21.43 | Avg Length: 203.80 | Avg Loss: 0.8456
2026-02-12 12:04:17,599 | INFO | Episode 440/5000 | Avg Reward: -29.58 | Avg Length: 282.70 | Avg Loss: 8.5252
2026-02-12 12:04:33,191 | INFO | Episode 450/5000 | Avg Reward: 24.15 | Avg Length: 205.90 | Avg Loss: 1.5349
2026-02-12 12:04:48,876 | INFO | Episode 460/5000 | Avg Reward: 20.40 | Avg Length: 209.40 | Avg Loss: 1.1281
2026-02-12 12:05:04,192 | INFO | Episode 470/5000 | Avg Reward: 27.27 | Avg Length: 204.60 | Avg Loss: 1.3491
2026-02-12 12:05:19,555 | INFO | Episode 480/5000 | Avg Reward: 21.38 | Avg Length: 206.10 | Avg Loss: 0.8530
2026-02-12 12:05:35,029 | INFO | Episode 490/5000 | Avg Reward: 23.37 | Avg Length: 203.80 | Avg Loss: 0.6263
2026-02-12 12:05:50,391 | INFO | Episode 500/5000 | Avg Reward: 24.37 | Avg Length: 203.40 | Avg Loss: 0.7410
2026-02-12 12:06:05,850 | INFO | Episode 510/5000 | Avg Reward: 21.30 | Avg Length: 203.50 | Avg Loss: 0.7107
2026-02-12 12:06:26,465 | INFO | Episode 520/5000 | Avg Reward: -24.51 | Avg Length: 276.70 | Avg Loss: 7.9764
2026-02-12 12:06:41,874 | INFO | Episode 530/5000 | Avg Reward: 19.34 | Avg Length: 206.40 | Avg Loss: 0.9707
2026-02-12 12:06:57,218 | INFO | Episode 540/5000 | Avg Reward: 24.05 | Avg Length: 203.70 | Avg Loss: 0.6876
2026-02-12 12:07:12,414 | INFO | Episode 550/5000 | Avg Reward: 23.92 | Avg Length: 202.00 | Avg Loss: 0.4737
2026-02-12 12:07:27,899 | INFO | Episode 560/5000 | Avg Reward: 20.99 | Avg Length: 206.90 | Avg Loss: 1.1809
2026-02-12 12:07:42,960 | INFO | Episode 570/5000 | Avg Reward: 23.85 | Avg Length: 203.20 | Avg Loss: 0.5417
2026-02-12 12:07:58,489 | INFO | Episode 580/5000 | Avg Reward: 20.38 | Avg Length: 203.40 | Avg Loss: 0.5385
2026-02-12 12:08:13,955 | INFO | Episode 590/5000 | Avg Reward: 25.48 | Avg Length: 205.70 | Avg Loss: 1.2832
2026-02-12 12:08:29,609 | INFO | Episode 600/5000 | Avg Reward: 21.55 | Avg Length: 206.80 | Avg Loss: 0.9579
2026-02-12 12:08:45,008 | INFO | Episode 610/5000 | Avg Reward: 24.61 | Avg Length: 205.00 | Avg Loss: 0.6618
2026-02-12 12:09:00,591 | INFO | Episode 620/5000 | Avg Reward: 21.96 | Avg Length: 207.80 | Avg Loss: 1.1165
2026-02-12 12:09:15,835 | INFO | Episode 630/5000 | Avg Reward: 22.97 | Avg Length: 203.10 | Avg Loss: 0.4099
2026-02-12 12:09:36,257 | INFO | Episode 640/5000 | Avg Reward: -23.52 | Avg Length: 275.60 | Avg Loss: 7.8521
2026-02-12 12:09:51,521 | INFO | Episode 650/5000 | Avg Reward: 20.95 | Avg Length: 204.50 | Avg Loss: 0.8159
2026-02-12 12:10:12,466 | INFO | Episode 660/5000 | Avg Reward: -24.55 | Avg Length: 279.70 | Avg Loss: 8.3591
2026-02-12 12:10:28,129 | INFO | Episode 670/5000 | Avg Reward: 19.78 | Avg Length: 206.30 | Avg Loss: 0.8775
2026-02-12 12:10:43,440 | INFO | Episode 680/5000 | Avg Reward: 25.55 | Avg Length: 202.80 | Avg Loss: 0.7649
2026-02-12 12:11:03,977 | INFO | Episode 690/5000 | Avg Reward: -22.32 | Avg Length: 276.30 | Avg Loss: 8.1291
2026-02-12 12:11:19,611 | INFO | Episode 700/5000 | Avg Reward: 23.14 | Avg Length: 206.30 | Avg Loss: 0.9958
2026-02-12 12:11:35,019 | INFO | Episode 710/5000 | Avg Reward: 21.56 | Avg Length: 203.70 | Avg Loss: 0.6877
2026-02-12 12:11:50,133 | INFO | Episode 720/5000 | Avg Reward: 25.59 | Avg Length: 204.40 | Avg Loss: 1.1182
2026-02-12 12:12:05,829 | INFO | Episode 730/5000 | Avg Reward: 20.65 | Avg Length: 209.60 | Avg Loss: 1.2900
2026-02-12 12:12:21,125 | INFO | Episode 740/5000 | Avg Reward: 22.64 | Avg Length: 204.40 | Avg Loss: 0.7324
2026-02-12 12:12:36,309 | INFO | Episode 750/5000 | Avg Reward: 27.39 | Avg Length: 202.00 | Avg Loss: 0.4593
2026-02-12 12:12:51,642 | INFO | Episode 760/5000 | Avg Reward: 23.57 | Avg Length: 203.50 | Avg Loss: 0.3807
2026-02-12 12:13:07,104 | INFO | Episode 770/5000 | Avg Reward: 20.09 | Avg Length: 204.20 | Avg Loss: 0.6334
2026-02-12 12:13:33,371 | INFO | Episode 780/5000 | Avg Reward: -75.19 | Avg Length: 357.00 | Avg Loss: 15.2936
2026-02-12 12:13:48,768 | INFO | Episode 790/5000 | Avg Reward: 28.33 | Avg Length: 205.40 | Avg Loss: 1.6556
2026-02-12 12:14:04,100 | INFO | Episode 800/5000 | Avg Reward: 20.88 | Avg Length: 204.80 | Avg Loss: 0.8157
2026-02-12 12:14:19,453 | INFO | Episode 810/5000 | Avg Reward: 26.81 | Avg Length: 203.30 | Avg Loss: 1.0107
2026-02-12 12:14:34,671 | INFO | Episode 820/5000 | Avg Reward: 23.92 | Avg Length: 203.30 | Avg Loss: 1.0629
2026-02-12 12:14:49,804 | INFO | Episode 830/5000 | Avg Reward: 22.17 | Avg Length: 202.00 | Avg Loss: 0.5055
2026-02-12 12:15:05,572 | INFO | Episode 840/5000 | Avg Reward: 22.97 | Avg Length: 208.80 | Avg Loss: 1.5996
2026-02-12 12:15:20,937 | INFO | Episode 850/5000 | Avg Reward: 24.82 | Avg Length: 204.00 | Avg Loss: 1.1833
2026-02-12 12:15:36,261 | INFO | Episode 860/5000 | Avg Reward: 20.40 | Avg Length: 204.90 | Avg Loss: 0.5500
2026-02-12 12:16:02,407 | INFO | Episode 870/5000 | Avg Reward: -71.77 | Avg Length: 353.80 | Avg Loss: 15.2657
2026-02-12 12:16:17,804 | INFO | Episode 880/5000 | Avg Reward: 21.14 | Avg Length: 207.10 | Avg Loss: 1.3745
2026-02-12 12:16:33,257 | INFO | Episode 890/5000 | Avg Reward: 19.22 | Avg Length: 206.50 | Avg Loss: 1.4741
2026-02-12 12:16:48,373 | INFO | Episode 900/5000 | Avg Reward: 20.61 | Avg Length: 203.20 | Avg Loss: 0.5867
2026-02-12 12:17:03,627 | INFO | Episode 910/5000 | Avg Reward: 24.99 | Avg Length: 204.60 | Avg Loss: 0.7327
2026-02-12 12:17:18,854 | INFO | Episode 920/5000 | Avg Reward: 19.47 | Avg Length: 203.50 | Avg Loss: 0.6458
2026-02-12 12:17:34,016 | INFO | Episode 930/5000 | Avg Reward: 20.78 | Avg Length: 204.30 | Avg Loss: 1.0065
2026-02-12 12:17:49,194 | INFO | Episode 940/5000 | Avg Reward: 24.97 | Avg Length: 203.80 | Avg Loss: 1.2028
2026-02-12 12:18:04,536 | INFO | Episode 950/5000 | Avg Reward: 22.43 | Avg Length: 204.20 | Avg Loss: 0.8198
2026-02-12 12:18:19,900 | INFO | Episode 960/5000 | Avg Reward: 20.82 | Avg Length: 205.00 | Avg Loss: 0.9007
2026-02-12 12:18:35,282 | INFO | Episode 970/5000 | Avg Reward: 19.67 | Avg Length: 204.30 | Avg Loss: 0.6939
2026-02-12 12:18:50,625 | INFO | Episode 980/5000 | Avg Reward: 23.67 | Avg Length: 203.60 | Avg Loss: 0.7223
2026-02-12 12:19:06,249 | INFO | Episode 990/5000 | Avg Reward: 21.47 | Avg Length: 206.80 | Avg Loss: 0.9856
2026-02-12 12:19:21,888 | INFO | Episode 1000/5000 | Avg Reward: 18.66 | Avg Length: 207.30 | Avg Loss: 1.3060
2026-02-12 12:19:43,263 | INFO | Episode 1010/5000 | Avg Reward: -31.11 | Avg Length: 284.70 | Avg Loss: 7.9502
2026-02-12 12:19:58,959 | INFO | Episode 1020/5000 | Avg Reward: 19.93 | Avg Length: 208.10 | Avg Loss: 1.5148
2026-02-12 12:20:14,290 | INFO | Episode 1030/5000 | Avg Reward: 20.77 | Avg Length: 205.10 | Avg Loss: 0.7836
2026-02-12 12:20:29,474 | INFO | Episode 1040/5000 | Avg Reward: 20.82 | Avg Length: 205.60 | Avg Loss: 0.8481
2026-02-12 12:20:44,978 | INFO | Episode 1050/5000 | Avg Reward: 29.06 | Avg Length: 204.10 | Avg Loss: 1.6201
2026-02-12 12:21:00,118 | INFO | Episode 1060/5000 | Avg Reward: 22.04 | Avg Length: 202.90 | Avg Loss: 0.5802
2026-02-12 12:21:15,162 | INFO | Episode 1070/5000 | Avg Reward: 25.96 | Avg Length: 202.10 | Avg Loss: 0.4950
2026-02-12 12:21:30,680 | INFO | Episode 1080/5000 | Avg Reward: 22.15 | Avg Length: 206.50 | Avg Loss: 1.6305
2026-02-12 12:21:51,200 | INFO | Episode 1090/5000 | Avg Reward: -26.03 | Avg Length: 278.00 | Avg Loss: 8.0748
2026-02-12 12:22:11,880 | INFO | Episode 1100/5000 | Avg Reward: -24.89 | Avg Length: 278.80 | Avg Loss: 7.6549
2026-02-12 12:22:27,521 | INFO | Episode 1110/5000 | Avg Reward: 19.51 | Avg Length: 208.40 | Avg Loss: 1.2462
2026-02-12 12:22:48,330 | INFO | Episode 1120/5000 | Avg Reward: -24.81 | Avg Length: 279.50 | Avg Loss: 8.1015
2026-02-12 12:23:03,749 | INFO | Episode 1130/5000 | Avg Reward: 21.49 | Avg Length: 205.30 | Avg Loss: 0.8924
2026-02-12 12:23:18,982 | INFO | Episode 1140/5000 | Avg Reward: 19.94 | Avg Length: 203.50 | Avg Loss: 0.2948
2026-02-12 12:23:34,563 | INFO | Episode 1150/5000 | Avg Reward: 22.44 | Avg Length: 207.00 | Avg Loss: 0.9814
2026-02-12 12:23:49,858 | INFO | Episode 1160/5000 | Avg Reward: 25.29 | Avg Length: 204.50 | Avg Loss: 0.8997
2026-02-12 12:24:05,297 | INFO | Episode 1170/5000 | Avg Reward: 23.26 | Avg Length: 204.70 | Avg Loss: 0.6224
2026-02-12 12:24:20,805 | INFO | Episode 1180/5000 | Avg Reward: 22.08 | Avg Length: 207.60 | Avg Loss: 1.1307
2026-02-12 12:24:36,073 | INFO | Episode 1190/5000 | Avg Reward: 22.34 | Avg Length: 204.30 | Avg Loss: 0.5342
2026-02-12 12:24:51,495 | INFO | Episode 1200/5000 | Avg Reward: 20.89 | Avg Length: 205.20 | Avg Loss: 0.6722
2026-02-12 12:25:06,824 | INFO | Episode 1210/5000 | Avg Reward: 22.88 | Avg Length: 202.50 | Avg Loss: 0.4201
2026-02-12 12:25:22,006 | INFO | Episode 1220/5000 | Avg Reward: 25.21 | Avg Length: 203.60 | Avg Loss: 0.8691
2026-02-12 12:25:37,294 | INFO | Episode 1230/5000 | Avg Reward: 21.66 | Avg Length: 203.50 | Avg Loss: 0.5661
2026-02-12 12:25:53,149 | INFO | Episode 1240/5000 | Avg Reward: 16.52 | Avg Length: 210.00 | Avg Loss: 1.5368
2026-02-12 12:26:08,511 | INFO | Episode 1250/5000 | Avg Reward: 18.71 | Avg Length: 203.70 | Avg Loss: 0.7668
2026-02-12 12:26:23,936 | INFO | Episode 1260/5000 | Avg Reward: 20.13 | Avg Length: 206.70 | Avg Loss: 1.0631
2026-02-12 12:26:39,427 | INFO | Episode 1270/5000 | Avg Reward: 20.45 | Avg Length: 205.60 | Avg Loss: 0.7741
2026-02-12 12:27:00,083 | INFO | Episode 1280/5000 | Avg Reward: -23.15 | Avg Length: 277.80 | Avg Loss: 8.0452
2026-02-12 12:27:15,538 | INFO | Episode 1290/5000 | Avg Reward: 21.08 | Avg Length: 205.10 | Avg Loss: 0.8079
2026-02-12 12:27:31,065 | INFO | Episode 1300/5000 | Avg Reward: 21.18 | Avg Length: 207.20 | Avg Loss: 1.1473
2026-02-12 12:27:46,368 | INFO | Episode 1310/5000 | Avg Reward: 24.49 | Avg Length: 202.80 | Avg Loss: 0.5402
2026-02-12 12:28:02,011 | INFO | Episode 1320/5000 | Avg Reward: 19.98 | Avg Length: 205.20 | Avg Loss: 0.9198
2026-02-12 12:28:17,391 | INFO | Episode 1330/5000 | Avg Reward: 21.40 | Avg Length: 203.20 | Avg Loss: 0.7242
2026-02-12 12:28:32,708 | INFO | Episode 1340/5000 | Avg Reward: 22.17 | Avg Length: 202.70 | Avg Loss: 0.6059
2026-02-12 12:28:48,034 | INFO | Episode 1350/5000 | Avg Reward: 23.39 | Avg Length: 203.70 | Avg Loss: 0.6167
2026-02-12 12:29:03,432 | INFO | Episode 1360/5000 | Avg Reward: 22.90 | Avg Length: 203.10 | Avg Loss: 0.7686
2026-02-12 12:29:18,830 | INFO | Episode 1370/5000 | Avg Reward: 20.83 | Avg Length: 203.90 | Avg Loss: 0.5758
2026-02-12 12:29:34,016 | INFO | Episode 1380/5000 | Avg Reward: 21.46 | Avg Length: 204.80 | Avg Loss: 0.6434
2026-02-12 12:29:49,676 | INFO | Episode 1390/5000 | Avg Reward: 22.01 | Avg Length: 207.70 | Avg Loss: 0.8273
2026-02-12 12:30:05,279 | INFO | Episode 1400/5000 | Avg Reward: 20.03 | Avg Length: 207.90 | Avg Loss: 1.1447
2026-02-12 12:30:20,816 | INFO | Episode 1410/5000 | Avg Reward: 24.24 | Avg Length: 205.10 | Avg Loss: 1.0459
2026-02-12 12:30:35,911 | INFO | Episode 1420/5000 | Avg Reward: 25.75 | Avg Length: 203.40 | Avg Loss: 1.0702
2026-02-12 12:30:51,226 | INFO | Episode 1430/5000 | Avg Reward: 23.18 | Avg Length: 204.80 | Avg Loss: 0.7316
2026-02-12 12:31:06,438 | INFO | Episode 1440/5000 | Avg Reward: 23.15 | Avg Length: 205.10 | Avg Loss: 0.5586
2026-02-12 12:31:21,766 | INFO | Episode 1450/5000 | Avg Reward: 21.14 | Avg Length: 204.20 | Avg Loss: 0.8652
2026-02-12 12:31:37,353 | INFO | Episode 1460/5000 | Avg Reward: 20.11 | Avg Length: 207.80 | Avg Loss: 0.9295
2026-02-12 12:31:52,587 | INFO | Episode 1470/5000 | Avg Reward: 20.14 | Avg Length: 205.20 | Avg Loss: 0.8079
2026-02-12 12:32:13,376 | INFO | Episode 1480/5000 | Avg Reward: -25.22 | Avg Length: 279.10 | Avg Loss: 7.9814
2026-02-12 12:32:33,785 | INFO | Episode 1490/5000 | Avg Reward: -18.94 | Avg Length: 276.30 | Avg Loss: 6.4820
2026-02-12 12:32:54,256 | INFO | Episode 1500/5000 | Avg Reward: -19.01 | Avg Length: 278.70 | Avg Loss: 6.2982
2026-02-12 12:33:09,404 | INFO | Episode 1510/5000 | Avg Reward: 17.66 | Avg Length: 204.70 | Avg Loss: 0.9501
2026-02-12 12:33:24,867 | INFO | Episode 1520/5000 | Avg Reward: 21.16 | Avg Length: 206.30 | Avg Loss: 0.6241
2026-02-12 12:33:40,235 | INFO | Episode 1530/5000 | Avg Reward: 19.34 | Avg Length: 203.80 | Avg Loss: 0.5607
2026-02-12 12:34:00,992 | INFO | Episode 1540/5000 | Avg Reward: -23.83 | Avg Length: 281.90 | Avg Loss: 8.2749
2026-02-12 12:34:16,559 | INFO | Episode 1550/5000 | Avg Reward: 23.66 | Avg Length: 206.70 | Avg Loss: 1.1522
2026-02-12 12:34:31,741 | INFO | Episode 1560/5000 | Avg Reward: 24.11 | Avg Length: 202.00 | Avg Loss: 0.7636
2026-02-12 12:34:46,991 | INFO | Episode 1570/5000 | Avg Reward: 21.34 | Avg Length: 203.00 | Avg Loss: 0.4504
2026-02-12 12:35:02,545 | INFO | Episode 1580/5000 | Avg Reward: 17.21 | Avg Length: 207.80 | Avg Loss: 1.3968
2026-02-12 12:35:18,049 | INFO | Episode 1590/5000 | Avg Reward: 21.92 | Avg Length: 209.20 | Avg Loss: 1.4925
2026-02-12 12:35:33,252 | INFO | Episode 1600/5000 | Avg Reward: 20.01 | Avg Length: 203.80 | Avg Loss: 0.5593
2026-02-12 12:35:48,687 | INFO | Episode 1610/5000 | Avg Reward: 18.63 | Avg Length: 206.00 | Avg Loss: 0.9494
2026-02-12 12:36:09,730 | INFO | Episode 1620/5000 | Avg Reward: -25.85 | Avg Length: 284.10 | Avg Loss: 8.8432
2026-02-12 12:36:25,393 | INFO | Episode 1630/5000 | Avg Reward: 19.51 | Avg Length: 207.00 | Avg Loss: 1.1600
2026-02-12 12:36:40,766 | INFO | Episode 1640/5000 | Avg Reward: 22.59 | Avg Length: 204.90 | Avg Loss: 0.7710
2026-02-12 12:36:56,183 | INFO | Episode 1650/5000 | Avg Reward: 22.82 | Avg Length: 205.30 | Avg Loss: 0.9214
2026-02-12 12:37:11,536 | INFO | Episode 1660/5000 | Avg Reward: 21.60 | Avg Length: 204.40 | Avg Loss: 0.5466
