episode,avg_reward
10,-72.908054
20,16.641745
30,7.797880
40,1.971981
50,9.269700
60,-2.641001
70,13.049724
80,17.167294
90,2.048278
100,5.828412
110,16.000216
120,-1.583669
130,-25.266762
140,7.694461
150,16.788486
160,3.813462
170,5.035330
180,-7.978344
190,-0.123895
200,5.210807
210,-9.553502
220,13.880893
230,20.585010
240,28.884774
250,7.972389
260,1.345573
270,1.420206
280,-11.852379
290,-17.477216
300,7.037034
310,19.988038
320,5.008648
330,11.419619
340,-9.402131
350,11.367846
360,-4.856204
370,20.493582
380,12.102536
390,15.201353
400,22.853651
410,-2.396762
420,12.318157
430,10.695124
440,16.128212
450,12.371786
460,18.402153
470,11.244209
480,2.898999
490,-3.392829
500,14.178833
510,19.508094
520,21.362973
530,14.245618
540,2.218851
550,26.721895
560,24.951522
570,23.115092
580,30.220274
590,18.724520
600,23.238196
610,16.960538
620,-16.640577
630,-12.786112
640,21.046560
650,24.099814
660,16.607498
670,6.818184
680,26.797702
690,13.526745
700,1.642702
710,30.693011
720,11.766589
730,21.783028
740,-12.402182
750,21.641470
760,18.562874
770,22.915729
780,-6.353294
790,32.686968
800,9.630354
810,23.459670
820,27.635252
830,31.887989
840,16.364336
850,-29.140429
860,14.522402
870,20.218033
880,29.469058
890,25.587196
900,5.306187
910,6.330802
920,3.936665
930,29.483006
940,8.529228
950,22.653432
960,23.972436
970,17.949717
980,-1.704725
990,9.618663
1000,13.548038
1010,16.303792
1020,22.058979
1030,26.350930
1040,15.735850
1050,32.777179
1060,22.026933
1070,19.883740
1080,25.052445
1090,21.105829
1100,25.104775
1110,5.441611
1120,15.814680
1130,25.183011
1140,7.074371
1150,19.756846
1160,20.795863
1170,11.463528
1180,25.845960
1190,18.012031
1200,30.444090
1210,12.814305
1220,21.440848
1230,27.635025
1240,21.601629
1250,25.099012
1260,15.413018
1270,-7.805013
1280,-7.051624
1290,16.800864
1300,-7.476289
1310,14.039245
1320,18.566365
1330,13.976050
1340,23.487990
1350,13.570505
1360,10.260394
1370,10.013575
1380,-21.390740
1390,15.936427
1400,8.764506
1410,13.220014
1420,20.694992
1430,23.250043
1440,28.403004
1450,-27.871408
1460,31.507028
1470,13.298990
1480,4.525612
1490,-11.641699
1500,29.870198
1510,13.978168
1520,11.172231
1530,8.984173
1540,11.737864
1550,29.768706
1560,-32.553220
1570,27.678010
1580,23.869021
1590,-0.580367
1600,11.218178
1610,12.525539
1620,28.124352
1630,17.463405
1640,4.711156
1650,11.130073
1660,-1.711721
1670,24.435207
1680,21.942855
1690,-15.073907
1700,-13.515358
1710,29.710417
1720,32.912290
1730,29.188047
1740,15.982106
1750,9.539109
1760,11.030893
1770,31.982476
1780,26.538613
1790,26.971993
1800,-0.798058
1810,-7.033962
1820,24.376117
1830,22.770862
1840,21.092185
1850,18.622945
1860,17.429000
1870,27.083244
1880,13.247617
1890,23.849679
1900,6.073634
1910,-37.579920
1920,35.080331
1930,21.259057
1940,20.750929
1950,22.738663
1960,26.158813
1970,8.250084
1980,16.685217
1990,11.412464
2000,22.822143
2010,33.021388
2020,24.782161
2030,11.057192
2040,35.482089
2050,-5.421374
2060,7.026812
2070,21.179658
2080,9.011776
2090,23.636311
2100,30.097301
2110,20.911388
2120,13.202978
2130,7.928445
2140,2.010040
2150,32.750539
2160,13.805800
2170,10.017984
2180,22.210806
2190,19.357176
2200,20.499178
2210,21.350675
2220,13.157459
2230,22.943910
2240,9.182260
2250,26.525738
2260,21.636930
2270,5.936512
2280,21.995413
2290,14.052162
2300,21.316777
2310,9.151526
2320,23.690586
2330,16.356859
2340,25.195260
2350,26.528702
2360,21.516325
2370,20.052361
2380,17.699516
2390,-3.558521
2400,18.976996
2410,21.962368
2420,-66.417179
2430,11.750776
2440,17.168965
2450,29.122333
2460,20.012182
2470,-1.165615
2480,23.289318
2490,-14.951782
2500,23.064750
2510,9.144829
2520,14.909465
2530,32.486341
2540,2.206017
2550,4.929741
2560,-23.178537
2570,17.170566
2580,16.638184
2590,-9.338260
2600,22.153232
2610,23.258080
2620,-37.939751
2630,22.801168
2640,28.802255
2650,15.295102
2660,0.370954
2670,23.430936
2680,17.627448
2690,18.402128
2700,29.144035
2710,24.333001
2720,28.048241
2730,23.567862
2740,8.240933
2750,18.778514
2760,17.789271
2770,18.377981
2780,-16.206617
2790,27.981788
2800,19.314269
2810,17.980623
2820,2.693872
2830,20.427740
2840,26.111028
2850,6.467410
2860,-7.596691
2870,28.681288
2880,24.485866
2890,32.332047
2900,16.182834
2910,21.371508
2920,15.726770
2930,25.317159
2940,16.583552
2950,16.660691
2960,22.644403
2970,4.351077
2980,19.218408
2990,36.223834
3000,28.087269
3010,25.724091
3020,24.155561
3030,22.496634
3040,3.545186
3050,19.150388
3060,23.700120
3070,31.237953
3080,12.278690
3090,27.225783
3100,26.557826
3110,19.586467
3120,30.460150
3130,26.894339
3140,23.019709
3150,30.343349
3160,-32.358837
3170,21.555778
3180,23.750845
3190,13.497583
3200,31.677485
3210,-4.993510
3220,20.985125
3230,26.845034
3240,21.445008
3250,21.890705
3260,17.495317
3270,20.187692
3280,22.947137
3290,20.608834
3300,30.427623
3310,-44.844804
3320,16.934027
3330,29.455285
3340,24.806271
3350,25.075918
3360,31.359035
3370,23.310209
3380,18.886821
3390,19.245459
3400,21.898719
3410,17.237996
3420,28.207026
3430,30.597220
3440,-5.057567
3450,36.501600
3460,22.260203
3470,7.101101
3480,-4.099967
3490,26.699048
3500,6.631067
3510,0.254930
3520,24.632868
3530,24.875679
3540,25.737652
3550,24.573898
3560,16.208385
3570,25.456982
3580,20.706632
3590,21.619151
3600,17.228746
3610,21.445147
3620,14.110104
3630,26.770867
3640,-42.763519
3650,8.448424
3660,20.590255
3670,15.762365
3680,24.347186
3690,25.768796
3700,27.065701
3710,23.501161
3720,17.771301
3730,19.553531
3740,26.865995
3750,20.726942
3760,17.696101
3770,21.646277
3780,20.790572
3790,15.614175
3800,15.610801
3810,25.997728
3820,10.549149
3830,32.046624
3840,30.951169
3850,17.318786
3860,34.605871
3870,7.496324
3880,23.256862
3890,24.066617
3900,16.089608
3910,24.486808
3920,-54.958637
3930,28.461340
3940,-24.854208
3950,-55.567473
3960,26.497865
3970,25.300957
3980,30.434400
3990,23.662167
4000,12.307533
4010,22.732970
4020,18.880495
4030,23.986491
4040,23.461582
4050,14.957281
4060,33.431743
4070,27.021474
4080,24.984324
4090,24.126499
4100,27.069910
4110,19.120946
4120,-23.484302
4130,13.113834
4140,4.651026
4150,7.900967
4160,24.059801
4170,15.819216
4180,-29.064292
4190,26.399597
4200,13.215486
4210,20.191728
4220,14.362733
4230,22.966812
4240,-11.032067
4250,23.869237
4260,20.048354
4270,19.050862
4280,19.982449
4290,37.231027
4300,22.973032
4310,25.918254
4320,20.903808
4330,-1.188862
4340,20.571613
4350,29.673832
4360,5.444239
4370,25.204807
4380,24.206233
4390,26.116379
4400,12.926453
4410,25.793553
4420,24.952802
4430,34.978002
4440,-1.114813
4450,-18.979755
4460,31.889369
4470,18.644989
4480,22.554325
4490,9.214446
4500,20.716231
4510,28.694215
4520,11.616676
4530,4.134983
4540,-9.167809
4550,-22.909380
4560,19.293539
4570,25.579064
4580,18.818760
4590,21.053722
4600,15.789558
4610,25.548445
4620,28.449031
4630,12.899827
4640,-3.484887
4650,24.709026
4660,33.751862
4670,23.985102
4680,25.986896
4690,15.148506
4700,13.012572
4710,17.727443
4720,-2.415673
4730,6.045332
4740,18.372159
4750,17.630879
4760,19.397021
4770,3.825653
4780,-30.037538
4790,19.104900
