2026-02-12 02:14:47,352 | INFO | Episode 10/5000 | Avg Reward: -7.05 | Avg Length: 332.20 | Avg Loss: 13.0947
2026-02-12 02:15:11,397 | INFO | Episode 20/5000 | Avg Reward: 2.21 | Avg Length: 324.70 | Avg Loss: 11.2070
2026-02-12 02:15:31,235 | INFO | Episode 30/5000 | Avg Reward: 15.18 | Avg Length: 271.60 | Avg Loss: 6.0167
2026-02-12 02:15:54,015 | INFO | Episode 40/5000 | Avg Reward: -22.90 | Avg Length: 308.50 | Avg Loss: 10.1126
2026-02-12 02:16:09,411 | INFO | Episode 50/5000 | Avg Reward: 29.79 | Avg Length: 206.30 | Avg Loss: 0.7714
2026-02-12 02:16:29,966 | INFO | Episode 60/5000 | Avg Reward: -9.20 | Avg Length: 277.80 | Avg Loss: 8.3482
2026-02-12 02:16:50,443 | INFO | Episode 70/5000 | Avg Reward: -17.26 | Avg Length: 279.60 | Avg Loss: 8.2938
2026-02-12 02:17:16,354 | INFO | Episode 80/5000 | Avg Reward: -52.91 | Avg Length: 357.80 | Avg Loss: 14.8092
2026-02-12 02:17:36,793 | INFO | Episode 90/5000 | Avg Reward: -12.30 | Avg Length: 277.20 | Avg Loss: 6.1725
2026-02-12 02:17:57,625 | INFO | Episode 100/5000 | Avg Reward: -16.77 | Avg Length: 284.40 | Avg Loss: 8.9587
2026-02-12 02:18:12,852 | INFO | Episode 110/5000 | Avg Reward: 36.31 | Avg Length: 202.70 | Avg Loss: 2.7922
2026-02-12 02:18:28,096 | INFO | Episode 120/5000 | Avg Reward: 29.90 | Avg Length: 202.20 | Avg Loss: 0.5872
2026-02-12 02:18:43,422 | INFO | Episode 130/5000 | Avg Reward: 31.42 | Avg Length: 204.60 | Avg Loss: 1.0276
2026-02-12 02:19:03,738 | INFO | Episode 140/5000 | Avg Reward: -15.23 | Avg Length: 277.00 | Avg Loss: 6.1061
2026-02-12 02:19:19,280 | INFO | Episode 150/5000 | Avg Reward: 26.25 | Avg Length: 207.00 | Avg Loss: 1.0673
2026-02-12 02:19:34,685 | INFO | Episode 160/5000 | Avg Reward: 34.86 | Avg Length: 206.10 | Avg Loss: 2.4463
2026-02-12 02:20:00,849 | INFO | Episode 170/5000 | Avg Reward: -64.43 | Avg Length: 362.00 | Avg Loss: 14.0050
2026-02-12 02:20:16,325 | INFO | Episode 180/5000 | Avg Reward: 27.26 | Avg Length: 206.90 | Avg Loss: 1.3670
2026-02-12 02:20:43,111 | INFO | Episode 190/5000 | Avg Reward: -57.79 | Avg Length: 362.60 | Avg Loss: 16.8411
2026-02-12 02:20:58,680 | INFO | Episode 200/5000 | Avg Reward: 25.05 | Avg Length: 207.50 | Avg Loss: 1.1450
2026-02-12 02:21:13,835 | INFO | Episode 210/5000 | Avg Reward: 34.47 | Avg Length: 202.90 | Avg Loss: 3.1343
2026-02-12 02:21:29,243 | INFO | Episode 220/5000 | Avg Reward: 35.66 | Avg Length: 203.50 | Avg Loss: 3.1688
2026-02-12 02:21:44,518 | INFO | Episode 230/5000 | Avg Reward: 35.59 | Avg Length: 205.60 | Avg Loss: 1.7381
2026-02-12 02:21:59,977 | INFO | Episode 240/5000 | Avg Reward: 27.12 | Avg Length: 207.20 | Avg Loss: 1.4621
2026-02-12 02:22:15,329 | INFO | Episode 250/5000 | Avg Reward: 26.68 | Avg Length: 204.50 | Avg Loss: 0.9387
2026-02-12 02:22:36,849 | INFO | Episode 260/5000 | Avg Reward: -21.63 | Avg Length: 288.00 | Avg Loss: 8.9536
2026-02-12 02:22:52,229 | INFO | Episode 270/5000 | Avg Reward: 28.12 | Avg Length: 204.60 | Avg Loss: 1.2263
