episode,avg_reward
10,8.163490
20,4.879914
30,5.075588
40,7.675606
50,-58.937611
60,10.130856
70,-1.777488
80,14.197406
90,-42.722232
100,14.913374
110,-24.804012
120,15.368998
130,20.376428
140,15.561884
150,8.840845
160,8.383595
170,9.805751
180,9.636309
190,11.840369
200,6.475797
210,10.430292
220,14.098144
230,6.749182
240,10.676750
250,13.929506
260,16.907490
270,17.626365
280,-27.431697
290,17.564220
300,-17.609689
310,0.393651
320,17.132971
330,-25.107904
340,1.973350
350,-11.872743
360,-41.396973
370,-6.142002
380,13.222855
390,15.022093
400,19.088099
410,-1.490175
420,-7.681746
430,-28.791038
440,15.505484
450,17.080131
460,5.430555
470,-11.427417
480,11.471073
490,14.491506
500,-9.327322
510,-15.956911
520,19.967899
530,13.569903
540,13.778772
550,5.627741
560,11.846948
570,11.428571
580,9.727508
590,15.876039
600,-5.888815
610,17.143642
620,15.277094
630,15.878801
640,-7.157268
650,13.659486
660,6.097326
670,14.046522
680,13.061998
690,-41.482344
700,13.997217
710,14.201299
720,11.218713
730,8.661997
740,15.315022
750,6.839215
760,-24.790781
770,1.148343
780,13.539120
790,14.446384
800,-0.587822
810,8.541573
820,13.126094
830,-51.191450
840,9.685348
850,1.526690
860,0.540408
870,17.873433
880,16.832699
890,17.021412
900,2.142777
910,15.511986
920,12.540435
930,16.105488
940,14.287354
950,-15.080637
960,14.101875
970,9.140910
980,11.326996
990,14.021073
1000,0.936540
1010,17.735894
1020,5.221689
1030,19.316523
1040,14.813159
1050,-13.275421
1060,-22.710241
1070,-53.143514
1080,10.623737
1090,-27.273654
1100,17.664881
1110,7.742445
1120,12.911607
1130,18.311218
1140,13.527687
1150,12.652447
1160,17.750342
1170,17.887043
1180,17.700555
1190,15.050842
1200,20.343613
1210,-4.506735
1220,14.291472
1230,-11.613403
1240,18.923789
1250,15.887805
1260,12.679521
1270,4.874155
1280,-4.204436
1290,-13.392100
1300,7.243125
1310,5.944629
1320,-49.854473
1330,18.544751
1340,12.884792
1350,21.055087
1360,-8.885037
1370,20.433237
1380,11.596909
1390,18.905444
1400,14.422661
1410,16.652175
1420,17.342988
1430,-8.882197
1440,15.734220
1450,-24.982115
1460,31.606689
1470,22.864737
1480,4.442108
1490,5.268182
1500,-4.260332
1510,5.116191
1520,21.156809
1530,11.624377
1540,2.288046
1550,25.761572
1560,7.785581
1570,8.862187
1580,20.087024
1590,1.453091
1600,16.999863
1610,23.791622
1620,12.238999
1630,-47.294932
1640,-2.509962
1650,16.065151
1660,9.076784
1670,18.086323
1680,17.346376
1690,16.948561
1700,15.766052
1710,2.907737
1720,23.278151
1730,-5.767311
1740,17.355467
1750,5.952675
1760,14.582107
1770,23.106715
1780,14.950762
1790,22.501071
1800,13.313654
1810,3.976606
1820,13.358727
1830,19.607652
1840,13.831332
1850,21.082682
1860,-51.951359
1870,10.010033
1880,15.202654
1890,23.055673
1900,22.425506
1910,20.376215
1920,23.451265
1930,-13.300858
1940,13.202242
1950,3.380342
1960,22.080668
1970,-1.137850
1980,4.751072
1990,-22.117648
2000,-17.342976
2010,8.547383
2020,4.995612
2030,-14.055950
2040,24.341447
2050,-3.570392
2060,13.538431
2070,-15.196725
2080,3.685045
2090,0.484730
2100,14.218434
2110,17.159478
2120,1.273155
2130,-6.079310
2140,18.738977
2150,7.304885
2160,25.346442
2170,25.760710
2180,17.578202
2190,14.323208
2200,15.146369
2210,20.660876
2220,14.633862
2230,24.230379
2240,-33.975655
2250,20.426262
2260,13.961366
2270,10.923872
2280,18.210502
2290,26.562054
2300,16.079797
2310,20.173918
2320,16.043569
2330,7.204392
2340,24.570718
2350,12.460134
2360,17.426880
2370,3.254919
2380,13.846864
2390,14.060656
2400,23.374283
2410,13.461226
2420,-6.793665
2430,22.441232
2440,1.897368
2450,21.995497
2460,10.162867
2470,9.973839
2480,18.387588
2490,-15.747424
2500,-11.903987
2510,-22.761814
2520,12.530587
2530,18.653729
2540,15.982814
2550,3.893694
2560,-15.443877
2570,2.842282
2580,10.373953
2590,-28.816598
2600,-1.630265
2610,-16.816425
2620,-30.709550
2630,22.512467
2640,11.363911
2650,6.416875
2660,18.212146
2670,8.783235
2680,-52.879528
2690,12.884355
2700,15.574498
2710,20.818560
2720,20.867584
2730,-10.617538
2740,13.672559
2750,18.734594
2760,8.075754
2770,9.549087
2780,10.593432
2790,20.072249
2800,8.081147
2810,-12.565619
2820,7.220587
2830,15.500730
2840,14.795823
2850,-23.415583
2860,23.902058
2870,6.586450
2880,20.191792
2890,6.649037
2900,-21.507649
2910,15.561064
2920,21.381958
2930,22.931188
2940,21.056865
2950,3.790562
2960,-28.854222
2970,23.796175
2980,12.886034
2990,20.166189
3000,10.940822
3010,11.826460
3020,3.423603
3030,11.275863
3040,17.601008
3050,4.214552
3060,8.778413
3070,15.458507
3080,6.947233
3090,-9.200121
3100,12.334136
3110,11.844920
3120,12.615183
3130,2.957885
3140,-12.943394
3150,15.713663
3160,-0.731217
3170,4.062070
3180,-13.121128
3190,8.269711
3200,21.952761
3210,0.643665
3220,17.875388
3230,19.894527
3240,10.244623
3250,12.710175
3260,14.877762
3270,11.317899
3280,5.423776
3290,13.046030
3300,-3.653269
3310,-49.873295
3320,11.171691
3330,-7.822903
3340,12.573231
3350,-2.365751
3360,18.040996
3370,16.818076
3380,28.076093
3390,1.559564
3400,-5.544644
3410,-5.789581
3420,9.323003
3430,1.363418
3440,-2.427033
3450,10.199606
3460,15.025785
3470,25.507191
3480,9.557708
3490,8.026520
3500,20.528153
3510,7.682979
3520,9.165456
3530,12.114839
3540,21.573478
3550,1.790712
3560,7.235359
3570,10.441494
3580,12.182256
3590,2.991533
3600,-1.378837
3610,-4.321766
3620,14.556196
3630,20.209224
3640,12.796571
3650,-6.222032
3660,-64.765918
3670,-42.569331
3680,20.399753
3690,1.273599
3700,-3.474114
3710,6.720745
3720,8.865623
3730,18.847302
3740,-27.551792
3750,0.452948
3760,-22.356063
3770,14.260493
3780,11.923402
3790,-1.638185
3800,12.816936
3810,20.494042
3820,26.413659
3830,7.648190
3840,24.679904
3850,11.478212
3860,17.641154
3870,13.071421
3880,11.442842
3890,12.029156
3900,14.643351
3910,25.213359
3920,-1.740617
3930,12.604001
3940,2.351087
3950,-5.262598
3960,13.166450
3970,-36.918314
3980,18.652130
3990,6.928929
4000,11.290008
4010,13.749015
4020,7.802713
4030,16.761222
4040,13.728751
4050,14.059182
4060,17.263677
4070,10.580867
4080,19.297084
4090,17.844177
4100,-36.458457
4110,19.263992
4120,13.806631
4130,-8.549918
4140,10.394456
4150,15.524251
4160,-26.481519
4170,13.978747
4180,1.164487
4190,8.379583
4200,8.569391
4210,2.774026
4220,17.368853
4230,17.378452
4240,5.912399
4250,-8.841692
4260,8.339628
4270,11.625109
4280,5.759400
4290,20.405960
4300,16.787057
4310,-1.229071
4320,-1.557259
4330,-1.568428
4340,19.684622
4350,6.877835
4360,6.831649
4370,-40.444828
4380,-23.065976
4390,19.263540
4400,19.299274
4410,14.109627
4420,14.799316
4430,5.432886
4440,17.238902
4450,20.772529
4460,8.676118
4470,11.036725
4480,5.878852
4490,9.643642
4500,15.855782
4510,17.565666
4520,-43.158207
4530,16.730943
4540,3.993094
4550,-64.330246
4560,16.897636
4570,-3.937387
4580,18.089080
4590,17.358732
4600,8.152578
4610,8.130612
4620,21.346434
4630,4.839081
4640,10.694855
4650,-20.619494
4660,2.349609
4670,18.945593
4680,-13.302773
4690,14.094072
4700,13.832321
4710,16.154113
4720,13.928488
4730,-10.417704
4740,18.923987
4750,16.454720
4760,20.330190
4770,8.170068
4780,-26.282524
4790,13.338934
4800,14.252605
4810,15.080748
4820,-39.706653
4830,19.330486
4840,8.290350
4850,-9.472919
4860,-34.393856
4870,0.765506
4880,11.161432
4890,1.960150
4900,5.315054
4910,-20.937825
4920,12.300828
4930,-6.055146
4940,11.909004
4950,2.493294
4960,16.930981
4970,-10.528538
4980,20.754544
4990,13.993278
5000,7.473861
