episode,avg_reward,avg_found_sources
1110,18.253706,1.5000
1120,28.888994,2.2000
1130,39.451646,2.7000
1140,38.279918,2.8000
1150,23.391533,1.9000
1160,33.551937,2.6000
1170,30.771964,2.4000
1180,30.307754,2.3000
1190,31.848698,2.4000
1200,32.448567,2.4000
1210,39.529822,2.8000
1220,26.432622,2.2000
1230,21.458686,2.0000
1240,28.033203,2.3000
1250,35.748047,2.6000
1260,26.913577,2.0000
1270,37.298906,2.7000
1280,24.222028,2.3000
1290,34.117896,2.5000
1300,15.183850,1.2000
1310,22.940588,2.2000
1320,43.806986,2.8000
1330,28.152316,2.3000
1340,31.961957,2.5000
1350,31.557548,2.2000
1360,27.803345,2.1000
1370,21.778748,1.8000
1380,35.085251,2.6000
1390,34.965748,2.2000
1400,42.998472,2.8000
1410,27.890654,2.1000
1420,32.471759,2.3000
1430,26.831065,2.0000
1440,32.122651,2.5000
1450,34.908464,2.7000
1460,28.101449,2.7000
1470,42.758249,3.0000
1480,26.409668,2.0000
1490,19.258466,1.9000
1500,24.589479,2.0000
1510,20.240242,1.8000
1520,25.499654,2.0000
1530,24.476069,2.0000
1540,40.471709,2.9000
1550,25.741837,2.3000
1560,37.061207,2.9000
1570,42.556940,2.6000
1580,38.986160,3.0000
1590,41.361495,3.0000
1600,20.709728,2.1000
1610,35.345867,2.6000
1620,30.097155,2.4000
1630,38.857322,2.9000
1640,35.793160,2.6000
1650,36.690772,2.6000
1660,41.736650,2.9000
1670,41.240506,3.1000
1680,28.445921,2.6000
1690,47.745198,3.3000
1700,29.081302,2.7000
1710,28.029648,2.5000
1720,26.739720,2.4000
1730,26.952526,2.2000
1740,29.293889,2.2000
1750,29.002090,2.2000
1760,26.703026,2.0000
1770,31.478952,2.2000
1780,21.599375,1.9000
1790,26.374745,1.9000
1800,28.157592,2.2000
1810,27.396083,2.1000
1820,29.546050,2.3000
1830,27.704772,2.0000
1840,30.372550,2.3000
1850,43.245149,3.0000
1860,30.586719,2.3000
1870,21.706853,2.1000
1880,34.836945,2.6000
1890,26.423919,2.2000
1900,22.969406,1.9000
1910,17.375346,1.8000
1920,32.701395,2.3000
1930,24.757068,2.0000
1940,38.627224,2.7000
1950,43.646943,2.9000
1960,32.972405,2.5000
1970,37.009129,2.8000
1980,22.926004,2.0000
1990,24.332706,2.0000
2000,33.165111,2.2000
2010,20.273388,2.0000
2020,36.527040,2.6000
2030,24.044496,2.2000
2040,24.985588,2.1000
2050,28.643964,2.4000
2060,24.748703,1.7000
2070,24.552880,2.1000
2080,20.842133,1.7000
2090,28.652000,2.3000
2100,24.456888,1.9000
2110,28.163012,2.1000
2120,19.714545,1.8000
2130,26.268190,1.9000
2140,15.154797,1.4000
2150,20.210995,1.7000
2160,21.179446,1.8000
2170,21.083053,1.8000
2180,24.665929,2.3000
2190,32.925883,2.4000
2200,18.138269,1.8000
2210,28.459892,2.4000
2220,23.378870,2.1000
2230,20.022211,1.9000
2240,20.184171,1.7000
2250,25.031323,2.1000
2260,28.388347,2.1000
2270,22.566692,1.8000
2280,27.839751,2.0000
2290,29.952133,2.0000
2300,37.010395,2.7000
2310,20.800488,1.5000
2320,27.874643,2.2000
2330,28.160968,2.1000
2340,27.310719,2.0000
2350,21.511082,1.4000
2360,40.595742,2.6000
2370,27.918738,2.1000
2380,22.481158,1.8000
2390,34.101073,2.6000
2400,29.457404,2.4000
2410,26.149834,1.8000
2420,20.999144,1.7000
2430,27.513288,2.0000
2440,30.987545,2.1000
2450,26.554419,1.8000
2460,15.982058,1.3000
2470,30.664914,2.2000
2480,26.821865,2.0000
2490,23.876971,1.8000
2500,28.935748,2.2000
2510,20.524795,1.8000
2520,21.686801,1.8000
2530,20.434056,1.6000
2540,29.036844,2.1000
2550,17.913913,1.5000
2560,19.730048,1.2000
2570,18.776745,1.4000
2580,26.177340,2.0000
2590,22.670636,2.0000
2600,33.124690,2.2000
2610,29.986202,1.9000
2620,28.098338,1.8000
2630,24.233125,1.7000
2640,23.871884,1.7000
2650,21.672517,1.6000
2660,25.108375,1.6000
2670,19.928785,1.5000
2680,19.487649,1.5000
2690,22.041784,1.7000
2700,25.713655,1.8000
2710,22.713516,1.9000
2720,18.893482,1.5000
2730,24.222223,1.7000
2740,21.568941,1.6000
2750,28.222493,2.2000
2760,22.834326,1.6000
2770,31.815249,2.3000
2780,20.404757,1.9000
2790,22.982867,1.9000
2800,19.973194,1.6000
2810,20.787835,1.7000
2820,23.648026,1.8000
2830,16.637930,1.4000
2840,22.748071,1.9000
2850,16.424702,1.2000
2860,25.038824,1.7000
2870,18.789417,1.6000
2880,27.240957,1.9000
2890,27.043188,1.8000
2900,29.122188,2.0000
2910,26.702443,1.9000
2920,23.637379,1.8000
2930,20.878368,1.8000
2940,20.776214,1.4000
2950,19.314946,1.5000
2960,23.749180,1.7000
2970,18.647410,1.7000
2980,16.008479,1.6000
2990,3.085482,0.4000
3000,6.352143,0.7000
3010,7.490889,0.8000
3020,23.570545,2.0000
3030,12.228064,1.2000
3040,13.041696,1.4000
3050,12.049316,1.3000
3060,17.084538,1.4000
3070,25.142955,2.0000
3080,14.858767,1.5000
3090,8.132710,0.8000
3100,17.911189,1.6000
3110,5.508549,0.6000
3120,15.205483,1.4000
3130,10.231607,1.0000
3140,24.042112,1.7000
3150,9.893145,0.8000
3160,14.404164,1.1000
3170,8.824601,0.7000
3180,18.767809,1.2000
3190,13.692998,1.2000
3200,7.973328,0.8000
3210,6.806225,0.8000
3220,10.961285,1.0000
3230,15.561285,1.1000
3240,13.270234,1.1000
3250,3.219926,0.3000
3260,18.796572,1.6000
3270,1.794945,0.3000
3280,9.786292,1.0000
3290,12.629628,1.1000
3300,15.702815,1.3000
3310,12.500383,1.1000
3320,19.698388,1.5000
3330,12.956571,1.2000
3340,10.274107,0.9000
3350,12.088805,1.1000
3360,15.733797,1.4000
3370,11.950612,1.1000
3380,21.056917,1.9000
3390,17.213566,1.7000
3400,8.984178,1.2000
3410,6.823489,1.1000
3420,6.131129,0.9000
3430,7.576590,0.9000
3440,14.787539,1.3000
3450,17.909251,1.8000
3460,15.599964,1.3000
3470,10.146324,0.9000
3480,9.075930,0.9000
3490,14.505714,1.4000
3500,11.835742,1.2000
3510,12.889402,1.3000
3520,17.548558,1.7000
3530,8.339768,0.8000
3540,12.355269,1.1000
3550,12.991368,1.2000
3560,12.751880,1.2000
3570,13.286834,1.2000
3580,11.310984,0.9000
3590,16.747093,1.4000
3600,17.217962,1.3000
3610,15.089579,1.4000
3620,9.627803,0.9000
3630,6.638961,0.8000
3640,13.000612,1.3000
3650,15.193076,1.2000
3660,15.989926,1.5000
3670,13.533972,1.2000
3680,18.454397,1.2000
3690,10.345612,0.9000
3700,19.244565,1.3000
3710,12.929651,1.4000
3720,8.300342,0.8000
3730,12.836552,1.2000
3740,8.952186,1.1000
3750,17.185794,1.7000
3760,14.365597,1.3000
3770,20.328136,1.7000
3780,11.223346,1.0000
3790,15.496644,1.2000
3800,7.946294,0.7000
3810,12.806545,1.3000
3820,19.838423,1.4000
3830,14.611198,1.4000
3840,10.764702,1.0000
3850,22.590563,2.0000
3860,11.668597,1.1000
3870,5.465847,0.7000
3880,17.293142,1.3000
3890,20.989753,1.3000
3900,14.405177,1.3000
3910,11.643664,1.0000
3920,7.870852,0.6000
3930,13.123226,1.2000
3940,17.425002,1.5000
3950,11.915929,1.1000
3960,15.581284,1.2000
3970,15.511994,1.4000
3980,5.206635,0.6000
3990,13.408976,1.3000
4000,15.391457,1.3000
4010,11.350643,1.0000
4020,29.717163,2.0000
4030,10.994588,1.0000
4040,16.751656,1.5000
4050,6.345162,0.8000
4060,16.058316,1.5000
4070,13.108092,1.0000
4080,10.511969,1.0000
4090,19.633262,1.7000
4100,17.096716,1.3000
4110,14.772041,1.5000
4120,17.197733,1.5000
4130,18.772733,1.6000
4140,18.881791,1.7000
4150,24.485459,2.0000
4160,19.534729,1.8000
4170,15.239743,1.7000
4180,13.463907,1.4000
4190,20.958239,1.8000
4200,23.849703,2.0000
4210,24.519671,2.1000
4220,14.445852,1.7000
4230,16.412032,1.6000
4240,24.333642,2.1000
4250,16.848562,1.5000
4260,17.682841,1.5000
4270,14.323634,1.3000
4280,16.252067,1.2000
4290,19.324062,1.5000
4300,16.917552,1.5000
4310,26.445730,1.9000
4320,20.724482,1.9000
4330,24.046783,2.3000
4340,19.453453,1.8000
4350,19.338079,1.7000
4360,23.317492,1.9000
4370,27.114242,2.0000
4380,18.218262,1.5000
4390,18.167851,1.4000
4400,16.531113,1.4000
4410,15.472655,1.2000
4420,15.391624,1.4000
4430,15.357606,1.4000
4440,11.083541,1.0000
4450,12.236730,1.2000
4460,10.311584,0.9000
4470,10.604794,1.0000
4480,10.217083,0.7000
4490,13.490262,1.3000
4500,14.660971,1.2000
4510,16.982612,1.7000
4520,12.476381,1.1000
4530,18.043943,1.4000
4540,22.663002,1.9000
4550,13.031703,1.3000
4560,30.097271,2.4000
4570,31.947682,2.3000
4580,31.408997,2.6000
4590,47.524581,3.0000
4600,59.345407,3.4000
4610,45.319606,3.1000
4620,40.138080,3.1000
4630,34.192492,2.7000
4640,28.451646,2.2000
4650,40.954660,3.0000
4660,53.766756,3.2000
4670,60.386535,3.5000
4680,36.389702,2.8000
4690,25.174953,2.4000
4700,27.912519,2.3000
4710,19.694425,2.1000
4720,28.099652,2.3000
4730,38.458685,2.6000
4740,43.868216,2.8000
4750,29.369207,2.4000
4760,31.102191,2.5000
4770,54.050712,3.3000
4780,36.013288,2.8000
4790,39.012660,2.9000
4800,32.727329,2.5000
4810,6.717088,1.1000
4820,12.200901,1.5000
4830,9.096173,1.0000
4840,14.474287,1.6000
4850,18.418565,1.9000
4860,22.693670,2.2000
4870,26.438327,2.1000
4880,47.465244,3.0000
4890,34.536108,2.7000
4900,26.831852,2.2000
4910,35.345214,2.6000
4920,29.812699,2.6000
4930,42.330208,2.8000
4940,47.945054,3.2000
4950,41.545053,2.9000
4960,39.843640,2.8000
4970,47.037922,3.0000
4980,26.418865,2.2000
4990,48.105146,3.2000
5000,33.678375,2.7000
