episode,avg_reward,avg_found_sources
10,1.830635,0.4000
20,5.736946,0.7000
30,4.421112,0.6000
40,2.992687,0.4000
50,3.276384,0.4000
60,4.383986,0.6000
70,3.489231,0.6000
80,6.293631,0.5000
90,8.049215,0.8000
100,1.890514,0.6000
110,3.692548,0.8000
120,3.309036,0.8000
130,-1.784933,0.3000
140,1.236904,0.6000
150,3.537162,0.8000
160,4.591154,0.9000
170,7.795395,1.2000
180,4.538983,0.9000
190,3.492944,0.8000
200,3.393683,0.8000
210,9.693182,1.4000
220,2.197041,0.7000
230,0.171645,0.5000
240,0.138005,0.5000
250,7.871250,1.1000
260,4.926726,0.8000
270,14.517329,1.1000
280,15.784133,1.5000
290,17.392172,1.8000
300,17.746832,1.5000
310,20.880784,1.9000
320,17.797156,1.6000
330,14.492668,1.4000
340,21.507014,1.5000
350,14.526537,1.5000
360,31.239473,2.3000
370,21.119087,1.9000
380,42.083556,3.0000
390,47.888516,3.2000
400,42.335365,3.0000
410,32.557802,2.2000
420,20.584244,1.7000
430,16.756424,1.5000
440,36.980435,2.5000
450,17.391171,1.9000
460,25.088866,2.4000
470,35.561257,2.8000
480,35.243371,2.7000
490,31.371148,2.6000
500,30.039826,2.4000
510,29.463871,2.3000
520,38.890379,2.8000
530,24.613681,2.1000
540,25.645536,2.1000
550,33.548750,2.4000
560,34.283353,2.4000
570,29.192861,2.2000
580,31.194215,2.6000
590,39.454657,2.7000
600,33.284322,2.4000
610,37.133227,2.8000
620,29.783349,2.3000
630,42.530209,3.0000
640,33.512653,2.5000
650,39.534481,2.8000
660,28.696144,2.7000
670,15.741683,1.7000
680,10.609054,1.3000
690,20.555806,1.8000
700,20.872934,1.9000
710,45.609011,3.2000
720,28.679017,2.2000
730,27.366947,2.1000
740,21.753002,2.0000
750,30.586289,2.2000
760,26.168053,2.2000
770,32.743648,2.6000
780,23.394678,2.2000
790,22.897274,1.8000
800,21.411370,1.8000
810,19.957870,1.8000
820,26.179727,2.3000
830,27.034744,2.0000
840,35.109784,2.5000
850,16.331039,1.5000
860,13.975096,1.2000
870,18.935310,1.7000
880,33.917760,2.3000
890,27.445404,2.2000
900,44.748717,2.9000
910,22.752291,2.2000
920,20.607405,2.2000
930,17.976818,1.7000
940,18.316101,1.7000
950,18.330910,1.8000
960,29.977396,2.3000
970,40.278259,2.8000
980,30.705415,2.4000
990,22.924885,1.9000
1000,26.119771,1.8000
1010,18.272049,1.4000
1020,21.981722,1.6000
1030,21.230590,2.1000
1040,31.679069,2.5000
1050,24.167912,2.0000
1060,31.029569,2.4000
1070,29.251021,2.1000
1080,15.782520,1.2000
1090,20.744339,1.6000
1100,22.207653,1.7000
