episode,avg_reward,avg_found_sources,avg_found_ratio
10,20.720796,1.4000,0.359167
20,23.898374,1.9000,0.534286
30,-39.680788,1.1000,0.195833
40,27.469090,2.1000,0.477262
50,-2.056412,2.4000,0.453095
60,20.548865,2.9000,0.633333
70,44.318851,2.8000,0.670595
80,-8.052913,1.1000,0.278333
90,-15.661980,1.5000,0.319167
100,12.734922,2.0000,0.415238
10,4.587145,1.4000,0.422500
20,20.724186,1.6000,0.380000
30,-19.337197,2.2000,0.338810
40,-5.072943,2.4000,0.354167
50,-3.198769,3.9000,0.682738
60,29.823771,2.9000,0.692857
70,69.234715,3.5000,0.801667
80,49.707454,2.3000,0.783333
90,74.890673,2.3000,0.810000
100,17.261354,2.8000,0.616905
110,21.586558,2.1000,0.476190
120,0.702595,1.7000,0.340000
130,-1.466239,2.0000,0.342262
140,15.336604,2.3000,0.442976
150,38.614146,2.9000,0.593095
160,10.252677,1.6000,0.440476
170,53.380061,3.5000,0.654762
180,75.839803,3.4000,0.827500
190,-7.585958,3.4000,0.646310
200,48.336477,4.5000,0.769048
210,15.022926,3.7000,0.673095
220,67.453028,3.9000,0.860833
230,32.634081,4.0000,0.779167
240,101.505199,3.7000,0.941667
250,45.167078,3.7000,0.810833
260,16.602624,2.7000,0.578452
270,70.001349,4.2000,0.875000
280,102.707653,5.6000,0.955000
290,116.594311,3.8000,0.987500
300,65.905157,3.8000,0.796429
310,60.990890,3.4000,0.798333
320,-23.080462,2.9000,0.637976
330,54.961555,3.9000,0.809167
340,74.137234,2.5000,0.875000
350,82.306385,5.1000,0.865714
360,74.213276,5.4000,0.919048
370,90.915805,3.8000,0.843333
380,86.968634,4.5000,0.920833
390,58.005928,3.9000,0.805000
400,110.636995,4.9000,0.954762
410,92.480832,4.2000,0.860000
420,27.247829,3.3000,0.833929
430,106.718942,3.5000,0.960714
440,88.899059,5.3000,0.937500
450,90.213766,4.5000,0.924048
460,92.127374,3.5000,0.887500
470,48.982041,4.9000,0.878810
480,93.180269,3.1000,0.876667
490,61.749258,2.9000,0.814286
500,4.572523,2.7000,0.613571
510,69.195049,3.4000,0.883333
520,96.200758,5.1000,0.937500
530,132.863100,4.8000,1.000000
540,80.283131,4.5000,0.933214
550,53.618104,3.5000,0.821667
560,109.857826,5.4000,0.932143
570,66.296608,3.8000,0.829167
580,129.529488,5.2000,0.980000
590,74.885127,4.0000,0.920833
600,105.042487,4.6000,0.901429
610,97.370069,4.7000,0.926667
620,23.652204,4.6000,0.821429
630,53.852634,4.7000,0.866310
640,96.763265,5.4000,0.935714
650,85.062440,3.8000,0.915714
660,68.323463,4.7000,0.909167
670,76.954260,4.1000,0.875000
680,82.340812,4.1000,0.900000
690,97.733359,5.5000,0.938095
700,90.630394,2.8000,0.950000
710,61.341568,4.5000,0.859167
720,53.308746,3.8000,0.905000
730,88.790994,4.4000,0.935714
740,63.455556,4.8000,0.853095
750,101.782740,5.6000,0.940000
760,110.561146,3.9000,0.950000
770,113.825046,5.2000,0.970833
780,112.138200,4.0000,0.965714
790,86.925492,5.4000,0.956548
800,117.528309,5.4000,0.983333
810,101.393379,4.6000,0.958333
820,61.439174,3.7000,0.867500
830,88.786169,5.0000,0.921667
840,78.965679,4.7000,0.920833
850,107.001234,5.2000,0.971429
860,78.923342,4.0000,0.920833
870,93.839569,5.4000,0.954167
880,95.724975,4.0000,0.925000
890,56.048640,4.7000,0.871667
900,49.085493,3.8000,0.855595
910,97.524768,3.4000,0.955000
920,94.823964,3.6000,0.825000
930,87.046980,3.8000,0.846667
940,113.524855,5.1000,0.935714
950,40.027229,4.5000,0.826667
960,75.846816,4.5000,0.930357
970,114.882037,4.9000,0.987500
980,85.871749,4.6000,0.929167
990,65.226373,3.4000,0.859524
1000,4.960011,3.6000,0.798810
1010,63.880168,4.0000,0.907381
1020,113.395969,3.4000,0.966667
1030,90.690568,4.9000,0.945833
1040,126.712641,4.9000,0.980000
1050,83.110816,3.9000,0.893333
1060,55.675594,4.7000,0.886548
1070,52.333735,4.4000,0.803333
1080,55.346898,3.5000,0.854762
1090,47.108237,4.0000,0.743095
1100,107.223511,4.4000,0.875000
1110,68.751917,4.4000,0.924643
1120,80.812352,4.5000,0.927381
1130,96.818706,4.9000,0.960714
1140,83.399697,4.6000,0.871429
1150,43.782221,3.4000,0.891667
1160,96.269094,3.7000,0.966667
1170,89.648541,4.8000,0.933333
1180,94.179930,6.3000,0.929762
1190,121.135327,3.5000,1.000000
1200,109.092407,3.8000,0.900000
1210,96.215354,4.1000,0.908333
1220,100.383419,3.5000,0.963333
1230,76.650332,4.7000,0.967500
1240,106.644468,4.0000,0.950000
1250,75.338067,3.8000,0.958929
1260,91.390777,3.2000,0.855000
1270,95.357493,2.9000,0.904762
1280,63.877963,4.3000,0.878214
1290,81.614017,4.1000,0.872262
1300,99.245112,5.2000,0.958929
1310,81.483410,3.9000,0.946429
1320,76.413065,4.1000,0.893333
1330,129.327443,3.5000,1.000000
1340,82.368352,4.8000,0.952381
1350,91.486204,4.0000,0.947500
1360,82.607655,5.1000,0.886310
1370,113.684594,4.7000,0.921429
1380,38.526471,5.8000,0.840476
1390,120.668684,5.0000,0.975000
1400,122.197742,5.5000,0.880357
1410,90.897278,4.9000,0.937500
1420,33.583166,4.6000,0.838095
1430,96.793294,3.6000,0.880000
1440,77.751611,4.9000,0.898214
1450,96.940668,3.6000,0.987500
1460,83.753133,4.5000,0.930833
1470,113.841680,3.6000,0.985714
1480,102.641085,4.3000,0.962500
1490,85.805169,2.8000,0.850000
1500,94.289977,5.0000,0.927976
1510,105.124716,4.2000,0.983333
1520,110.603535,3.9000,0.983333
1530,118.644777,4.1000,0.980000
1540,95.554516,4.5000,0.925000
1550,92.420626,5.6000,0.951429
1560,102.546793,4.2000,0.975000
1570,108.996155,4.9000,0.970833
1580,79.374541,3.9000,0.915714
1590,68.088571,4.2000,0.944048
1600,76.663516,4.2000,0.863095
1610,86.189938,4.5000,0.883929
1620,108.108634,4.4000,0.987500
1630,95.396645,4.3000,0.965714
1640,95.831489,3.8000,0.966667
1650,46.573605,3.8000,0.846667
1660,79.092792,5.1000,0.944048
1670,57.110958,5.4000,0.871071
1680,45.887283,3.3000,0.793333
1690,27.077888,3.1000,0.798333
1700,38.394177,3.1000,0.770000
1710,54.124405,4.4000,0.876429
1720,69.207436,4.9000,0.867262
1730,101.927990,4.0000,0.935714
1740,47.703478,4.2000,0.823214
1750,56.072914,4.8000,0.815714
1760,63.070273,4.0000,0.875000
1770,65.386447,4.3000,0.871667
1780,90.360432,4.3000,0.869048
