episode,episode_reward,episode_length,loss,found_sources,total_sources,found_source_ratio,success,partial_success,battery,collision,concentration,distance,failure_done,found_bonus,found_source_stay,success_done
759,160.894462,137,228.826843,8,8,1.000000,1,1,-0.000300,-0.029197,0.044876,0.006205,0.000000,0.291971,-0.015055,0.875912
760,-8.521865,678,3.308731,4,5,0.800000,0,1,-0.000295,-0.093289,0.063598,-0.001555,-0.007375,0.029499,-0.003153,0.000000
761,116.093280,536,54.052048,4,4,1.000000,1,1,-0.000303,-0.056903,0.013629,0.003102,0.000000,0.037313,-0.004128,0.223881
762,-26.464190,680,2.367452,1,2,0.500000,0,1,-0.000294,-0.044118,0.006217,-0.000502,-0.007353,0.007353,-0.000221,0.000000
763,138.550187,504,55.453584,3,3,1.000000,1,1,-0.000304,0.000000,0.012042,0.002077,0.000000,0.029762,-0.006771,0.238095
764,86.976916,418,71.603490,8,8,1.000000,1,1,-0.000301,-0.202751,0.028130,0.004801,0.000000,0.095694,-0.004575,0.287081
765,27.818989,677,2.538425,6,7,0.857143,0,1,-0.000295,0.000000,0.009976,0.000411,-0.007386,0.044313,-0.005927,0.000000
766,133.817969,243,117.881710,4,4,1.000000,1,1,-0.000297,-0.054527,0.025692,0.006470,0.000000,0.082305,-0.002778,0.493827
767,141.305441,242,119.696374,5,5,1.000000,1,1,-0.000299,-0.067149,0.047516,0.007144,0.000000,0.103306,-0.002479,0.495868
768,155.604475,478,62.722353,7,7,1.000000,1,1,-0.000302,-0.018828,0.020543,0.003618,0.000000,0.073222,-0.003766,0.251046
769,125.747684,545,52.153248,6,6,1.000000,1,1,-0.000303,-0.059174,0.017376,0.001042,0.000000,0.055046,-0.003440,0.220183
770,55.975835,675,2.681838,6,7,0.857143,0,1,-0.000296,0.000000,0.050835,0.004741,-0.007407,0.044444,-0.009389,0.000000
771,77.372130,568,53.227610,3,3,1.000000,1,1,-0.000304,-0.131162,0.035164,0.004615,0.000000,0.026408,-0.009771,0.211268
772,-68.369406,677,3.271249,1,2,0.500000,0,1,-0.000295,-0.135894,0.041949,-0.000656,-0.007386,0.007386,-0.006093,0.000000
773,106.056619,555,49.806018,1,1,1.000000,1,1,-0.000303,-0.032432,0.000467,-0.001864,0.000000,0.009009,0.000000,0.216216
774,96.074767,266,108.188352,3,3,1.000000,1,1,-0.000301,-0.170113,0.042342,0.000769,0.000000,0.056391,-0.019032,0.451128
775,121.030674,443,63.913925,2,2,1.000000,1,1,-0.000302,-0.033296,0.011358,0.002332,0.000000,0.022573,-0.000339,0.270880
776,160.356813,307,96.507902,7,7,1.000000,1,1,-0.000302,0.000000,0.015675,0.006352,0.000000,0.114007,-0.004275,0.390879
777,137.718261,519,54.480054,3,3,1.000000,1,1,-0.000304,0.000000,0.004332,0.002437,0.000000,0.028902,-0.001228,0.231214
778,112.430538,288,100.145317,2,2,1.000000,1,1,-0.000304,-0.068576,0.008498,-0.000231,0.000000,0.034722,-0.000391,0.416667
779,54.127058,354,88.335937,6,6,1.000000,1,1,-0.000304,-0.295904,0.031863,0.002945,0.000000,0.084746,-0.009428,0.338983
780,130.438291,198,148.363166,2,2,1.000000,1,1,-0.000304,-0.026515,0.027609,0.001802,0.000000,0.050505,-0.000379,0.606061
781,178.106580,297,94.630750,4,4,1.000000,1,1,-0.000302,0.000000,0.139754,0.004005,0.000000,0.067340,-0.015152,0.404040
782,1.998872,624,55.774808,5,5,1.000000,1,1,-0.000301,-0.244792,0.017341,0.001408,0.000000,0.040064,-0.002825,0.192308
783,-29.865749,663,4.277720,1,2,0.500000,0,1,-0.000302,-0.047511,0.003418,0.000253,-0.007541,0.007541,-0.000905,0.000000
784,152.867294,219,130.728025,7,7,1.000000,1,1,-0.000305,-0.013699,0.004338,0.004722,0.000000,0.159817,-0.004795,0.547945
785,118.680905,283,97.066675,1,1,1.000000,1,1,-0.000304,-0.017668,0.001659,-0.006016,0.000000,0.017668,0.000000,0.424028
786,122.135618,223,124.229601,1,1,1.000000,1,1,-0.000307,-0.006726,0.000000,-0.005811,0.000000,0.022422,0.000000,0.538117
787,78.616933,244,118.544848,3,3,1.000000,1,1,-0.000304,-0.234631,0.002393,0.003923,0.000000,0.061475,-0.002459,0.491803
788,10.352091,663,6.172449,7,8,0.875000,0,1,-0.000302,-0.048643,0.018684,0.003792,-0.007541,0.052790,-0.003167,0.000000
789,-16.035145,666,7.625154,5,6,0.833333,0,1,-0.000300,-0.124625,0.074454,-0.000821,-0.007508,0.037538,-0.002815,0.000000
790,-37.347908,670,7.703319,6,8,0.750000,0,1,-0.000299,-0.141418,0.056357,0.002154,-0.007463,0.044776,-0.009851,0.000000
791,155.158210,458,63.883583,7,7,1.000000,1,1,-0.000304,-0.008734,0.011767,0.004903,0.000000,0.076419,-0.007287,0.262009
792,135.283544,568,51.062773,5,5,1.000000,1,1,-0.000304,-0.073063,0.055295,0.002814,0.000000,0.044014,-0.001849,0.211268
793,117.255716,516,57.084052,8,8,1.000000,1,1,-0.000303,-0.106589,0.023295,0.005628,0.000000,0.077519,-0.004869,0.232558
794,131.569281,429,65.360072,3,3,1.000000,1,1,-0.000305,-0.008159,0.008786,0.000334,0.000000,0.034965,-0.008654,0.279720
795,7.835698,672,4.650843,7,8,0.875000,0,1,-0.000298,-0.051339,0.023272,0.000237,-0.007440,0.052083,-0.004855,0.000000
796,119.346913,64,447.557213,1,1,1.000000,1,1,-0.000302,-0.101562,0.005463,0.008073,0.000000,0.078125,0.000000,1.875000
797,118.689797,330,87.723186,3,3,1.000000,1,1,-0.000303,-0.055303,0.006713,0.004809,0.000000,0.045455,-0.005341,0.363636
798,-11.770675,677,2.544307,2,4,0.500000,0,1,-0.000295,-0.035081,0.011681,-0.000744,-0.007386,0.014771,-0.000332,0.000000
799,94.861854,305,92.846467,3,3,1.000000,1,1,-0.000301,-0.134426,0.001580,0.001915,0.000000,0.049180,-0.000369,0.393443
800,-27.950841,675,3.513362,4,5,0.800000,0,1,-0.000296,-0.074444,0.012540,-0.000097,-0.007407,0.029630,-0.001333,0.000000
801,142.916795,517,56.907877,7,7,1.000000,1,1,-0.000302,-0.060928,0.039329,0.004768,0.000000,0.067698,-0.006238,0.232108
802,126.695553,48,605.716770,1,1,1.000000,1,1,-0.000304,-0.020833,0.007098,0.049364,0.000000,0.104167,0.000000,2.500000
803,-22.209621,674,2.411372,2,3,0.666667,0,1,-0.000297,-0.054896,0.016205,0.002457,-0.007418,0.014837,-0.003839,0.000000
804,39.884812,678,4.245100,5,6,0.833333,0,1,-0.000295,-0.063791,0.093351,0.000948,-0.007375,0.036873,-0.000885,0.000000
805,128.040922,441,65.210227,5,5,1.000000,1,1,-0.000300,-0.082766,0.046273,0.000633,0.000000,0.056689,-0.002296,0.272109
806,139.578162,486,57.954683,4,4,1.000000,1,1,-0.000300,-0.007716,0.021228,0.004824,0.000000,0.041152,-0.018904,0.246914
807,122.839144,7,3628.749817,1,1,1.000000,1,1,-0.000313,-0.392857,0.009192,0.075284,0.000000,0.714286,0.000000,17.142857
808,124.057134,415,70.901029,6,6,1.000000,1,1,-0.000301,-0.111446,0.049018,0.001480,0.000000,0.072289,-0.001265,0.289157
809,139.109454,474,59.093674,3,3,1.000000,1,1,-0.000299,0.000000,0.007334,0.004879,0.000000,0.031646,-0.003244,0.253165
810,121.314066,247,115.612049,2,2,1.000000,1,1,-0.000299,-0.039474,0.003525,0.001233,0.000000,0.040486,-0.000152,0.485830
811,110.333971,378,77.736944,6,6,1.000000,1,1,-0.000302,-0.119709,0.016326,0.002221,0.000000,0.079365,-0.003472,0.317460
812,156.499955,437,67.134691,6,6,1.000000,1,1,-0.000298,0.000000,0.018501,0.000705,0.000000,0.068650,-0.004033,0.274600
813,140.334209,515,52.275357,3,3,1.000000,1,1,-0.000301,0.000000,0.011184,0.000275,0.000000,0.029126,-0.000801,0.233010
814,130.995942,364,75.277987,3,3,1.000000,1,1,-0.000299,-0.028159,0.017583,0.003894,0.000000,0.041209,-0.004018,0.329670
815,25.474707,685,4.893934,6,7,0.857143,0,1,-0.000292,-0.005109,0.006850,0.003679,-0.007299,0.043796,-0.004434,0.000000
816,126.433710,278,111.612309,6,6,1.000000,1,1,-0.000297,-0.103417,0.021366,0.000411,0.000000,0.107914,-0.002833,0.431655
817,30.633628,685,5.008747,6,8,0.750000,0,1,-0.000292,-0.008759,0.020851,0.000257,-0.007299,0.043796,-0.003832,0.000000
818,147.060605,445,61.323571,4,4,1.000000,1,1,-0.000298,-0.005618,0.020975,0.002072,0.000000,0.044944,-0.001264,0.269663
819,118.530891,310,88.522752,1,1,1.000000,1,1,-0.000297,-0.026613,0.001909,0.004133,0.000000,0.016129,0.000000,0.387097
820,142.897110,338,79.765759,2,2,1.000000,1,1,-0.000298,-0.005917,0.046091,-0.001386,0.000000,0.029586,-0.000333,0.355030
821,159.980353,387,72.326509,6,6,1.000000,1,1,-0.000299,-0.041990,0.065268,0.006007,0.000000,0.077519,-0.003198,0.310078
822,108.943918,515,60.051432,3,3,1.000000,1,1,-0.000301,-0.062136,0.011372,0.000763,0.000000,0.029126,-0.000291,0.233010
823,87.970363,298,93.853080,1,1,1.000000,1,1,-0.000300,-0.119128,0.001073,-0.005906,0.000000,0.016779,0.000000,0.402685
824,140.908277,263,107.545694,6,6,1.000000,1,1,-0.000303,-0.093156,0.068219,0.004359,0.000000,0.114068,-0.013688,0.456274
825,136.062703,351,77.703053,4,4,1.000000,1,1,-0.000298,-0.022080,0.015513,0.000669,0.000000,0.056980,-0.005021,0.341880
826,137.088398,322,82.742016,3,3,1.000000,1,1,-0.000299,0.000000,0.007964,0.001499,0.000000,0.046584,-0.002679,0.372671
827,99.486188,297,92.097193,1,1,1.000000,1,1,-0.000300,-0.085017,0.001516,-0.002104,0.000000,0.016835,0.000000,0.404040
828,93.990976,543,56.795474,3,3,1.000000,1,1,-0.000300,-0.087477,0.011935,0.001493,0.000000,0.027624,-0.001174,0.220994
829,-47.709224,686,8.473987,0,2,0.000000,0,0,-0.000292,-0.073980,0.012123,-0.000110,-0.007289,0.000000,0.000000,0.000000
830,-29.895039,686,10.402698,5,6,0.833333,0,1,-0.000292,-0.080904,0.010015,0.001563,-0.007289,0.036443,-0.003116,0.000000
831,76.885665,520,55.887635,6,6,1.000000,1,1,-0.000302,-0.164423,0.033515,0.002360,0.000000,0.057692,-0.011755,0.230769
832,100.139522,499,57.346556,6,6,1.000000,1,1,-0.000299,-0.106212,0.009261,0.001989,0.000000,0.060120,-0.004659,0.240481
833,147.795055,410,68.444303,6,6,1.000000,1,1,-0.000299,-0.085366,0.084338,0.000888,0.000000,0.073171,-0.004939,0.292683
834,130.615055,120,240.667997,2,2,1.000000,1,1,-0.000299,-0.010417,0.012956,0.003510,0.000000,0.083333,-0.000625,1.000000
835,-10.200187,679,4.645086,4,5,0.800000,0,1,-0.000295,-0.071797,0.036458,0.000122,-0.007364,0.029455,-0.001602,0.000000
836,166.790630,432,70.732730,6,6,1.000000,1,1,-0.000298,0.000000,0.037382,0.003607,0.000000,0.069444,-0.001823,0.277778
837,122.401199,440,62.032748,2,2,1.000000,1,1,-0.000298,-0.025000,0.003747,0.006327,0.000000,0.022727,-0.002045,0.272727
838,60.617391,685,4.095876,5,6,0.833333,0,1,-0.000292,0.000000,0.060431,0.001182,-0.007299,0.036496,-0.002026,0.000000
839,121.213620,22,1319.917564,2,2,1.000000,1,1,-0.000302,-0.488636,0.078327,0.012935,0.000000,0.454545,-0.001705,5.454545
840,175.820294,408,73.888423,7,7,1.000000,1,1,-0.000299,-0.003676,0.057222,0.000357,0.000000,0.085784,-0.002574,0.294118
841,-8.871436,678,5.377514,5,6,0.833333,0,1,-0.000295,-0.165192,0.123778,0.003772,-0.007375,0.036873,-0.004646,0.000000
842,-77.233671,680,5.825327,4,8,0.500000,0,1,-0.000294,-0.153309,0.024114,0.001737,-0.007353,0.029412,-0.007886,0.000000
843,87.826471,573,51.263429,1,1,1.000000,1,1,-0.000297,-0.065445,0.002486,-0.001620,0.000000,0.008726,0.000000,0.209424
844,107.071646,527,53.576953,2,2,1.000000,1,1,-0.000299,-0.047913,0.003598,0.001604,0.000000,0.018975,-0.000498,0.227704
845,138.416925,167,175.020636,3,3,1.000000,1,1,-0.000296,0.000000,0.021686,0.000867,0.000000,0.089820,-0.001796,0.718563
846,-8.077924,680,2.273839,2,3,0.666667,0,1,-0.000294,-0.019485,0.004157,-0.000466,-0.007353,0.014706,-0.003143,0.000000
847,44.347326,682,2.831668,6,7,0.857143,0,1,-0.000293,0.000000,0.038902,0.000922,-0.007331,0.043988,-0.011162,0.000000
848,14.170198,684,1.579585,2,4,0.500000,0,1,-0.000292,0.000000,0.014040,-0.000012,-0.007310,0.014620,-0.000329,0.000000
849,-266.044761,683,11.298253,4,6,0.666667,0,1,-0.000293,-0.385066,0.011995,0.001354,-0.007321,0.029283,-0.039477,0.000000
850,15.262682,686,1.002072,2,4,0.500000,0,1,-0.000292,0.000000,0.016019,-0.000275,-0.007289,0.014577,-0.000492,0.000000
851,20.683993,684,1.662094,4,6,0.666667,0,1,-0.000292,-0.036184,0.052469,0.000870,-0.007310,0.029240,-0.008553,0.000000
852,-4.734918,688,1.811574,4,6,0.666667,0,1,-0.000291,-0.035974,0.020476,0.000622,-0.007267,0.029070,-0.013517,0.000000
853,-39.601920,684,2.499692,4,5,0.800000,0,1,-0.000292,-0.086257,0.008483,0.000652,-0.007310,0.029240,-0.002412,0.000000
854,152.644641,631,50.334256,8,8,1.000000,1,1,-0.000298,-0.059826,0.045610,0.004045,0.000000,0.063391,-0.001189,0.190174
855,-58.848720,680,2.353251,3,6,0.500000,0,1,-0.000294,-0.108824,0.013663,-0.001492,-0.007353,0.022059,-0.004301,0.000000
856,133.364223,25,1210.693405,3,3,1.000000,1,1,-0.000302,-0.070000,0.012526,0.002845,0.000000,0.600000,-0.010500,4.800000
857,33.376341,689,1.819280,6,7,0.857143,0,1,-0.000290,-0.000363,0.031921,0.000156,-0.007257,0.043541,-0.019267,0.000000
858,0.056738,685,2.674476,6,8,0.750000,0,1,-0.000292,-0.060949,0.027656,0.001770,-0.007299,0.043796,-0.004599,0.000000
859,43.261028,688,1.733931,6,7,0.857143,0,1,-0.000291,0.000000,0.035429,0.001215,-0.007267,0.043605,-0.009811,0.000000
860,-1.059197,689,2.304872,4,5,0.800000,0,1,-0.000290,-0.063498,0.039946,0.002003,-0.007257,0.029028,-0.001470,0.000000
861,-91.387301,685,5.330614,4,6,0.666667,0,1,-0.000292,-0.164964,0.011495,0.000750,-0.007299,0.029197,-0.002299,0.000000
862,138.214687,331,89.962546,4,4,1.000000,1,1,-0.000300,-0.021148,0.026230,0.002740,0.000000,0.060423,-0.012915,0.362538
863,-16.816457,680,1.489084,3,4,0.750000,0,1,-0.000294,-0.048897,0.020183,0.000657,-0.007353,0.022059,-0.011085,0.000000
864,160.723076,380,86.022638,7,7,1.000000,1,1,-0.000302,-0.003947,0.022964,0.006017,0.000000,0.092105,-0.009671,0.315789
865,11.061637,684,2.084841,5,6,0.833333,0,1,-0.000292,-0.035453,0.029649,0.000485,-0.007310,0.036550,-0.007456,0.000000
866,110.619454,514,56.951589,2,2,1.000000,1,1,-0.000302,-0.046693,0.007370,0.003452,0.000000,0.019455,-0.001532,0.233463
867,140.410818,258,113.425420,4,4,1.000000,1,1,-0.000303,-0.012597,0.014367,0.005067,0.000000,0.077519,-0.004942,0.465116
868,-37.680560,685,6.434493,6,7,0.857143,0,1,-0.000292,-0.160219,0.088225,0.000490,-0.007299,0.043796,-0.019708,0.000000
869,-46.830094,684,3.553256,5,6,0.833333,0,1,-0.000292,-0.110015,0.020032,-0.000303,-0.007310,0.036550,-0.007127,0.000000
870,-28.364737,687,2.892335,4,6,0.666667,0,1,-0.000291,-0.082969,0.023261,-0.000011,-0.007278,0.029112,-0.003111,0.000000
871,-39.958202,687,2.033348,3,4,0.750000,0,1,-0.000291,-0.108443,0.036890,0.000161,-0.007278,0.021834,-0.001037,0.000000
872,-29.852710,684,1.266943,1,2,0.500000,0,1,-0.000292,-0.048246,0.005476,-0.000527,-0.007310,0.007310,-0.000055,0.000000
873,-10.410214,683,1.037372,2,3,0.666667,0,1,-0.000293,-0.025988,0.004861,0.001109,-0.007321,0.014641,-0.002251,0.000000
874,-38.658917,685,3.275334,6,7,0.857143,0,1,-0.000292,-0.108394,0.017994,0.000113,-0.007299,0.043796,-0.002354,0.000000
875,92.331827,487,63.286191,2,2,1.000000,1,1,-0.000300,-0.145791,0.069327,-0.000276,0.000000,0.020534,-0.000308,0.246407
876,116.267974,149,197.121353,1,1,1.000000,1,1,-0.000299,-0.077181,0.017765,0.001111,0.000000,0.033557,0.000000,0.805369
877,126.067903,488,60.541116,4,4,1.000000,1,1,-0.000302,-0.037398,0.023235,0.002052,0.000000,0.040984,-0.016137,0.245902
878,-6.063349,681,1.531537,3,4,0.750000,0,1,-0.000294,-0.029369,0.007990,-0.000539,-0.007342,0.022026,-0.001377,0.000000
879,165.879895,607,50.119835,7,7,1.000000,1,1,-0.000303,-0.015651,0.053916,0.002017,0.000000,0.057661,-0.022055,0.197694
880,-10.634986,676,1.932666,2,5,0.400000,0,1,-0.000296,-0.059541,0.044527,-0.001051,-0.007396,0.014793,-0.006768,0.000000
881,124.012951,173,167.211132,3,3,1.000000,1,1,-0.000304,-0.070809,0.012499,-0.002293,0.000000,0.086705,-0.002601,0.693642
882,161.746249,580,52.310377,7,7,1.000000,1,1,-0.000303,-0.025862,0.039874,0.001285,0.000000,0.060345,-0.003362,0.206897
883,-5.028712,678,0.993764,2,3,0.666667,0,1,-0.000295,-0.019174,0.006844,-0.001282,-0.007375,0.014749,-0.000885,0.000000
884,-6.324964,614,49.938508,3,3,1.000000,1,1,-0.000302,-0.275244,0.046490,-0.000871,0.000000,0.024430,-0.000244,0.195440
885,1.309279,678,2.336552,5,6,0.833333,0,1,-0.000295,-0.053835,0.038060,0.003049,-0.007375,0.036873,-0.014546,0.000000
886,-42.153753,677,2.412239,5,6,0.833333,0,1,-0.000295,-0.101182,0.014102,-0.001496,-0.007386,0.036928,-0.002936,0.000000
887,149.907874,425,70.768500,5,5,1.000000,1,1,-0.000302,-0.031176,0.041658,0.003574,0.000000,0.058824,-0.002206,0.282353
888,-90.341300,682,2.718628,2,3,0.666667,0,1,-0.000293,-0.151026,0.015225,-0.001008,-0.007331,0.014663,-0.002694,0.000000
889,117.697330,210,139.856909,1,1,1.000000,1,1,-0.000304,-0.047619,0.009427,0.003721,0.000000,0.023810,0.000000,0.571429
890,42.668788,679,1.938093,6,7,0.857143,0,1,-0.000295,0.000000,0.039643,0.002966,-0.007364,0.044183,-0.016292,0.000000
891,131.177310,187,156.269806,4,4,1.000000,1,1,-0.000302,-0.056150,0.011597,0.003090,0.000000,0.106952,-0.005414,0.641711
892,-31.328303,672,1.109813,1,2,0.500000,0,1,-0.000298,-0.049851,0.004334,0.000032,-0.007440,0.007440,-0.000837,0.000000
893,184.045467,480,62.949581,8,8,1.000000,1,1,-0.000301,0.000000,0.059869,0.003183,0.000000,0.083333,-0.012656,0.250000
894,-0.374963,674,0.749694,2,6,0.333333,0,1,-0.000297,-0.021142,0.014646,0.000153,-0.007418,0.014837,-0.001335,0.000000
895,123.850031,8,3280.821899,1,1,1.000000,1,1,-0.000302,-0.187500,0.004516,0.039540,0.000000,0.625000,0.000000,15.000000
896,21.020545,680,0.895780,3,4,0.750000,0,1,-0.000294,0.000000,0.017276,0.000879,-0.007353,0.022059,-0.001654,0.000000
897,24.115984,677,1.612195,5,6,0.833333,0,1,-0.000295,-0.048006,0.059137,0.002112,-0.007386,0.036928,-0.006869,0.000000
898,140.368054,441,66.464404,3,3,1.000000,1,1,-0.000297,0.000000,0.010154,0.003677,0.000000,0.034014,-0.001361,0.272109
899,121.709883,442,65.235912,1,1,1.000000,1,1,-0.000297,-0.007919,0.002015,-0.001243,0.000000,0.011312,0.000000,0.271493
900,-22.907069,679,3.684231,3,6,0.500000,0,1,-0.000295,-0.181885,0.140246,0.000263,-0.007364,0.022091,-0.006793,0.000000
901,124.122296,11,2483.345734,1,1,1.000000,1,1,-0.000285,-0.090909,0.004083,0.007320,0.000000,0.454545,0.000000,10.909091
902,-31.190667,677,2.372498,5,6,0.833333,0,1,-0.000295,-0.084564,0.016100,-0.001316,-0.007386,0.036928,-0.005539,0.000000
903,-7.267253,683,3.512142,5,6,0.833333,0,1,-0.000293,-0.054539,0.016040,0.000462,-0.007321,0.036603,-0.001592,0.000000
904,129.400940,4,5190.086792,2,2,1.000000,1,1,-0.000302,-0.187500,0.021053,0.063859,0.000000,2.500000,-0.046875,30.000000
905,-80.945613,684,2.658320,3,4,0.750000,0,1,-0.000292,-0.161915,0.032254,-0.000431,-0.007310,0.021930,-0.002577,0.000000
906,20.399661,684,0.973961,3,7,0.428571,0,1,-0.000292,0.000000,0.016948,0.000358,-0.007310,0.021930,-0.001809,0.000000
907,-5.024740,686,1.410287,3,5,0.600000,0,1,-0.000292,-0.052478,0.033124,0.000477,-0.007289,0.021866,-0.002733,0.000000
908,-20.599231,682,0.972446,1,2,0.500000,0,1,-0.000293,-0.042155,0.012491,0.000303,-0.007331,0.007331,-0.000550,0.000000
909,-75.338768,685,2.400914,4,6,0.666667,0,1,-0.000292,-0.130657,0.010986,-0.000039,-0.007299,0.029197,-0.011880,0.000000
910,36.761591,687,1.276182,4,8,0.500000,0,1,-0.000291,-0.001092,0.036017,0.000263,-0.007278,0.029112,-0.003221,0.000000
911,20.900984,688,0.965718,3,4,0.750000,0,1,-0.000291,-0.005087,0.022116,0.000469,-0.007267,0.021802,-0.001363,0.000000
912,141.807254,379,83.879459,5,5,1.000000,1,1,-0.000298,-0.021768,0.012058,0.003067,0.000000,0.065963,-0.001484,0.316623
913,14.327435,689,1.797558,4,5,0.800000,0,1,-0.000290,-0.021771,0.025128,0.001726,-0.007257,0.029028,-0.005769,0.000000
914,-133.386482,689,3.338730,1,3,0.333333,0,1,-0.000290,-0.230044,0.041807,-0.001802,-0.007257,0.007257,-0.003266,0.000000
915,34.561190,690,1.568703,5,7,0.714286,0,1,-0.000290,0.000000,0.043663,0.001751,-0.007246,0.036232,-0.024022,0.000000
916,53.032997,689,1.564367,6,7,0.857143,0,1,-0.000290,0.000000,0.042132,0.003145,-0.007257,0.043541,-0.004300,0.000000
917,42.696718,688,1.800575,6,7,0.857143,0,1,-0.000291,0.000000,0.049609,0.002021,-0.007267,0.043605,-0.025618,0.000000
918,21.272804,689,1.888406,5,6,0.833333,0,1,-0.000290,-0.019956,0.024625,-0.000190,-0.007257,0.036284,-0.002340,0.000000
919,105.646110,377,78.338187,3,3,1.000000,1,1,-0.000296,-0.085544,0.008541,-0.000066,0.000000,0.039788,-0.000497,0.318302
920,-4.671421,689,1.192841,3,5,0.600000,0,1,-0.000290,-0.027939,0.019427,0.001278,-0.007257,0.021771,-0.013770,0.000000
921,139.265176,415,70.604986,3,3,1.000000,1,1,-0.000297,0.000000,0.011266,0.000754,0.000000,0.036145,-0.001446,0.289157
922,50.849932,690,2.139034,5,8,0.625000,0,1,-0.000290,0.000000,0.056370,0.000695,-0.007246,0.036232,-0.012065,0.000000
923,18.732730,690,1.119854,3,4,0.750000,0,1,-0.000290,-0.005435,0.019432,0.001232,-0.007246,0.021739,-0.002283,0.000000
924,119.351170,499,62.679197,3,3,1.000000,1,1,-0.000299,-0.042585,0.025586,0.001494,0.000000,0.030060,-0.015556,0.240481
925,25.355981,689,1.385880,5,8,0.625000,0,1,-0.000290,-0.019956,0.029705,0.000329,-0.007257,0.036284,-0.002014,0.000000
926,-16.895203,689,1.963461,4,6,0.666667,0,1,-0.000290,-0.055878,0.010281,0.000847,-0.007257,0.029028,-0.001252,0.000000
927,-107.316152,690,5.050324,7,8,0.875000,0,1,-0.000290,-0.226087,0.039945,0.000575,-0.007246,0.050725,-0.013152,0.000000
928,-29.342315,691,1.887463,4,5,0.800000,0,1,-0.000289,-0.063676,0.011089,-0.000224,-0.007236,0.028944,-0.011071,0.000000
929,61.825234,690,2.569890,7,8,0.875000,0,1,-0.000290,0.000000,0.064263,0.002313,-0.007246,0.050725,-0.020163,0.000000
930,140.275512,690,3.361051,3,5,0.600000,0,1,-0.000290,-0.015217,0.205342,0.000927,-0.007246,0.021739,-0.001957,0.000000
931,-23.404316,690,1.217627,2,4,0.500000,0,1,-0.000290,-0.055072,0.018194,-0.001334,-0.007246,0.014493,-0.002663,0.000000
932,116.872661,385,75.828358,1,1,1.000000,1,1,-0.000300,-0.022727,0.000420,0.001498,0.000000,0.012987,0.000000,0.311688
933,137.189219,505,58.093472,6,6,1.000000,1,1,-0.000300,-0.045545,0.018601,0.004104,0.000000,0.059406,-0.002228,0.237624
934,144.048317,379,78.110846,3,3,1.000000,1,1,-0.000298,0.000000,0.023962,0.001100,0.000000,0.039578,-0.000891,0.316623
935,0.387614,689,1.521936,4,8,0.500000,0,1,-0.000290,-0.053701,0.037483,-0.000727,-0.007257,0.029028,-0.003973,0.000000
936,-95.092334,690,3.502722,1,2,0.500000,0,1,-0.000290,-0.163768,0.028063,-0.000951,-0.007246,0.007246,-0.000870,0.000000
937,107.694002,320,91.813868,3,3,1.000000,1,1,-0.000298,-0.088281,0.005611,-0.000840,0.000000,0.046875,-0.001523,0.375000
938,139.589374,334,87.601976,4,4,1.000000,1,1,-0.000298,-0.020958,0.020336,0.002497,0.000000,0.059880,-0.002807,0.359281
939,16.809331,690,1.526547,4,5,0.800000,0,1,-0.000290,-0.007609,0.012919,0.000809,-0.007246,0.028986,-0.003207,0.000000
940,-21.937785,690,4.607752,5,6,0.833333,0,1,-0.000290,-0.084058,0.025258,0.002115,-0.007246,0.036232,-0.003804,0.000000
941,30.863836,690,1.478210,5,6,0.833333,0,1,-0.000290,-0.009420,0.026429,0.002178,-0.007246,0.036232,-0.003152,0.000000
942,48.483608,689,1.416565,4,5,0.800000,0,1,-0.000290,-0.003991,0.061824,0.000688,-0.007257,0.029028,-0.009634,0.000000
943,144.898252,227,131.047122,6,6,1.000000,1,1,-0.000301,-0.053965,0.037564,0.009756,0.000000,0.132159,-0.015529,0.528634
944,160.881286,163,183.305942,7,7,1.000000,1,1,-0.000303,0.000000,0.033517,0.010460,0.000000,0.214724,-0.007592,0.736196
945,-29.705750,690,3.677455,6,7,0.857143,0,1,-0.000290,-0.104348,0.025636,0.003685,-0.007246,0.043478,-0.003967,0.000000
946,46.658445,690,1.918249,5,6,0.833333,0,1,-0.000290,0.000000,0.041206,-0.000542,-0.007246,0.036232,-0.001739,0.000000
947,92.581364,605,49.222693,2,2,1.000000,1,1,-0.000300,-0.077273,0.025282,0.001537,0.000000,0.016529,-0.011095,0.198347
948,125.291450,16,1769.791237,1,1,1.000000,1,1,-0.000301,-0.031250,0.000002,0.049765,0.000000,0.312500,0.000000,7.500000
949,110.635535,264,113.403615,5,5,1.000000,1,1,-0.000299,-0.139205,0.006832,0.004207,0.000000,0.094697,-0.001705,0.454545
950,-35.055662,688,3.885506,7,8,0.875000,0,1,-0.000291,-0.117733,0.029376,0.001339,-0.007267,0.050872,-0.007249,0.000000
951,127.066297,354,84.442806,6,6,1.000000,1,1,-0.000300,-0.091808,0.031396,0.002920,0.000000,0.084746,-0.006992,0.338983
952,128.215327,325,88.941811,3,3,1.000000,1,1,-0.000303,-0.025385,0.007578,0.007041,0.000000,0.046154,-0.009808,0.369231
953,127.556973,73,385.371851,2,2,1.000000,1,1,-0.000302,-0.071918,0.021509,0.018272,0.000000,0.136986,-0.001027,1.643836
954,119.981367,252,113.852688,2,2,1.000000,1,1,-0.000300,-0.049603,0.002911,0.012295,0.000000,0.039683,-0.005060,0.476190
