episode,episode_reward,episode_length,loss,found_sources,total_sources,found_source_ratio,success,partial_success,battery,collision,concentration,distance,failure_done,found_bonus,found_source_stay,success_done
1280,55.616076,687,1.601417,6,7,0.857143,0,1,-0.000291,0.000000,0.048872,0.002426,-0.007278,0.043668,-0.006441,0.000000
1281,162.333754,156,192.221024,7,7,1.000000,1,1,-0.000300,0.000000,0.040205,0.012154,0.000000,0.224359,-0.005048,0.769231
1282,117.529023,45,632.676357,1,1,1.000000,1,1,-0.000302,-0.150000,0.003496,-0.019216,0.000000,0.111111,0.000000,2.666667
1283,143.861878,67,465.168072,5,5,1.000000,1,1,-0.000298,-0.070896,0.023525,0.034600,0.000000,0.373134,-0.003918,1.791045
1284,124.038409,69,407.243504,1,1,1.000000,1,1,-0.000302,-0.018116,0.006296,-0.001814,0.000000,0.072464,0.000000,1.739130
1285,98.205986,548,53.436619,2,2,1.000000,1,1,-0.000301,-0.074361,0.016396,0.000316,0.000000,0.018248,-0.000068,0.218978
1286,168.328894,216,135.498677,7,7,1.000000,1,1,-0.000300,0.000000,0.061473,0.008694,0.000000,0.162037,-0.008160,0.555556
1287,163.100151,258,112.364346,6,6,1.000000,1,1,-0.000299,0.000000,0.052297,0.004010,0.000000,0.116279,-0.005233,0.465116
1288,119.010959,190,147.255257,1,1,1.000000,1,1,-0.000300,-0.038158,0.002823,0.004114,0.000000,0.026316,0.000000,0.631579
1289,164.167128,432,68.371972,8,8,1.000000,1,1,-0.000300,-0.012153,0.026642,0.001707,0.000000,0.092593,-0.006250,0.277778
1290,113.053459,253,118.320663,3,3,1.000000,1,1,-0.000300,-0.093874,0.010750,-0.001840,0.000000,0.059289,-0.001482,0.474308
1291,107.291525,278,103.306391,2,2,1.000000,1,1,-0.000301,-0.089928,0.005982,0.002967,0.000000,0.035971,-0.000405,0.431655
1292,160.937976,315,94.504939,7,7,1.000000,1,1,-0.000300,-0.012698,0.031804,0.005164,0.000000,0.111111,-0.005119,0.380952
1293,163.222831,393,76.015574,7,7,1.000000,1,1,-0.000300,-0.006997,0.032629,0.003226,0.000000,0.089059,-0.007634,0.305344
1294,28.332079,689,2.115180,4,5,0.800000,0,1,-0.000290,-0.021771,0.044241,-0.000762,-0.007257,0.029028,-0.002068,0.000000
1295,131.320339,383,78.838791,7,7,1.000000,1,1,-0.000299,-0.139687,0.086963,0.005491,0.000000,0.091384,-0.014295,0.313316
1296,144.921936,195,144.090670,4,4,1.000000,1,1,-0.000299,-0.007692,0.040231,0.008000,0.000000,0.102564,-0.015000,0.615385
1297,-51.530401,688,2.627270,1,2,0.500000,0,1,-0.000291,-0.081032,0.007688,-0.000447,-0.007267,0.007267,-0.000818,0.000000
1298,-99.729776,690,7.476821,7,8,0.875000,0,1,-0.000290,-0.252536,0.070338,0.001920,-0.007246,0.050725,-0.007446,0.000000
1299,103.017062,360,85.077577,5,5,1.000000,1,1,-0.000299,-0.131944,0.013974,0.003734,0.000000,0.069444,-0.002083,0.333333
1300,12.814687,687,1.946256,2,4,0.500000,0,1,-0.000291,-0.018559,0.033781,0.000429,-0.007278,0.014556,-0.003985,0.000000
1301,109.126874,311,93.752350,3,3,1.000000,1,1,-0.000297,-0.099678,0.025520,0.000064,0.000000,0.048232,-0.008802,0.385852
1302,-13.328906,689,1.881436,2,4,0.500000,0,1,-0.000290,-0.043904,0.017959,0.001973,-0.007257,0.014514,-0.002340,0.000000
1303,-12.554175,688,1.609093,2,4,0.500000,0,1,-0.000291,-0.039608,0.017552,-0.000280,-0.007267,0.014535,-0.002889,0.000000
1304,-36.141900,688,2.063889,2,3,0.666667,0,1,-0.000291,-0.086119,0.026475,0.000735,-0.007267,0.014535,-0.000600,0.000000
1305,149.650280,313,97.693466,8,8,1.000000,1,1,-0.000298,-0.078275,0.044177,0.008279,0.000000,0.127796,-0.006949,0.383387
1306,-116.570239,689,4.429667,2,3,0.666667,0,1,-0.000290,-0.192308,0.018615,0.000096,-0.007257,0.014514,-0.002558,0.000000
1307,149.963520,209,139.089582,5,5,1.000000,1,1,-0.000299,0.000000,0.024059,0.004475,0.000000,0.119617,-0.004486,0.574163
1308,45.464319,689,2.135967,5,6,0.833333,0,1,-0.000290,0.000000,0.040013,0.003168,-0.007257,0.036284,-0.005933,0.000000
1309,25.791593,689,1.250122,3,4,0.750000,0,1,-0.000290,-0.008345,0.032720,0.002428,-0.007257,0.021771,-0.003592,0.000000
1310,157.081864,447,65.659156,4,4,1.000000,1,1,-0.000301,0.000000,0.034052,0.006729,0.000000,0.044743,-0.002265,0.268456
1311,129.970225,3,5939.188995,2,2,1.000000,1,1,-0.000325,0.000000,0.011696,0.003703,0.000000,3.333333,-0.025000,40.000000
1312,-57.742658,689,3.012930,4,5,0.800000,0,1,-0.000290,-0.115385,0.012502,0.001025,-0.007257,0.029028,-0.003429,0.000000
1313,28.970619,687,1.500138,5,7,0.714286,0,1,-0.000291,0.000000,0.019208,0.002547,-0.007278,0.036390,-0.008406,0.000000
1314,115.860886,469,64.250894,5,5,1.000000,1,1,-0.000298,-0.067164,0.007819,0.002870,0.000000,0.053305,-0.005357,0.255864
1315,-7.142080,686,2.018242,5,6,0.833333,0,1,-0.000292,-0.067055,0.028894,0.002277,-0.007289,0.036443,-0.003389,0.000000
1316,171.134028,295,100.876280,3,3,1.000000,1,1,-0.000298,0.000000,0.124130,0.000055,0.000000,0.050847,-0.001398,0.406780
1317,119.426723,315,95.220110,5,5,1.000000,1,1,-0.000298,-0.094444,0.011497,0.004441,0.000000,0.079365,-0.002381,0.380952
1318,129.693481,212,135.400855,2,2,1.000000,1,1,-0.000298,-0.002358,0.002684,0.002241,0.000000,0.047170,-0.003715,0.566038
1319,121.805349,533,56.493131,8,8,1.000000,1,1,-0.000296,-0.088649,0.017389,0.003273,0.000000,0.075047,-0.003377,0.225141
1320,177.876773,463,63.395927,7,7,1.000000,1,1,-0.000299,0.000000,0.052386,0.003154,0.000000,0.075594,-0.005832,0.259179
1321,-41.768629,689,5.265691,7,8,0.875000,0,1,-0.000290,-0.148403,0.059149,-0.000631,-0.007257,0.050798,-0.013988,0.000000
1322,95.035475,111,256.502328,2,2,1.000000,1,1,-0.000296,-0.322072,0.004049,0.005013,0.000000,0.090090,-0.001689,1.081081
1323,52.192922,690,2.026394,6,7,0.857143,0,1,-0.000290,0.000000,0.043152,0.001928,-0.007246,0.043478,-0.005380,0.000000
1324,-12.934311,690,1.926934,3,4,0.750000,0,1,-0.000290,-0.035145,0.012390,0.001056,-0.007246,0.021739,-0.011250,0.000000
1325,128.352632,289,101.371682,4,4,1.000000,1,1,-0.000297,-0.050173,0.012983,0.008863,0.000000,0.069204,-0.011678,0.415225
1326,-11.142177,690,2.291700,5,6,0.833333,0,1,-0.000290,-0.058696,0.015789,0.000944,-0.007246,0.036232,-0.002880,0.000000
1327,114.599511,469,60.377887,1,1,1.000000,1,1,-0.000296,-0.023454,0.000309,0.001265,0.000000,0.010661,0.000000,0.255864
1328,90.696436,325,96.727254,3,3,1.000000,1,1,-0.000295,-0.139231,0.026724,0.007406,0.000000,0.046154,-0.030923,0.369231
1329,134.826540,103,278.409635,3,3,1.000000,1,1,-0.000297,-0.009709,0.015274,0.004698,0.000000,0.145631,-0.011650,1.165049
1330,135.707516,387,75.741254,5,5,1.000000,1,1,-0.000297,-0.040698,0.015503,0.004096,0.000000,0.064599,-0.002616,0.310078
1331,137.029989,117,240.336040,3,3,1.000000,1,1,-0.000297,0.000000,0.018939,0.001273,0.000000,0.128205,-0.002564,1.025641
1332,135.122302,176,163.878006,4,4,1.000000,1,1,-0.000296,-0.038352,0.011502,0.004333,0.000000,0.113636,-0.004901,0.681818
1333,160.901076,624,48.719761,7,7,1.000000,1,1,-0.000299,-0.017228,0.029723,0.002669,0.000000,0.056090,-0.005409,0.192308
1334,159.540174,276,103.570223,5,5,1.000000,1,1,-0.000297,0.000000,0.053541,0.004057,0.000000,0.090580,-0.004620,0.434783
1335,170.429230,397,78.419950,6,6,1.000000,1,1,-0.000299,0.000000,0.050590,0.004190,0.000000,0.075567,-0.003023,0.302267
1336,122.947414,44,613.668030,1,1,1.000000,1,1,-0.000301,-0.051136,0.000002,0.004786,0.000000,0.113636,0.000000,2.727273
1337,167.451633,212,136.312624,6,6,1.000000,1,1,-0.000299,0.000000,0.088075,0.002149,0.000000,0.141509,-0.007606,0.566038
1338,162.941512,512,57.174647,7,7,1.000000,1,1,-0.000298,-0.006836,0.026871,0.003831,0.000000,0.068359,-0.008057,0.234375
1339,129.386255,19,1484.906944,2,2,1.000000,1,1,-0.000301,-0.052632,0.029920,-0.007317,0.000000,0.526316,-0.001974,6.315789
1340,128.340732,333,89.666273,8,8,1.000000,1,1,-0.000296,-0.132132,0.032358,0.008263,0.000000,0.120120,-0.003266,0.360360
1341,162.562842,384,75.457847,7,7,1.000000,1,1,-0.000300,-0.002604,0.024529,0.005589,0.000000,0.091146,-0.007520,0.312500
1342,126.324659,54,505.742386,2,2,1.000000,1,1,-0.000300,-0.078704,0.003519,0.008812,0.000000,0.185185,-0.001389,2.222222
1343,128.022208,183,151.795931,3,3,1.000000,1,1,-0.000298,-0.057377,0.014703,0.007301,0.000000,0.081967,-0.002459,0.655738
1344,162.036257,442,64.915997,6,6,1.000000,1,1,-0.000299,-0.011878,0.048005,0.005063,0.000000,0.067873,-0.013660,0.271493
1345,123.105034,70,381.967867,1,1,1.000000,1,1,-0.000298,-0.021429,0.000000,-0.005344,0.000000,0.071429,0.000000,1.714286
1346,123.853878,84,319.704144,1,1,1.000000,1,1,-0.000301,-0.017857,0.000578,0.003935,0.000000,0.059524,0.000000,1.428571
1347,-47.859606,691,6.540632,4,5,0.800000,0,1,-0.000289,-0.100941,0.020964,0.000477,-0.007236,0.028944,-0.011179,0.000000
1348,157.727360,143,196.598336,7,7,1.000000,1,1,-0.000301,-0.006993,0.029002,0.011263,0.000000,0.244755,-0.013899,0.839161
1349,-76.122406,690,6.910268,2,4,0.500000,0,1,-0.000290,-0.147826,0.033583,-0.001460,-0.007246,0.014493,-0.001576,0.000000
1350,168.297049,304,94.818016,8,8,1.000000,1,1,-0.000299,-0.043586,0.073070,0.006865,0.000000,0.131579,-0.008758,0.394737
1351,-10.962420,691,6.313553,5,6,0.833333,0,1,-0.000289,-0.061867,0.017932,0.002455,-0.007236,0.036179,-0.003039,0.000000
1352,136.481806,286,100.281956,6,6,1.000000,1,1,-0.000298,-0.111014,0.068089,0.006315,0.000000,0.104895,-0.010358,0.419580
1353,135.637799,146,187.339548,3,3,1.000000,1,1,-0.000298,-0.029110,0.016110,0.018694,0.000000,0.102740,-0.001027,0.821918
1354,129.021916,102,276.473521,3,3,1.000000,1,1,-0.000297,-0.083333,0.022241,0.003516,0.000000,0.147059,-0.000735,1.176471
1355,-21.981497,691,4.619552,2,5,0.400000,0,1,-0.000289,-0.073444,0.034534,0.000533,-0.007236,0.014472,-0.000380,0.000000
1356,147.736445,415,68.344315,4,4,1.000000,1,1,-0.000298,-0.019880,0.037021,0.004057,0.000000,0.048193,-0.002259,0.289157
1357,-41.195518,691,5.497277,4,5,0.800000,0,1,-0.000289,-0.096961,0.017164,0.001692,-0.007236,0.028944,-0.002931,0.000000
1358,105.758748,274,103.554858,4,4,1.000000,1,1,-0.000297,-0.142336,0.014757,0.004413,0.000000,0.072993,-0.001505,0.437956
1359,54.300613,691,2.808721,5,7,0.714286,0,1,-0.000289,0.000000,0.053929,0.001209,-0.007236,0.036179,-0.005210,0.000000
1360,-16.368527,691,2.992209,3,4,0.750000,0,1,-0.000289,-0.033285,0.016794,0.000708,-0.007236,0.021708,-0.022088,0.000000
1361,124.831854,15,1769.903404,1,1,1.000000,1,1,-0.000296,-0.066667,0.002533,0.053220,0.000000,0.333333,0.000000,8.000000
1362,7.876503,691,2.059587,3,5,0.600000,0,1,-0.000289,-0.028220,0.029777,0.001140,-0.007236,0.021708,-0.005481,0.000000
1363,-23.744238,691,1.984040,0,2,0.000000,0,0,-0.000289,-0.027858,0.002876,-0.001854,-0.007236,0.000000,0.000000,0.000000
1364,-7.632812,691,1.951632,2,5,0.400000,0,1,-0.000289,-0.051013,0.035345,-0.001836,-0.007236,0.014472,-0.000488,0.000000
1365,20.097269,691,1.710006,4,5,0.800000,0,1,-0.000289,-0.003980,0.018024,-0.000300,-0.007236,0.028944,-0.006078,0.000000
1366,-98.619741,691,4.544980,2,3,0.666667,0,1,-0.000289,-0.154124,0.018634,-0.000067,-0.007236,0.014472,-0.014110,0.000000
1367,116.522728,18,1520.327690,1,1,1.000000,1,1,-0.000298,-0.486111,0.024798,-0.009348,0.000000,0.277778,0.000000,6.666667
1368,115.386266,72,388.927942,1,1,1.000000,1,1,-0.000302,-0.138889,0.001660,0.004006,0.000000,0.069444,0.000000,1.666667
1369,136.161648,79,369.946825,3,3,1.000000,1,1,-0.000299,0.000000,0.016882,0.000020,0.000000,0.189873,-0.001899,1.518987
1370,93.263021,342,83.310739,1,1,1.000000,1,1,-0.000298,-0.095760,0.002787,0.000473,0.000000,0.014620,0.000000,0.350877
1371,-98.030919,691,5.033808,3,4,0.750000,0,1,-0.000289,-0.174747,0.031348,0.003086,-0.007236,0.021708,-0.015738,0.000000
1372,-15.877533,691,0.722265,0,1,0.000000,0,0,-0.000289,-0.016281,0.001955,-0.001127,-0.007236,0.000000,0.000000,0.000000
1373,31.178250,691,1.749667,5,6,0.833333,0,1,-0.000289,-0.030391,0.051338,0.001380,-0.007236,0.036179,-0.005861,0.000000
1374,149.983231,431,66.958989,4,4,1.000000,1,1,-0.000298,0.000000,0.028521,-0.000449,0.000000,0.046404,-0.004611,0.278422
1375,164.278417,246,128.962191,6,6,1.000000,1,1,-0.000300,0.000000,0.058971,0.002116,0.000000,0.121951,-0.002744,0.487805
1376,-5.733126,691,2.100293,5,6,0.833333,0,1,-0.000289,-0.074891,0.042112,0.000984,-0.007236,0.036179,-0.005156,0.000000
1377,153.656157,233,138.278389,7,7,1.000000,1,1,-0.000300,-0.032189,0.037480,0.008554,0.000000,0.150215,-0.019313,0.515021
1378,118.355713,154,187.574241,3,3,1.000000,1,1,-0.000298,-0.123377,0.018932,-0.002120,0.000000,0.097403,-0.001218,0.779221
1379,158.635443,167,177.542985,6,6,1.000000,1,1,-0.000296,0.000000,0.047309,0.007166,0.000000,0.179641,-0.002470,0.718563
1380,145.763349,76,374.711391,4,4,1.000000,1,1,-0.000298,0.000000,0.080953,0.007514,0.000000,0.263158,-0.012336,1.578947
1381,170.528583,355,82.607816,8,8,1.000000,1,1,-0.000297,-0.010563,0.042992,0.002808,0.000000,0.112676,-0.005282,0.338028
1382,102.639971,125,223.776316,1,1,1.000000,1,1,-0.000295,-0.180000,0.001558,-0.000143,0.000000,0.040000,0.000000,0.960000
1383,174.170688,445,65.162060,6,6,1.000000,1,1,-0.000297,0.000000,0.053735,0.003659,0.000000,0.067416,-0.002781,0.269663
1384,16.844205,385,82.821408,2,2,1.000000,1,1,-0.000294,-0.305195,0.009168,0.002703,0.000000,0.025974,-0.000292,0.311688
1385,8.118856,691,3.850588,7,8,0.875000,0,1,-0.000289,-0.073444,0.042997,0.001079,-0.007236,0.050651,-0.002008,0.000000
1386,6.323964,691,2.505483,4,5,0.800000,0,1,-0.000289,-0.051013,0.044453,0.000914,-0.007236,0.028944,-0.006621,0.000000
1387,96.457928,691,2.503257,4,5,0.800000,0,1,-0.000289,-0.029305,0.148963,0.002966,-0.007236,0.028944,-0.004450,0.000000
1388,-43.655459,691,5.209990,6,7,0.857143,0,1,-0.000289,-0.136758,0.046382,0.000318,-0.007236,0.043415,-0.009009,0.000000
1389,108.824997,343,84.641488,4,4,1.000000,1,1,-0.000298,-0.102041,0.011657,0.002526,0.000000,0.058309,-0.002733,0.349854
1390,123.556573,557,51.508838,3,3,1.000000,1,1,-0.000297,-0.060144,0.039862,0.001044,0.000000,0.026930,-0.001010,0.215440
1391,-9.105365,691,1.853557,2,3,0.666667,0,1,-0.000289,-0.030029,0.010008,0.001689,-0.007236,0.014472,-0.001791,0.000000
1392,134.063098,200,150.133834,4,4,1.000000,1,1,-0.000299,-0.052500,0.024563,0.003239,0.000000,0.100000,-0.004687,0.600000
1393,-60.827660,691,3.329225,4,6,0.666667,0,1,-0.000289,-0.137120,0.027772,0.000661,-0.007236,0.028944,-0.000760,0.000000
1394,-30.389217,691,3.459014,7,8,0.875000,0,1,-0.000289,-0.118307,0.032490,0.003162,-0.007236,0.050651,-0.004450,0.000000
1395,128.382081,375,77.075511,3,3,1.000000,1,1,-0.000299,-0.030667,0.013168,0.002249,0.000000,0.040000,-0.002100,0.320000
1396,155.279226,361,84.743418,6,6,1.000000,1,1,-0.000298,0.000000,0.015676,0.003713,0.000000,0.083102,-0.004467,0.332410
1397,57.061212,300,99.542625,2,2,1.000000,1,1,-0.000296,-0.249167,0.007551,-0.000093,0.000000,0.033333,-0.001125,0.400000
1398,18.152660,691,2.141132,5,6,0.833333,0,1,-0.000289,-0.017728,0.017750,0.002044,-0.007236,0.036179,-0.004450,0.000000
1399,145.130471,479,60.056418,2,2,1.000000,1,1,-0.000301,-0.014614,0.047554,0.000436,0.000000,0.020877,-0.001487,0.250522
1400,148.339537,374,77.537508,7,7,1.000000,1,1,-0.000300,-0.014037,0.015146,0.002539,0.000000,0.093583,-0.021156,0.320856
1401,136.482027,9,3368.668045,3,3,1.000000,1,1,-0.000303,0.000000,0.107057,0.066250,0.000000,1.666667,-0.008333,13.333333
1402,140.757205,406,69.825355,4,4,1.000000,1,1,-0.000299,-0.017857,0.018899,0.003801,0.000000,0.049261,-0.002679,0.295567
1403,152.965235,178,160.053254,5,5,1.000000,1,1,-0.000297,-0.098315,0.145590,0.001773,0.000000,0.140449,-0.004003,0.674157
1404,126.259429,303,95.928279,5,5,1.000000,1,1,-0.000299,-0.116337,0.052851,0.004410,0.000000,0.082508,-0.002475,0.396040
1405,110.491196,94,301.436483,1,1,1.000000,1,1,-0.000295,-0.151596,0.000749,-0.003207,0.000000,0.053191,0.000000,1.276596
1406,44.738358,405,75.635663,4,4,1.000000,1,1,-0.000298,-0.287037,0.054971,0.003075,0.000000,0.049383,-0.005926,0.296296
1407,118.422146,462,61.775112,3,3,1.000000,1,1,-0.000299,-0.039502,0.007822,0.003970,0.000000,0.032468,-0.007873,0.259740
1408,131.925697,172,164.421357,6,6,1.000000,1,1,-0.000301,-0.114826,0.009501,0.007519,0.000000,0.174419,-0.006977,0.697674
1409,122.239038,90,305.774792,2,2,1.000000,1,1,-0.000299,-0.086111,0.001115,-0.000521,0.000000,0.111111,-0.000417,1.333333
1410,99.648938,279,100.411064,2,2,1.000000,1,1,-0.000298,-0.116487,0.011356,-0.001877,0.000000,0.035842,-0.001478,0.430108
1411,66.132623,486,60.565702,2,2,1.000000,1,1,-0.000299,-0.145062,0.012351,0.002213,0.000000,0.020576,-0.000617,0.246914
1412,127.290786,236,116.611829,3,3,1.000000,1,1,-0.000297,-0.039195,0.009790,-0.002010,0.000000,0.063559,-0.000953,0.508475
1413,148.908929,364,76.425864,5,5,1.000000,1,1,-0.000301,-0.014423,0.025628,0.003750,0.000000,0.068681,-0.003915,0.329670
1414,124.556265,406,70.387931,8,8,1.000000,1,1,-0.000298,-0.119458,0.033879,0.004951,0.000000,0.098522,-0.006373,0.295567
1415,145.936764,244,113.366653,5,5,1.000000,1,1,-0.000299,-0.038934,0.053073,0.005522,0.000000,0.102459,-0.015523,0.491803
1416,123.605700,61,440.527752,1,1,1.000000,1,1,-0.000299,-0.028689,0.005300,0.000831,0.000000,0.081967,0.000000,1.967213
1417,145.036330,360,77.510390,5,5,1.000000,1,1,-0.000299,-0.024306,0.026930,0.003088,0.000000,0.069444,-0.005313,0.333333
1418,163.367554,431,66.263488,8,8,1.000000,1,1,-0.000298,-0.009281,0.021162,0.003452,0.000000,0.092807,-0.007222,0.278422
1419,56.711115,691,4.683026,5,7,0.714286,0,1,-0.000289,0.000000,0.054858,0.003118,-0.007236,0.036179,-0.004559,0.000000
1420,-21.770625,691,4.506897,2,3,0.666667,0,1,-0.000289,-0.065123,0.028982,-0.001063,-0.007236,0.014472,-0.001248,0.000000
1421,137.427647,48,595.153326,4,4,1.000000,1,1,-0.000304,-0.119792,0.045432,0.032010,0.000000,0.416667,-0.010938,2.500000
1422,150.256451,175,169.926037,6,6,1.000000,1,1,-0.000297,-0.042857,0.038947,0.008673,0.000000,0.171429,-0.003000,0.685714
1423,-136.386127,691,10.190213,6,8,0.750000,0,1,-0.000289,-0.280029,0.055768,0.001252,-0.007236,0.043415,-0.010257,0.000000
1424,-80.901477,690,5.691677,3,4,0.750000,0,1,-0.000290,-0.146014,0.026433,0.000739,-0.007246,0.021739,-0.012609,0.000000
1425,-3.971499,690,4.892316,7,8,0.875000,0,1,-0.000290,-0.077899,0.034260,0.001813,-0.007246,0.050725,-0.007120,0.000000
1426,135.060190,246,114.089219,3,3,1.000000,1,1,-0.000300,0.000000,0.005838,0.001566,0.000000,0.060976,-0.006860,0.487805
1427,110.707254,290,95.944094,4,4,1.000000,1,1,-0.000298,-0.122414,0.018818,0.005470,0.000000,0.068966,-0.002586,0.413793
1428,125.727126,104,267.479873,2,2,1.000000,1,1,-0.000300,-0.067308,0.020489,0.009639,0.000000,0.096154,-0.003606,1.153846
1429,155.732488,94,303.930651,3,3,1.000000,1,1,-0.000299,0.000000,0.208997,0.017446,0.000000,0.159574,-0.005585,1.276596
1430,141.330337,175,159.186411,4,4,1.000000,1,1,-0.000299,-0.044286,0.058827,0.006431,0.000000,0.114286,-0.013071,0.685714
1431,161.302556,389,78.866327,5,5,1.000000,1,1,-0.000299,-0.001285,0.051711,0.006628,0.000000,0.064267,-0.014846,0.308483
1432,10.371843,691,4.914141,7,8,0.875000,0,1,-0.000289,-0.079957,0.051628,0.002872,-0.007236,0.050651,-0.002659,0.000000
1433,121.305479,207,135.753566,3,3,1.000000,1,1,-0.000297,-0.089372,0.020348,0.005519,0.000000,0.072464,-0.002355,0.579710
1434,141.540876,114,241.384543,4,4,1.000000,1,1,-0.000297,0.000000,0.009349,0.009070,0.000000,0.175439,-0.004605,1.052632
1435,126.099542,66,416.902170,3,3,1.000000,1,1,-0.000297,-0.155303,0.018253,0.013287,0.000000,0.227273,-0.010795,1.818182
1436,86.281055,483,60.630516,2,2,1.000000,1,1,-0.000299,-0.096273,0.006534,0.000532,0.000000,0.020704,-0.001009,0.248447
1437,98.840717,427,79.294887,6,6,1.000000,1,1,-0.000297,-0.209016,0.092404,0.000524,0.000000,0.070258,-0.003425,0.281030
1438,53.173674,456,69.183491,8,8,1.000000,1,1,-0.000298,-0.282895,0.051916,0.006466,0.000000,0.087719,-0.009457,0.263158
1439,122.461101,92,303.849476,3,3,1.000000,1,1,-0.000300,-0.144022,0.006579,0.003080,0.000000,0.163043,-0.001630,1.304348
1440,121.343338,121,220.499926,1,1,1.000000,1,1,-0.000301,-0.035124,0.006765,-0.001560,0.000000,0.041322,0.000000,0.991736
1441,13.773410,691,4.942333,4,5,0.800000,0,1,-0.000289,-0.026773,0.026341,-0.000022,-0.007236,0.028944,-0.001031,0.000000
1442,160.506496,375,77.508359,7,7,1.000000,1,1,-0.000298,0.000000,0.025497,0.006485,0.000000,0.093333,-0.017000,0.320000
1443,135.686819,380,73.360434,3,3,1.000000,1,1,-0.000299,0.000000,0.002630,0.002634,0.000000,0.039474,-0.003158,0.315789
1444,-18.767558,691,5.643400,4,6,0.666667,0,1,-0.000289,-0.066208,0.017540,0.001555,-0.007236,0.028944,-0.001465,0.000000
1445,122.899648,27,994.534428,1,1,1.000000,1,1,-0.000302,-0.046296,0.000000,-0.031192,0.000000,0.185185,0.000000,4.444444
1446,138.223287,213,136.088317,3,3,1.000000,1,1,-0.000300,0.000000,0.014673,0.002344,0.000000,0.070423,-0.001585,0.563380
1447,63.128753,691,3.619644,6,7,0.857143,0,1,-0.000289,0.000000,0.056756,0.002349,-0.007236,0.043415,-0.003636,0.000000
1448,119.804959,149,185.535000,2,2,1.000000,1,1,-0.000297,-0.080537,0.012530,0.000887,0.000000,0.067114,-0.001007,0.805369
1449,-64.425060,690,6.124227,4,7,0.571429,0,1,-0.000290,-0.138043,0.025753,-0.000354,-0.007246,0.028986,-0.002174,0.000000
1450,170.501635,460,61.751848,5,5,1.000000,1,1,-0.000299,-0.001630,0.056893,0.004877,0.000000,0.054348,-0.004402,0.260870
1451,42.256740,523,56.659906,6,6,1.000000,1,1,-0.000297,-0.218929,0.024971,0.002729,0.000000,0.057361,-0.014484,0.229446
1452,149.893667,216,134.805302,8,8,1.000000,1,1,-0.000297,-0.067130,0.015382,0.009597,0.000000,0.185185,-0.004340,0.555556
1453,122.502369,102,265.643072,1,1,1.000000,1,1,-0.000302,-0.029412,0.005870,-0.000643,0.000000,0.049020,0.000000,1.176471
1454,121.089895,163,168.035429,1,1,1.000000,1,1,-0.000300,-0.026074,0.006040,-0.003655,0.000000,0.030675,0.000000,0.736196
1455,143.237498,395,76.237795,6,6,1.000000,1,1,-0.000298,-0.043671,0.025668,0.002415,0.000000,0.075949,-0.001234,0.303797
1456,7.646886,690,7.630078,5,6,0.833333,0,1,-0.000290,-0.131159,0.112971,0.002206,-0.007246,0.036232,-0.001630,0.000000
1457,125.246541,292,98.838104,8,8,1.000000,1,1,-0.000299,-0.162671,0.048669,0.003887,0.000000,0.136986,-0.008604,0.410959
1458,38.714782,691,4.731462,7,8,0.875000,0,1,-0.000289,-0.016643,0.034388,0.001289,-0.007236,0.050651,-0.006132,0.000000
1459,197.807988,467,61.273391,3,3,1.000000,1,1,-0.000301,0.000000,0.135741,0.001461,0.000000,0.032120,-0.002409,0.256959
1460,162.500282,469,61.317759,7,7,1.000000,1,1,-0.000300,-0.006930,0.023831,0.003229,0.000000,0.074627,-0.003838,0.255864
1461,-18.661164,691,4.743042,6,7,0.857143,0,1,-0.000289,-0.090810,0.031422,0.000237,-0.007236,0.043415,-0.003745,0.000000
1462,33.386440,691,3.551896,6,7,0.857143,0,1,-0.000289,0.000000,0.023130,0.001723,-0.007236,0.043415,-0.012428,0.000000
1463,-115.174781,690,6.531652,4,6,0.666667,0,1,-0.000290,-0.196014,0.011566,-0.000116,-0.007246,0.028986,-0.003804,0.000000
1464,125.406841,13,2117.409615,1,1,1.000000,1,1,-0.000305,0.000000,0.020130,0.011471,0.000000,0.384615,0.000000,9.230769
1465,-63.571081,690,2.852971,0,1,0.000000,0,0,-0.000290,-0.086232,0.002617,-0.000981,-0.007246,0.000000,0.000000,0.000000
1466,147.284229,437,65.567060,4,4,1.000000,1,1,-0.000300,-0.005721,0.023589,0.002704,0.000000,0.045767,-0.003604,0.274600
1467,163.737620,308,96.096222,8,8,1.000000,1,1,-0.000300,-0.018669,0.038598,0.005655,0.000000,0.129870,-0.013149,0.389610
1468,134.380182,327,86.344158,5,5,1.000000,1,1,-0.000301,-0.042049,0.007038,0.005587,0.000000,0.076453,-0.002752,0.366972
1469,122.913808,87,321.651402,1,1,1.000000,1,1,-0.000299,-0.020115,0.002093,-0.005658,0.000000,0.057471,0.000000,1.379310
1470,121.461294,53,523.711189,1,1,1.000000,1,1,-0.000299,-0.042453,0.000629,-0.024645,0.000000,0.094340,0.000000,2.264151
1471,-6.476580,691,3.296340,4,5,0.800000,0,1,-0.000289,-0.047757,0.016508,0.002086,-0.007236,0.028944,-0.001628,0.000000
1472,-6.065688,691,2.572123,2,4,0.500000,0,1,-0.000289,-0.035456,0.020111,0.000543,-0.007236,0.014472,-0.000923,0.000000
1473,-56.396633,690,6.102063,7,8,0.875000,0,1,-0.000290,-0.181159,0.058354,0.001035,-0.007246,0.050725,-0.003152,0.000000
