episode,episode_reward,episode_length,loss,found_sources,total_sources,found_source_ratio,success,partial_success,battery,collision,concentration,distance,failure_done,found_bonus,found_source_stay,success_done
376,-241.003863,1000,5.934904,0,6,0.000000,0,0,-0.000290,-0.242500,0.002358,-0.000572,0.000000,0.000000,0.000000,0.000000
377,40.809242,1000,0.812810,3,7,0.428571,0,1,-0.000291,-0.001000,0.027319,0.000118,0.000000,0.015000,-0.000337,0.000000
378,124.937076,9,2965.845291,1,1,1.000000,1,1,-0.000303,-0.027778,0.005150,0.015939,0.000000,0.555556,0.000000,13.333333
379,-18.254266,1000,1.199485,1,6,0.166667,0,1,-0.000293,-0.043000,0.020323,-0.000209,0.000000,0.005000,-0.000075,0.000000
380,-16.535374,1000,0.869048,1,2,0.500000,0,1,-0.000294,-0.040000,0.018500,0.000333,0.000000,0.005000,-0.000075,0.000000
381,-5.189005,1000,0.160279,0,1,0.000000,0,0,-0.000290,-0.003500,0.000174,-0.001573,0.000000,0.000000,0.000000,0.000000
382,-48.846591,1000,2.318512,1,8,0.125000,0,1,-0.000290,-0.112750,0.059822,-0.000403,0.000000,0.005000,-0.000225,0.000000
383,-1.535717,1000,0.081972,0,1,0.000000,0,0,-0.000291,-0.000750,0.000009,-0.000504,0.000000,0.000000,0.000000,0.000000
384,43.536469,1000,0.525931,2,6,0.333333,0,1,-0.000290,-0.003750,0.038734,0.000793,0.000000,0.010000,-0.001950,0.000000
385,-0.459790,1000,0.056935,0,1,0.000000,0,0,-0.000290,-0.001750,0.002573,-0.000993,0.000000,0.000000,0.000000,0.000000
386,24.731480,1000,0.687707,1,8,0.125000,0,1,-0.000290,-0.028500,0.049303,-0.000744,0.000000,0.005000,-0.000037,0.000000
387,6.840792,1000,0.037360,0,1,0.000000,0,0,-0.000290,0.000000,0.006829,0.000301,0.000000,0.000000,0.000000,0.000000
388,1.944742,1000,0.265996,2,4,0.500000,0,1,-0.000290,-0.007500,0.000537,-0.000690,0.000000,0.010000,-0.000112,0.000000
389,-2.611686,1000,0.042667,0,1,0.000000,0,0,-0.000290,-0.003250,0.002084,-0.001156,0.000000,0.000000,0.000000,0.000000
390,26.021868,1000,0.260240,1,2,0.500000,0,1,-0.000290,-0.001500,0.023669,-0.000745,0.000000,0.005000,-0.000112,0.000000
391,7.626735,1000,0.036807,0,2,0.000000,0,0,-0.000289,-0.004000,0.012706,-0.000790,0.000000,0.000000,0.000000,0.000000
392,-52.894292,1000,0.343587,1,4,0.250000,0,1,-0.000290,-0.012000,0.002794,-0.001411,0.000000,0.005000,-0.046988,0.000000
393,48.788629,1000,1.081585,2,6,0.333333,0,1,-0.000289,-0.002750,0.065464,-0.000461,0.000000,0.010000,-0.023175,0.000000
394,63.215334,1000,0.522432,1,5,0.200000,0,1,-0.000290,0.000000,0.064890,0.000928,0.000000,0.005000,-0.007312,0.000000
395,-1.293432,1000,0.068762,0,1,0.000000,0,0,-0.000290,-0.003000,0.002179,-0.000183,0.000000,0.000000,0.000000,0.000000
396,-237.990514,1000,4.829292,1,5,0.200000,0,1,-0.000290,-0.251750,0.009475,-0.000351,0.000000,0.005000,-0.000075,0.000000
397,-185.353396,1000,4.573630,3,7,0.428571,0,1,-0.000290,-0.250000,0.054064,0.000260,0.000000,0.015000,-0.004388,0.000000
398,17.786755,1000,0.308408,1,3,0.333333,0,1,-0.000290,0.000000,0.013145,-0.000030,0.000000,0.005000,-0.000037,0.000000
399,58.327109,1000,0.530697,2,6,0.333333,0,1,-0.000289,-0.003750,0.052432,0.000010,0.000000,0.010000,-0.000075,0.000000
400,-8.713539,1000,0.154297,0,4,0.000000,0,0,-0.000290,-0.008000,0.000191,-0.000615,0.000000,0.000000,0.000000,0.000000
401,19.654293,1000,0.237806,1,3,0.333333,0,1,-0.000290,-0.001000,0.017654,-0.001673,0.000000,0.005000,-0.000037,0.000000
402,35.971784,1000,0.786268,2,6,0.333333,0,1,-0.000289,-0.002750,0.065526,-0.000814,0.000000,0.010000,-0.035700,0.000000
403,86.513723,1000,1.223861,4,8,0.500000,0,1,-0.000290,0.000000,0.071160,0.000256,0.000000,0.020000,-0.004613,0.000000
404,18.542857,1000,1.232883,4,8,0.500000,0,1,-0.000289,-0.005000,0.003009,0.001124,0.000000,0.020000,-0.000300,0.000000
405,12.717598,1000,0.458349,2,5,0.400000,0,1,-0.000290,-0.001500,0.005234,-0.000614,0.000000,0.010000,-0.000112,0.000000
406,17.403026,1000,0.062878,0,5,0.000000,0,0,-0.000289,-0.001500,0.019542,-0.000350,0.000000,0.000000,0.000000,0.000000
407,21.819185,1000,0.138817,1,4,0.250000,0,1,-0.000289,-0.005000,0.023057,-0.000836,0.000000,0.005000,-0.000112,0.000000
408,70.509345,1000,0.740758,2,6,0.333333,0,1,-0.000290,-0.003000,0.064129,-0.000255,0.000000,0.010000,-0.000075,0.000000
409,43.724571,1000,0.119471,0,8,0.000000,0,0,-0.000290,-0.003500,0.048605,-0.001091,0.000000,0.000000,0.000000,0.000000
410,16.772051,1000,0.563151,3,5,0.600000,0,1,-0.000290,0.000000,0.002036,0.000363,0.000000,0.015000,-0.000337,0.000000
411,113.471327,1000,1.070577,0,8,0.000000,0,0,-0.000290,0.000000,0.114320,-0.000559,0.000000,0.000000,0.000000,0.000000
412,1.752132,1000,0.202688,1,3,0.333333,0,1,-0.000290,-0.002000,0.000406,-0.000727,0.000000,0.005000,-0.000637,0.000000
413,-275.962839,1000,7.585515,1,6,0.166667,0,1,-0.000289,-0.246250,0.003357,-0.001143,0.000000,0.005000,-0.036638,0.000000
414,125.336076,4,5186.906647,1,1,1.000000,1,1,-0.000320,0.000000,0.044535,0.039805,0.000000,1.250000,0.000000,30.000000
415,39.733912,1000,0.123297,0,7,0.000000,0,0,-0.000290,0.000000,0.040101,-0.000078,0.000000,0.000000,0.000000,0.000000
416,-10.121746,1000,0.782677,2,4,0.500000,0,1,-0.000290,-0.001500,0.017338,0.001117,0.000000,0.010000,-0.036788,0.000000
417,-232.805949,1000,4.384326,0,1,0.000000,0,0,-0.000289,-0.252000,0.020954,-0.001471,0.000000,0.000000,0.000000,0.000000
418,10.602281,1000,0.706306,3,7,0.428571,0,1,-0.000290,0.000000,0.031135,0.000607,0.000000,0.015000,-0.035850,0.000000
419,44.678186,1000,0.218015,1,7,0.142857,0,1,-0.000290,0.000000,0.040408,-0.000365,0.000000,0.005000,-0.000075,0.000000
420,25.245947,1000,0.147503,0,6,0.000000,0,0,-0.000290,0.000000,0.026085,-0.000549,0.000000,0.000000,0.000000,0.000000
421,28.801601,1000,0.883257,3,6,0.500000,0,1,-0.000290,-0.013250,0.027664,-0.000135,0.000000,0.015000,-0.000188,0.000000
422,9.091423,1000,1.587266,4,6,0.666667,0,1,-0.000290,-0.012000,0.000895,0.000711,0.000000,0.020000,-0.000225,0.000000
423,17.947798,1000,0.377692,3,5,0.600000,0,1,-0.000290,0.000000,0.004714,-0.001176,0.000000,0.015000,-0.000300,0.000000
424,-6.475995,1000,0.415851,1,6,0.166667,0,1,-0.000290,-0.010750,0.000665,-0.001064,0.000000,0.005000,-0.000037,0.000000
425,-19.919226,1000,0.428680,0,2,0.000000,0,0,-0.000290,-0.020000,0.001785,-0.001414,0.000000,0.000000,0.000000,0.000000
426,122.598030,15,1857.173241,1,1,1.000000,1,1,-0.000297,-0.133333,0.014143,-0.040645,0.000000,0.333333,0.000000,8.000000
427,16.264472,1000,0.505182,2,5,0.400000,0,1,-0.000290,-0.002500,0.021087,-0.000746,0.000000,0.010000,-0.011287,0.000000
428,-3.974157,1000,0.113307,0,1,0.000000,0,0,-0.000290,-0.002500,0.000000,-0.001184,0.000000,0.000000,0.000000,0.000000
429,28.412868,1000,0.240933,1,8,0.125000,0,1,-0.000290,0.000000,0.024499,-0.000684,0.000000,0.005000,-0.000112,0.000000
430,-238.291987,1000,3.610376,1,8,0.125000,0,1,-0.000289,-0.256250,0.012831,0.000453,0.000000,0.005000,-0.000037,0.000000
431,96.548942,1000,0.791663,1,7,0.142857,0,1,-0.000290,0.000000,0.092526,-0.000612,0.000000,0.005000,-0.000075,0.000000
432,25.167486,1000,2.037436,4,8,0.500000,0,1,-0.000290,-0.058000,0.068177,0.000268,0.000000,0.020000,-0.004987,0.000000
433,-1.677629,1000,0.108030,0,1,0.000000,0,0,-0.000289,-0.002750,0.000802,0.000560,0.000000,0.000000,0.000000,0.000000
434,25.141706,1000,0.584335,2,5,0.400000,0,1,-0.000290,-0.002750,0.017416,0.001028,0.000000,0.010000,-0.000263,0.000000
435,25.043790,1000,0.099553,0,6,0.000000,0,0,-0.000290,-0.001750,0.027231,-0.000148,0.000000,0.000000,0.000000,0.000000
436,1.812258,1000,0.148555,1,8,0.125000,0,1,-0.000290,-0.002250,0.000516,-0.001089,0.000000,0.005000,-0.000075,0.000000
437,-96.839908,1000,2.125327,0,6,0.000000,0,0,-0.000290,-0.097250,0.000792,-0.000092,0.000000,0.000000,0.000000,0.000000
438,-0.398571,1000,0.016436,0,2,0.000000,0,0,-0.000290,0.000000,0.000329,-0.000438,0.000000,0.000000,0.000000,0.000000
439,37.959534,1000,0.442695,2,5,0.400000,0,1,-0.000290,-0.002250,0.031007,-0.000396,0.000000,0.010000,-0.000112,0.000000
440,-240.618588,1000,5.911673,1,8,0.125000,0,1,-0.000289,-0.247250,0.002303,-0.000307,0.000000,0.005000,-0.000075,0.000000
441,-2.787694,1000,0.059883,0,1,0.000000,0,0,-0.000290,-0.001750,0.000001,-0.000749,0.000000,0.000000,0.000000,0.000000
442,-1.426496,1000,0.045310,0,1,0.000000,0,0,-0.000290,0.000000,0.000068,-0.001205,0.000000,0.000000,0.000000,0.000000
443,51.321939,1000,1.123057,4,8,0.500000,0,1,-0.000290,-0.005750,0.037062,0.000525,0.000000,0.020000,-0.000225,0.000000
444,-17.452156,1000,0.409265,3,5,0.600000,0,1,-0.000290,0.000000,0.005648,-0.000235,0.000000,0.015000,-0.037575,0.000000
445,-92.864135,1000,2.493518,1,6,0.166667,0,1,-0.000290,-0.098250,0.000957,-0.000244,0.000000,0.005000,-0.000037,0.000000
446,-418.034092,1000,8.071478,2,3,0.666667,0,1,-0.000289,-0.426250,0.000170,-0.000502,0.000000,0.010000,-0.001163,0.000000
447,37.508798,1000,0.237801,0,5,0.000000,0,0,-0.000290,-0.003500,0.041938,-0.000640,0.000000,0.000000,0.000000,0.000000
448,-5.921378,1000,0.145883,0,5,0.000000,0,0,-0.000290,-0.005250,0.000566,-0.000948,0.000000,0.000000,0.000000,0.000000
449,28.411600,1000,0.131770,0,5,0.000000,0,0,-0.000290,-0.003500,0.032949,-0.000748,0.000000,0.000000,0.000000,0.000000
450,-0.190665,1000,0.400018,2,3,0.666667,0,1,-0.000290,-0.001500,0.002170,-0.000071,0.000000,0.010000,-0.010500,0.000000
451,19.496580,1000,0.373982,2,4,0.500000,0,1,-0.000290,0.000000,0.009623,0.000276,0.000000,0.010000,-0.000112,0.000000
452,-88.453169,1000,2.256080,1,4,0.250000,0,1,-0.000290,-0.101500,0.008767,-0.000393,0.000000,0.005000,-0.000037,0.000000
453,-27.139454,1000,0.943685,0,2,0.000000,0,0,-0.000290,-0.042000,0.015013,0.000138,0.000000,0.000000,0.000000,0.000000
454,-174.364666,1000,4.094775,2,6,0.333333,0,1,-0.000290,-0.184250,0.000827,-0.000539,0.000000,0.010000,-0.000112,0.000000
455,33.897180,1000,0.603399,2,8,0.250000,0,1,-0.000291,0.000000,0.026556,-0.000231,0.000000,0.010000,-0.002138,0.000000
456,-27.130276,1000,0.668136,1,3,0.333333,0,1,-0.000291,-0.036250,0.004693,-0.000208,0.000000,0.005000,-0.000075,0.000000
457,15.494111,1000,0.902404,3,8,0.375000,0,1,-0.000291,0.000000,0.001705,-0.000770,0.000000,0.015000,-0.000150,0.000000
458,40.031524,1000,0.597230,3,8,0.375000,0,1,-0.000290,-0.003250,0.029456,-0.000735,0.000000,0.015000,-0.000150,0.000000
459,51.662594,1000,0.252482,0,7,0.000000,0,0,-0.000293,0.000000,0.051893,0.000063,0.000000,0.000000,0.000000,0.000000
460,53.448794,1000,0.320166,1,6,0.166667,0,1,-0.000292,0.000000,0.048856,-0.000077,0.000000,0.005000,-0.000037,0.000000
461,125.567709,1000,1.579423,1,6,0.166667,0,1,-0.000290,-0.003000,0.123937,-0.000042,0.000000,0.005000,-0.000037,0.000000
462,-20.215015,1000,3.902583,6,8,0.750000,0,1,-0.000290,-0.105500,0.059188,0.000399,0.000000,0.030000,-0.004013,0.000000
463,-222.655582,1000,5.896609,5,8,0.625000,0,1,-0.000290,-0.256250,0.046014,0.000445,0.000000,0.025000,-0.037575,0.000000
464,-1.793032,1000,0.522928,0,1,0.000000,0,0,-0.000290,-0.000750,0.000155,-0.000908,0.000000,0.000000,0.000000,0.000000
465,-50.814061,1000,1.594083,1,6,0.166667,0,1,-0.000289,-0.070750,0.015062,0.000201,0.000000,0.005000,-0.000037,0.000000
466,-1.437191,1000,0.096609,0,1,0.000000,0,0,-0.000291,-0.000750,0.000228,-0.000624,0.000000,0.000000,0.000000,0.000000
467,58.765801,1000,0.557415,1,5,0.200000,0,1,-0.000291,-0.000500,0.060161,0.000095,0.000000,0.005000,-0.005700,0.000000
468,-1.309180,1000,0.100009,0,1,0.000000,0,0,-0.000290,-0.005000,0.004217,-0.000237,0.000000,0.000000,0.000000,0.000000
469,12.516291,1000,0.270148,2,5,0.400000,0,1,-0.000291,0.000000,0.006227,-0.000795,0.000000,0.010000,-0.002625,0.000000
470,45.234301,1000,0.329746,1,4,0.250000,0,1,-0.000292,-0.001000,0.041927,-0.000364,0.000000,0.005000,-0.000037,0.000000
471,-35.925113,1000,1.571068,2,6,0.333333,0,1,-0.000290,-0.059250,0.013469,0.000259,0.000000,0.010000,-0.000112,0.000000
472,-229.405149,1000,6.119846,1,4,0.250000,0,1,-0.000290,-0.260250,0.026750,-0.000541,0.000000,0.005000,-0.000075,0.000000
473,18.267534,1000,0.082717,0,4,0.000000,0,0,-0.000291,0.000000,0.019128,-0.000570,0.000000,0.000000,0.000000,0.000000
474,56.698532,1000,0.425568,2,6,0.333333,0,1,-0.000290,0.000000,0.049886,0.000365,0.000000,0.010000,-0.003263,0.000000
475,26.408747,1000,0.420184,2,6,0.333333,0,1,-0.000291,-0.001000,0.023556,-0.000344,0.000000,0.010000,-0.005512,0.000000
476,-93.906692,1000,2.707996,3,7,0.428571,0,1,-0.000290,-0.126250,0.018263,-0.000517,0.000000,0.015000,-0.000112,0.000000
477,-250.306406,1000,6.087803,0,5,0.000000,0,0,-0.000290,-0.253250,0.003912,-0.000678,0.000000,0.000000,0.000000,0.000000
478,-52.886967,1000,0.744086,0,4,0.000000,0,0,-0.000290,-0.060250,0.007781,-0.000128,0.000000,0.000000,0.000000,0.000000
479,188.208616,1000,3.213713,0,5,0.000000,0,0,-0.000290,-0.022500,0.210973,0.000025,0.000000,0.000000,0.000000,0.000000
480,-72.513493,1000,1.732304,1,6,0.166667,0,1,-0.000290,-0.081250,0.004588,-0.000524,0.000000,0.005000,-0.000037,0.000000
481,72.176942,1000,0.589608,2,4,0.500000,0,1,-0.000291,0.000000,0.061998,0.000545,0.000000,0.010000,-0.000075,0.000000
482,18.309516,1000,0.393171,1,7,0.142857,0,1,-0.000290,-0.012500,0.026953,0.000009,0.000000,0.005000,-0.000862,0.000000
483,14.063472,1000,0.223781,1,4,0.250000,0,1,-0.000291,0.000000,0.008955,0.000437,0.000000,0.005000,-0.000037,0.000000
484,-231.551596,1000,6.190526,4,8,0.500000,0,1,-0.000290,-0.244000,0.015052,0.000561,0.000000,0.020000,-0.022875,0.000000
485,125.012452,17,1688.818077,1,1,1.000000,1,1,-0.000298,0.000000,0.008920,-0.007889,0.000000,0.294118,0.000000,7.058824
486,32.936660,1000,0.723969,3,7,0.428571,0,1,-0.000290,0.000000,0.018224,0.000265,0.000000,0.015000,-0.000263,0.000000
487,-80.097360,1000,2.121185,1,3,0.333333,0,1,-0.000290,-0.107500,0.037760,0.000233,0.000000,0.005000,-0.015300,0.000000
488,132.174932,1000,1.433032,2,3,0.666667,0,1,-0.000290,0.000000,0.123990,-0.001300,0.000000,0.010000,-0.000225,0.000000
489,31.963460,1000,0.305656,1,3,0.333333,0,1,-0.000290,-0.000250,0.028355,-0.000702,0.000000,0.005000,-0.000150,0.000000
490,-18.933991,1000,1.417942,4,6,0.666667,0,1,-0.000290,-0.037500,0.009094,0.000375,0.000000,0.020000,-0.010612,0.000000
491,7.572717,1000,0.111980,0,3,0.000000,0,0,-0.000290,0.000000,0.007855,0.000008,0.000000,0.000000,0.000000,0.000000
492,41.889757,1000,0.214212,1,4,0.250000,0,1,-0.000290,0.000000,0.037012,0.000168,0.000000,0.005000,0.000000,0.000000
493,77.066162,1000,0.979914,1,5,0.200000,0,1,-0.000292,-0.060500,0.133361,-0.000428,0.000000,0.005000,-0.000075,0.000000
494,42.078787,1000,0.322738,0,7,0.000000,0,0,-0.000290,0.000000,0.042410,-0.000040,0.000000,0.000000,0.000000,0.000000
495,34.132540,1000,0.545556,3,6,0.500000,0,1,-0.000291,-0.000500,0.024886,-0.000462,0.000000,0.015000,-0.004500,0.000000
496,-1.573479,1000,0.322679,1,3,0.333333,0,1,-0.000290,0.000000,0.007556,-0.000827,0.000000,0.005000,-0.013012,0.000000
497,6.951408,1000,0.301812,1,3,0.333333,0,1,-0.000290,-0.002250,0.005464,-0.000598,0.000000,0.005000,-0.000375,0.000000
498,-29.850221,1000,0.577520,2,5,0.400000,0,1,-0.000290,-0.007500,0.004475,0.000590,0.000000,0.010000,-0.037125,0.000000
499,-34.479755,1000,1.298960,1,2,0.500000,0,1,-0.000291,-0.078500,0.040398,-0.001050,0.000000,0.005000,-0.000037,0.000000
500,43.743731,1000,0.437783,1,7,0.142857,0,1,-0.000290,0.000000,0.039798,-0.000726,0.000000,0.005000,-0.000037,0.000000
501,5.097015,1000,0.222887,1,6,0.166667,0,1,-0.000290,0.000000,0.000481,-0.000056,0.000000,0.005000,-0.000037,0.000000
502,99.291338,1000,1.700993,2,6,0.333333,0,1,-0.000291,-0.022750,0.112962,-0.000292,0.000000,0.010000,-0.000337,0.000000
503,16.429148,1000,1.095268,3,8,0.375000,0,1,-0.000291,-0.007500,0.022132,-0.000012,0.000000,0.015000,-0.012900,0.000000
504,-22.849266,1000,0.265300,0,1,0.000000,0,0,-0.000291,-0.029500,0.007502,-0.000561,0.000000,0.000000,0.000000,0.000000
505,-1.569439,1000,0.181212,0,2,0.000000,0,0,-0.000294,-0.009250,0.008503,-0.000529,0.000000,0.000000,0.000000,0.000000
506,127.693234,31,929.658615,3,3,1.000000,1,1,-0.000294,-0.241935,0.024118,-0.011542,0.000000,0.483871,-0.006048,3.870968
507,14.665308,1000,0.435172,3,7,0.428571,0,1,-0.000291,0.000000,0.001229,-0.000935,0.000000,0.015000,-0.000338,0.000000
508,-10.246986,1000,0.301640,0,1,0.000000,0,0,-0.000291,-0.026500,0.016843,-0.000299,0.000000,0.000000,0.000000,0.000000
509,-40.778863,1000,0.932840,2,8,0.250000,0,1,-0.000292,-0.057000,0.007925,0.000388,0.000000,0.010000,-0.001800,0.000000
510,0.806783,1000,0.551504,2,3,0.666667,0,1,-0.000291,-0.000750,0.000417,-0.000207,0.000000,0.010000,-0.008362,0.000000
511,19.239953,1000,0.094278,0,6,0.000000,0,0,-0.000290,-0.001500,0.021559,-0.000529,0.000000,0.000000,0.000000,0.000000
512,46.090894,1000,0.134696,0,7,0.000000,0,0,-0.000291,0.000000,0.046280,0.000102,0.000000,0.000000,0.000000,0.000000
513,6.908565,1000,0.450419,1,2,0.500000,0,1,-0.000291,-0.018500,0.021428,-0.000654,0.000000,0.005000,-0.000075,0.000000
514,8.331182,1000,0.186728,1,4,0.250000,0,1,-0.000290,-0.002000,0.017207,-0.000298,0.000000,0.005000,-0.011287,0.000000
515,121.604765,336,86.613876,1,1,1.000000,1,1,-0.000290,-0.006696,0.000049,-0.003167,0.000000,0.014881,0.000000,0.357143
516,5.467394,1000,0.249621,1,3,0.333333,0,1,-0.000291,-0.004500,0.005590,-0.000107,0.000000,0.005000,-0.000225,0.000000
517,25.257400,1000,0.122999,0,5,0.000000,0,0,-0.000290,0.000000,0.025424,0.000124,0.000000,0.000000,0.000000,0.000000
518,47.624540,1000,0.141825,0,6,0.000000,0,0,-0.000290,-0.001250,0.049601,-0.000436,0.000000,0.000000,0.000000,0.000000
519,55.874902,1000,0.608591,3,7,0.428571,0,1,-0.000290,-0.000250,0.044513,-0.000360,0.000000,0.015000,-0.002738,0.000000
520,48.555064,1000,0.677295,2,3,0.666667,0,1,-0.000290,-0.008750,0.062333,0.000900,0.000000,0.010000,-0.015637,0.000000
521,-198.466394,1000,7.612006,3,7,0.428571,0,1,-0.000291,-0.232250,0.054370,0.000630,0.000000,0.015000,-0.035925,0.000000
522,11.097026,1000,0.276713,1,6,0.166667,0,1,-0.000291,-0.008750,0.015775,-0.000600,0.000000,0.005000,-0.000037,0.000000
523,19.983088,1000,0.559023,4,8,0.500000,0,1,-0.000290,0.000000,0.000606,-0.000145,0.000000,0.020000,-0.000188,0.000000
524,-23.060805,1000,0.559549,2,5,0.400000,0,1,-0.000291,-0.028000,0.008168,-0.000600,0.000000,0.010000,-0.012337,0.000000
525,27.540727,1000,0.437026,2,8,0.250000,0,1,-0.000290,-0.003750,0.033998,-0.000679,0.000000,0.010000,-0.011737,0.000000
526,1.189959,1000,0.033646,0,2,0.000000,0,0,-0.000290,-0.003500,0.005841,-0.000860,0.000000,0.000000,0.000000,0.000000
527,33.064009,1000,1.109294,2,8,0.250000,0,1,-0.000290,-0.033250,0.056639,0.000152,0.000000,0.010000,-0.000188,0.000000
528,59.886399,1000,0.286522,2,7,0.285714,0,1,-0.000291,0.000000,0.050543,-0.000178,0.000000,0.010000,-0.000188,0.000000
529,16.628083,1000,0.472800,2,5,0.400000,0,1,-0.000291,-0.000750,0.020537,-0.000156,0.000000,0.010000,-0.012712,0.000000
530,-86.194736,1000,1.671468,0,6,0.000000,0,0,-0.000290,-0.097500,0.012140,-0.000544,0.000000,0.000000,0.000000,0.000000
531,-89.493705,1000,1.660778,1,2,0.500000,0,1,-0.000290,-0.094500,0.015824,-0.001052,0.000000,0.005000,-0.014475,0.000000
532,43.142284,1000,1.055040,3,7,0.428571,0,1,-0.000290,-0.000750,0.047759,0.000399,0.000000,0.015000,-0.018975,0.000000
533,-265.525795,1000,4.737497,1,3,0.333333,0,1,-0.000290,-0.291000,0.021101,-0.000299,0.000000,0.005000,-0.000037,0.000000
534,10.496895,1000,1.090100,4,8,0.500000,0,1,-0.000290,-0.042250,0.037839,-0.000040,0.000000,0.020000,-0.004762,0.000000
535,-434.211871,1000,8.908357,2,8,0.250000,0,1,-0.000290,-0.485000,0.041295,-0.000104,0.000000,0.010000,-0.000112,0.000000
536,23.854164,1000,0.296683,1,4,0.250000,0,1,-0.000291,0.000000,0.020074,-0.000854,0.000000,0.005000,-0.000075,0.000000
537,57.052965,1000,0.533780,1,7,0.142857,0,1,-0.000290,-0.001500,0.053671,0.000285,0.000000,0.005000,-0.000112,0.000000
538,63.755459,1000,0.645932,2,7,0.285714,0,1,-0.000291,0.000000,0.054276,-0.000080,0.000000,0.010000,-0.000150,0.000000
539,129.903567,8,3304.729584,2,2,1.000000,1,1,-0.000304,-0.125000,0.102615,0.034073,0.000000,1.250000,-0.023438,15.000000
540,10.804799,1000,1.028152,3,8,0.375000,0,1,-0.000290,-0.006500,0.002943,-0.000235,0.000000,0.015000,-0.000112,0.000000
541,5.194809,1000,0.433920,1,7,0.142857,0,1,-0.000291,-0.000750,0.001308,0.000002,0.000000,0.005000,-0.000075,0.000000
542,81.385978,1000,0.531489,0,2,0.000000,0,0,-0.000290,-0.017000,0.099403,-0.000728,0.000000,0.000000,0.000000,0.000000
543,0.344656,1000,0.107654,0,1,0.000000,0,0,-0.000290,-0.002000,0.003265,-0.000631,0.000000,0.000000,0.000000,0.000000
544,-19.239893,1000,0.502100,1,5,0.200000,0,1,-0.000291,0.000000,0.011510,0.000803,0.000000,0.005000,-0.036263,0.000000
545,-221.627378,1000,5.036446,2,4,0.500000,0,1,-0.000291,-0.248500,0.019156,0.000183,0.000000,0.010000,-0.002175,0.000000
546,-2.952176,1000,0.030050,0,7,0.000000,0,0,-0.000291,-0.001750,0.000009,-0.000920,0.000000,0.000000,0.000000,0.000000
547,40.347274,1000,0.606767,2,8,0.250000,0,1,-0.000290,-0.000500,0.031809,-0.000035,0.000000,0.010000,-0.000637,0.000000
548,40.696648,1000,0.478553,2,8,0.250000,0,1,-0.000290,0.000000,0.032015,-0.000278,0.000000,0.010000,-0.000750,0.000000
549,-2.228894,1000,0.265541,1,6,0.166667,0,1,-0.000290,-0.007000,0.001158,-0.000985,0.000000,0.005000,-0.000112,0.000000
550,38.473787,1000,0.302718,1,2,0.500000,0,1,-0.000290,-0.008750,0.042795,-0.000132,0.000000,0.005000,-0.000150,0.000000
551,35.688669,1000,0.655943,2,3,0.666667,0,1,-0.000290,-0.010250,0.036719,-0.000378,0.000000,0.010000,-0.000112,0.000000
552,95.008083,1000,1.283564,0,6,0.000000,0,0,-0.000290,-0.004250,0.101294,-0.001746,0.000000,0.000000,0.000000,0.000000
553,-275.021880,1000,5.670029,1,6,0.166667,0,1,-0.000291,-0.246000,0.003253,-0.000421,0.000000,0.005000,-0.036563,0.000000
554,13.841402,1000,0.054755,0,6,0.000000,0,0,-0.000290,-0.001250,0.015729,-0.000347,0.000000,0.000000,0.000000,0.000000
555,118.538317,1000,1.237071,2,8,0.250000,0,1,-0.000290,0.000000,0.108684,0.000295,0.000000,0.010000,-0.000150,0.000000
556,5.623249,1000,0.176035,1,6,0.166667,0,1,-0.000290,-0.002250,0.003011,0.000190,0.000000,0.005000,-0.000037,0.000000
557,-249.552326,1000,6.231401,0,2,0.000000,0,0,-0.000290,-0.249000,0.000400,-0.000663,0.000000,0.000000,0.000000,0.000000
558,-202.017315,1000,5.043941,1,6,0.166667,0,1,-0.000290,-0.217250,0.011040,-0.000405,0.000000,0.005000,-0.000112,0.000000
559,135.007753,11,2767.146530,3,3,1.000000,1,1,-0.000300,-0.045455,0.014272,0.056051,0.000000,1.363636,-0.023864,10.909091
560,4.765444,1000,0.550204,3,7,0.428571,0,1,-0.000290,-0.000500,0.006740,-0.000322,0.000000,0.015000,-0.015862,0.000000
561,-690.084216,1000,13.616137,2,8,0.250000,0,1,-0.000290,-0.738750,0.039469,-0.000326,0.000000,0.010000,-0.000188,0.000000
562,61.712894,1000,0.518049,2,5,0.400000,0,1,-0.000290,-0.014250,0.066836,-0.000320,0.000000,0.010000,-0.000263,0.000000
563,-10.653402,1000,0.509006,2,5,0.400000,0,1,-0.000290,-0.001500,0.018768,-0.000281,0.000000,0.010000,-0.037350,0.000000
564,123.026186,269,108.515122,1,1,1.000000,1,1,-0.000291,-0.005576,0.000198,-0.001668,0.000000,0.018587,0.000000,0.446097
565,22.393749,1000,0.935210,4,6,0.666667,0,1,-0.000290,0.000000,0.003303,-0.000319,0.000000,0.020000,-0.000300,0.000000
566,2.748010,1000,0.326839,1,3,0.333333,0,1,-0.000290,-0.000750,0.006489,-0.000651,0.000000,0.005000,-0.007050,0.000000
567,115.182944,1000,2.063510,4,6,0.666667,0,1,-0.000292,-0.008750,0.104804,-0.000279,0.000000,0.020000,-0.000300,0.000000
568,8.864489,1000,0.425602,1,4,0.250000,0,1,-0.000291,-0.015750,0.019800,0.000143,0.000000,0.005000,-0.000037,0.000000
569,-131.457150,1000,3.820141,1,6,0.166667,0,1,-0.000290,-0.157000,0.021050,-0.000179,0.000000,0.005000,-0.000037,0.000000
